#Prior LID estimate from AICC2023 (Bouchet et al., 2023)

#depth [m]	LID [m]	uncertainty [m]
81.95	0	0.22216241071571
82.5	0	0.22219203342429
83.05	0	0.22222178014286
83.6	0	0.22225173430857
84.15	0	0.22228228491429
84.7	0	0.22231305348286
85.25	0	0.22234380015
85.8	0	0.22237452890714
86.35	0	0.22240473989571
86.9	0	0.22243372845857
87.45	0	0.22246219373286
88	0	0.22249141070857
88.55	0	0.22252123687571
89.1	0	0.22255100744571
89.65	0	0.22258047645
90.2	0	0.22260982607571
90.75	0	0.22264021669143
91.3	0	0.22267136007143
91.85	0	0.22270182712143
92.4	0	0.22273038444286
92.95	0	0.22275871234143
93.5	0	0.22278759921571
94.05	0	0.22281688800143
94.6	0	0.22284624309143
95.15	0	0.22287523359714
95.7	0	0.22290463518143
96.25	0	0.22293395003857
96.8	0	0.22296315639143
97.35	0	0.22299188042429
97.9	0	0.22302117555429
98.45	0	0.22305052852429
99	0	0.22307928902714
99.55	0	0.22310713323857
100.1	0	0.22313534994143
100.65	0	0.22316358274429
101.2	0	0.22319137418857
101.75	0	0.22322068832
102.3	0	0.22325097299
102.85	0	0.22328091034571
103.4	0	0.22331147151
103.95	0	0.22334208866714
104.5	0	0.22337132528429
105.05	0	0.22340030201857
105.6	0	0.22342926668286
106.15	0	0.22345800519143
106.7	0	0.22348725088
107.25	0	0.22351614809429
107.8	0	0.22354422462143
108.35	0	0.22357287466857
108.9	0	0.22360251222
109.45	0	0.22363268400429
110	0	0.22366267498
110.55	0	0.22369350341
111.1	98.0939	0.22372375521
111.65	98.2351	0.22375185195
112.2	98.3662	0.22378001127714
112.75	98.4952	0.22380835304714
113.3	98.6185	0.22383782232714
113.85	98.7283	0.22386697348143
114.4	98.8234	0.22389688917
114.95	98.8924	0.22392648927857
115.5	98.931	0.22395624114143
116.05	98.9344	0.22398551205286
116.6	98.8988	0.22401424471857
117.15	98.8289	0.22404033507571
117.7	98.7464	0.22406616786857
118.25	98.6753	0.22409244032429
118.8	98.6072	0.22411997775571
119.35	98.534	0.22414683041857
119.9	98.4614	0.22417284400143
120.45	98.4031	0.22419835479714
121	98.3636	0.22422663137286
121.55	98.315	0.22425707045429
122.1	98.2604	0.22428724927143
122.65	98.23	0.22431613063857
123.2	98.2199	0.22434480610143
123.75	98.2104	0.22437321909429
124.3	98.1977	0.22440173890714
124.85	98.2039	0.22443022097286
125.4	98.238	0.22445873059857
125.95	98.2748	0.22448765308714
126.5	98.2942	0.22451747451857
127.05	98.283	0.22454822445429
127.6	98.2354	0.22457864302143
128.15	98.1398	0.22460876182
128.7	97.9977	0.22463841681143
129.25	97.8235	0.22466839735286
129.8	97.635	0.22469915730143
130.35	97.4445	0.22472927833
130.9	97.2732	0.22475720724429
131.45	97.1304	0.22478457131143
132	97.0142	0.22481180649714
132.55	96.9279	0.22483844549143
133.1	96.8621	0.22486564886571
133.65	96.8095	0.22489469481143
134.2	96.7634	0.22492418921429
134.75	96.7171	0.22495267699714
135.3	96.6927	0.22498100980286
135.85	96.696	0.22500914497571
136.4	96.71	0.22503748954286
136.95	96.7353	0.22506574861
137.5	96.7772	0.22509413809286
138.05	96.844	0.22512309922857
138.6	96.8926	0.22515184168286
139.15	96.8842	0.22518007602429
139.7	96.8255	0.22520842986857
140.25	96.7276	0.22523624227286
140.8	96.6117	0.22526354174143
141.35	96.4867	0.22529117470571
141.9	96.3622	0.22531899980429
142.45	96.2451	0.22534706254429
143	96.1492	0.22537470808571
143.55	96.0861	0.22540117644143
144.1	96.0693	0.22542770792286
144.65	96.0915	0.22545475833429
145.2	96.1298	0.22548132701571
145.75	96.1778	0.22550957326857
146.3	96.2237	0.22553950442
146.85	96.2775	0.22556868209571
147.4	96.3404	0.22559448178286
147.95	96.3955	0.22562056572286
148.5	96.4408	0.22564802492143
149.05	96.4737	0.22567633066714
149.6	96.4993	0.22570430290143
150.15	96.5215	0.22573061584571
150.7	96.5313	0.22575620315571
151.25	96.5287	0.22578233166571
151.8	96.4883	0.22580907740286
152.35	96.4127	0.22583576794571
152.9	96.3244	0.22586366154571
153.45	96.2347	0.22589203788857
154	96.1521	0.22591970501714
154.55	96.0632	0.22594709194857
155.1	95.9642	0.22597483797429
155.65	95.8565	0.2260007127
156.2	95.7633	0.22602658227143
156.75	95.6786	0.22605415430714
157.3	95.5833	0.22608216539714
157.85	95.4703	0.22611070031714
158.4	95.3449	0.22614037729857
158.95	95.2201	0.22617085201571
159.5	95.0954	0.22619891691429
160.05	94.9741	0.22622587660143
160.6	94.8333	0.22625325445429
161.15	94.6651	0.22628089435857
161.7	94.4786	0.22630845610143
162.25	94.292	0.22633554554714
162.8	94.1129	0.22636201897571
163.35	93.9274	0.22638830804
163.9	93.7582	0.22641480476286
164.45	93.6271	0.22644140650714
165	93.5133	0.22646826255143
165.55	93.4061	0.22649452624714
166.1	93.3225	0.22652019982714
166.65	93.2751	0.22654452181714
167.2	93.2557	0.22656847793429
167.75	93.2447	0.22659307025857
168.3	93.2428	0.22661861611143
168.85	93.2625	0.22664424728286
169.4	93.3278	0.2266703008
169.95	93.4156	0.22669590681857
170.5	93.5228	0.22672363454571
171.05	93.6825	0.22675301730857
171.6	93.8958	0.22678130029571
172.15	94.1387	0.22680689982571
172.7	94.4069	0.22683212545857
173.25	94.6873	0.22685742172429
173.8	94.9649	0.22688257029857
174.35	95.2545	0.22690776653857
174.9	95.557	0.22693378989
175.45	95.8795	0.22696006052571
176	96.2182	0.22698715984286
176.55	96.5672	0.22701406830857
177.1	96.9423	0.22704134411429
177.65	97.3146	0.22706981914714
178.2	97.6544	0.22709893166857
178.75	97.9571	0.22712757745571
179.3	98.2303	0.22715610455714
179.85	98.4639	0.22718393162714
180.4	98.6379	0.22721054425286
180.95	98.7565	0.22723658569857
181.5	98.8482	0.22726379619714
182.05	98.9218	0.22729198976714
182.6	98.9726	0.22732015123286
183.15	98.9863	0.22734784377286
183.7	98.9862	0.22737509383429
184.25	98.9994	0.22740240766857
184.8	98.9979	0.22742995735571
185.35	98.9662	0.22745731614714
185.9	98.9172	0.22748318918714
186.45	98.8629	0.22750895591286
187	98.8133	0.22753601818571
187.55	98.7805	0.22756380455
188.1	98.7647	0.22759148062857
188.65	98.7767	0.22761875946714
189.2	98.8067	0.22764597830429
189.75	98.836	0.22767214242143
190.3	98.8439	0.22769787589143
190.85	98.8088	0.22772332272857
191.4	98.7301	0.22774845916429
191.95	98.6034	0.22777336444286
192.5	98.4201	0.2277978548
193.05	98.2023	0.22782192287429
193.6	97.9649	0.22784678790429
194.15	97.7201	0.22787274645
194.7	97.4774	0.22789887365143
195.25	97.2146	0.22792374780143
195.8	96.9344	0.22794738470857
196.35	96.6518	0.22797110937429
196.9	96.3786	0.22799557564286
197.45	96.1177	0.22802006158286
198	95.8409	0.22804542071857
198.55	95.5664	0.22807127580429
199.1	95.3232	0.22809704036714
199.65	95.1394	0.22812264801
200.2	95.0087	0.22814817076286
200.75	94.9384	0.22817345975714
201.3	94.9343	0.22819855725429
201.85	94.9851	0.22822337545429
202.4	95.0675	0.22824783294857
202.95	95.1617	0.22827237568714
203.5	95.2517	0.22829754079143
204.05	95.3457	0.22832351767
204.6	95.4456	0.22834957916429
205.15	95.5423	0.22837613632143
205.7	95.6477	0.22840268748143
206.25	95.7899	0.22842878592143
206.8	95.9421	0.22845472512857
207.35	96.0851	0.22848104917857
207.9	96.2197	0.22850787538143
208.45	96.3321	0.22853492763143
209	96.4229	0.22856204608
209.55	96.4925	0.22858923358429
210.1	96.539	0.22861620640429
210.65	96.5663	0.22864270222143
211.2	96.5562	0.22866905550143
211.75	96.5414	0.22869496496571
212.3	96.5401	0.22872054256286
212.85	96.5666	0.22874651893857
213.4	96.617	0.22877315118286
213.95	96.6937	0.22879984805143
214.5	96.7846	0.22882530239143
215.05	96.8765	0.22885000802
215.6	96.9786	0.22887540112429
216.15	97.0891	0.22890267672429
216.7	97.208	0.22893009139714
217.25	97.3508	0.22895716903429
217.8	97.5049	0.22898398401857
218.35	97.6614	0.22901100062429
218.9	97.8395	0.22903862783857
219.45	98.0287	0.22906628937
220	98.2027	0.22909344714286
220.55	98.3666	0.22912043300143
221.1	98.5308	0.22914745624143
221.65	98.6842	0.22917455068429
222.2	98.8195	0.229201668
222.75	98.951	0.22922878940857
223.3	99.0815	0.22925592035429
223.85	99.2043	0.22928235285
224.4	99.3084	0.22930750701286
224.95	99.42	0.22933246468143
225.5	99.5334	0.22935848489429
226.05	99.6459	0.22938501853286
226.6	99.7454	0.22941242758286
227.15	99.8156	0.22944127586429
227.7	99.8538	0.22947042778857
228.25	99.874	0.22949780231571
228.8	99.8831	0.22952459928
229.35	99.8707	0.22955174892857
229.9	99.8379	0.22957939437857
230.45	99.797	0.22960723131857
231	99.7371	0.22963512260286
231.55	99.6643	0.22966306148143
232.1	99.5953	0.22969133141429
232.65	99.5222	0.22972008979571
233.2	99.4486	0.22974910317286
233.75	99.3888	0.22977864590429
234.3	99.3542	0.22980864036
234.85	99.3413	0.22983723199571
235.4	99.357	0.22986405956714
235.95	99.4215	0.22989053514286
236.5	99.5163	0.22991767722857
237.05	99.6201	0.22994552384714
237.6	99.7264	0.22997366319857
238.15	99.833	0.23000285683143
238.7	99.9277	0.23003188403143
239.25	100.013	0.23006021845
239.8	100.083	0.23008801573714
240.35	100.128	0.23011622544714
240.9	100.155	0.23014621390857
241.45	100.17	0.23017616703429
242	100.159	0.23020597245857
242.55	100.125	0.23023567202
243.1	100.073	0.23026575186429
243.65	100.013	0.23029677746
244.2	99.9402	0.23032731735714
244.75	99.864	0.23035560953143
245.3	99.7873	0.23038209748571
245.85	99.7115	0.23040887586
246.4	99.6458	0.23043644380143
246.95	99.6051	0.23046421197143
247.5	99.589	0.23049274811
248.05	99.5921	0.23052188886286
248.6	99.6169	0.23055073856
249.15	99.6658	0.23057834112143
249.7	99.7174	0.23060597645714
250.25	99.7683	0.23063412566429
250.8	99.8271	0.23066257322714
251.35	99.888	0.23069127601714
251.9	99.9477	0.23072094876286
252.45	100.009	0.23075056092571
253	100.061	0.23077938428286
253.55	100.103	0.23080781042429
254.1	100.148	0.23083671922857
254.65	100.189	0.2308674964
255.2	100.216	0.23089811412857
255.75	100.233	0.23092777889857
256.3	100.237	0.23095678718143
256.85	100.236	0.23098579203
257.4	100.228	0.23101474340143
257.95	100.215	0.23104356532143
258.5	100.188	0.23107178570571
259.05	100.161	0.23109957421
259.6	100.139	0.23112763357286
260.15	100.123	0.23115686198
260.7	100.102	0.23118597370714
261.25	100.08	0.23121419874
261.8	100.063	0.23124186929429
262.35	100.053	0.23126947467143
262.9	100.043	0.23129677291
263.45	100.031	0.23132406533143
264	100.012	0.23135123207571
264.55	99.9751	0.23137836106
265.1	99.9284	0.23140691262571
265.65	99.8856	0.23143774987286
266.2	99.8487	0.23146917637714
266.75	99.839	0.23150091363571
267.3	99.8537	0.23153275992286
267.85	99.866	0.23156376908714
268.4	99.8814	0.23159147714571
268.95	99.8989	0.23161916581857
269.5	99.93	0.23164671269286
270.05	99.9803	0.23167416987143
270.6	100.038	0.23170191528286
271.15	100.093	0.23173044704571
271.7	100.154	0.23175901811857
272.25	100.237	0.23178765415857
272.8	100.338	0.23181630762
273.35	100.439	0.23184437767
273.9	100.532	0.23187127581143
274.45	100.628	0.23189800701286
275	100.723	0.23192552434143
275.55	100.81	0.23195337052143
276.1	100.88	0.23198167529429
276.65	100.926	0.23201055594857
277.2	100.945	0.23203948439714
277.75	100.943	0.23206710241571
278.3	100.937	0.23209395537286
278.85	100.934	0.23212146761857
279.4	100.94	0.23214995291857
279.95	100.952	0.23217836597286
280.5	100.947	0.23220568233
281.05	100.924	0.23223199822714
281.6	100.902	0.23225889835857
282.15	100.876	0.23228813578429
282.7	100.849	0.23231723848
283.25	100.814	0.23234575226429
283.8	100.769	0.23237378993286
284.35	100.722	0.23240165621286
284.9	100.686	0.23242876832857
285.45	100.654	0.23245586864429
286	100.613	0.23248204972286
286.55	100.546	0.23250793765429
287.1	100.474	0.23253523982571
287.65	100.407	0.23256464609
288.2	100.335	0.23259465095714
288.75	100.252	0.23262327859
289.3	100.149	0.23265144831571
289.85	100.029	0.23267929607
290.4	99.9022	0.23270676449857
290.95	99.7778	0.23273433126857
291.5	99.6658	0.23276374155571
292.05	99.5721	0.23279425217857
292.6	99.4914	0.23282358406571
293.15	99.415	0.23285136679571
293.7	99.3431	0.23287865593714
294.25	99.2924	0.23290555296143
294.8	99.2586	0.23293221029
295.35	99.2334	0.23295995252286
295.9	99.2147	0.23298942899571
296.45	99.2084	0.23301933469286
297	99.2177	0.23304958196
297.55	99.2297	0.23308008896571
298.1	99.2484	0.23310910845714
298.65	99.2738	0.23313644470429
299.2	99.3176	0.23316322865571
299.75	99.365	0.23318993498143
300.3	99.4251	0.23321657247714
300.85	99.5074	0.23324359322
301.4	99.5987	0.23327182435286
301.95	99.6901	0.23330008939714
302.5	99.7813	0.23332851034714
303.05	99.8846	0.23335701386714
303.6	99.9951	0.23338528448571
304.15	100.099	0.23341264088
304.7	100.197	0.23344000145
305.25	100.282	0.23346782792857
305.8	100.339	0.23349581838143
306.35	100.374	0.23352258686
306.9	100.392	0.23354729171
307.45	100.39	0.23357171103286
308	100.36	0.23359623644143
308.55	100.3	0.23362085859429
309.1	100.217	0.23364547997
309.65	100.121	0.23367007174714
310.2	100.013	0.23369465809857
310.75	99.8939	0.23371804504286
311.3	99.78	0.23374108518714
311.85	99.6773	0.23376460958
312.4	99.5866	0.23378945934143
312.95	99.5026	0.23381438084286
313.5	99.4605	0.23383803992
314.05	99.4584	0.23386143693571
314.6	99.475	0.23388447541286
315.15	99.5193	0.23390718451571
315.7	99.5953	0.23392978358857
316.25	99.6939	0.23395103027429
316.8	99.7892	0.23397206920857
317.35	99.8696	0.23399314920286
317.9	99.9371	0.23401478824857
318.45	99.9925	0.23403666774429
319	100.039	0.23405935954143
319.55	100.096	0.23408270117714
320.1	100.158	0.23410591655857
320.65	100.214	0.23412842953857
321.2	100.272	0.23415055093857
321.75	100.336	0.23417176325143
322.3	100.41	0.23419199861
322.85	100.482	0.23421231144
323.4	100.536	0.23423267266429
323.95	100.575	0.23425309970143
324.5	100.598	0.23427368187429
325.05	100.604	0.23429432673429
325.6	100.605	0.23431525221857
326.15	100.607	0.23433662945
326.7	100.609	0.23435800185429
327.25	100.59	0.23437866172857
327.8	100.558	0.23439880357429
328.35	100.523	0.23441845309286
328.9	100.473	0.23443712717143
329.45	100.401	0.23445550150571
330	100.31	0.23447390367429
330.55	100.202	0.23449233859286
331.1	100.09	0.23451080915
331.65	99.9946	0.23452959146714
332.2	99.9268	0.23454861414143
332.75	99.8881	0.23456787342857
333.3	99.8636	0.23458761602
333.85	99.861	0.23460740577571
334.4	99.892	0.23462722292857
334.95	99.9546	0.23464688564857
335.5	100.037	0.23466553848286
336.05	100.125	0.23468353773286
336.6	100.209	0.23470215100857
337.15	100.302	0.23472102725857
337.7	100.41	0.23474023091286
338.25	100.53	0.23476011414429
338.8	100.654	0.23478004895429
339.35	100.783	0.23479997413571
339.9	100.907	0.23481943867286
340.45	101.02	0.23483867967286
341	101.114	0.23485772373857
341.55	101.176	0.23487634594286
342.1	101.199	0.23489549932143
342.65	101.186	0.23491523626857
343.2	101.129	0.23493517704714
343.75	101.026	0.23495510989143
344.3	100.877	0.23497497121
344.85	100.693	0.23499429572286
345.4	100.464	0.23501314935714
345.95	100.177	0.23503174050571
346.5	99.8374	0.23505100826429
347.05	99.4588	0.23507047367
347.6	99.048	0.23509019979143
348.15	98.602	0.23511113014429
348.7	98.1192	0.23513181156857
349.25	97.6049	0.23515218663143
349.8	97.0832	0.23517207424286
350.35	96.5838	0.23519252908714
350.9	96.1211	0.23521330381143
351.45	95.6922	0.23523431091143
352	95.322	0.23525448798571
352.55	95.0372	0.23527445556286
353.1	94.8224	0.23529403056714
353.65	94.6764	0.23531221551857
354.2	94.6046	0.23533063153857
354.75	94.6192	0.23534922854857
355.3	94.7327	0.23536826522714
355.85	94.9438	0.23538749992571
356.4	95.2484	0.23540694038
356.95	95.6457	0.23542671916
357.5	96.1097	0.23544735280571
358.05	96.6273	0.23546862435143
358.6	97.1783	0.23548950909286
359.15	97.7431	0.23550964810286
359.7	98.3087	0.23552932194571
360.25	98.8457	0.23554847814714
360.8	99.3221	0.23556721346143
361.35	99.7112	0.23558580548429
361.9	100.006	0.23560424204429
362.45	100.205	0.23562294360429
363	100.306	0.23564186514286
363.55	100.307	0.23566131432
364.1	100.208	0.23568067836571
364.65	100.028	0.23570000209
365.2	99.7832	0.23571931457286
365.75	99.4629	0.23573948362714
366.3	99.0688	0.23576003123286
366.85	98.6294	0.23578060082143
367.4	98.178	0.23580123362143
367.95	97.742	0.23582152806714
368.5	97.3283	0.23584142880429
369.05	96.946	0.23586064940571
369.6	96.6208	0.23588049539286
370.15	96.3531	0.23590094688571
370.7	96.133	0.23592170929429
371.25	95.976	0.23594402450286
371.8	95.8785	0.23596692771
372.35	95.8253	0.23598949259286
372.9	95.8047	0.23601077326714
373.45	95.8002	0.23603182152857
374	95.8017	0.23605239571571
374.55	95.8104	0.23607245089
375.1	95.8135	0.23609313386857
375.65	95.8342	0.23611426478286
376.2	95.8811	0.23613585051571
376.75	95.9679	0.23615791423857
377.3	96.0931	0.23618035992714
377.85	96.2516	0.23620223618286
378.4	96.4111	0.24106491892143
378.95	96.5591	0.24846043823857
379.5	96.6978	0.25542425594714
380.05	96.8249	0.26197373920286
380.6	96.925	0.26810077791429
381.15	96.9847	0.27371527356429
381.7	96.9832	0.27900887506
382.25	96.9321	0.28414158279571
382.8	96.8228	0.28904843815286
383.35	96.6284	0.29378361102143
383.9	96.3519	0.29809489460714
384.45	95.9911	0.30189409296286
385	95.5514	0.3052537439
385.55	95.0591	0.30808129911
386.1	94.5323	0.31054372216857
386.65	93.9936	0.31257309034857
387.2	93.4638	0.31431999345857
387.75	92.9538	0.31584422762143
388.3	92.4837	0.31705483260429
388.85	92.1333	0.31793293783143
389.4	91.8936	0.31853363381143
389.95	91.7597	0.31887755223
390.5	91.7139	0.31904275196857
391.05	91.7364	0.31897862981286
391.6	91.8052	0.31873028766286
392.15	91.9049	0.31832093424571
392.7	92.0165	0.31778395493286
393.25	92.1214	0.3171093492
393.8	92.1933	0.31625754198
394.35	92.2386	0.31517484447
394.9	92.2443	0.31401401925857
395.45	92.2038	0.31278304482286
396	92.1055	0.31152407911286
396.55	91.9629	0.31014565908
397.1	91.7973	0.30863340897286
397.65	91.6236	0.30708623425
398.2	91.4868	0.30548105571429
398.75	91.411	0.30374995422429
399.3	91.3856	0.30186179838143
399.85	91.4175	0.29977151030714
400.4	91.4868	0.29754217756143
400.95	91.5759	0.29520508085571
401.5	91.6996	0.29283569750714
402.05	91.8697	0.29041902700286
402.6	92.0419	0.28810020236286
403.15	92.2018	0.28565491066857
403.7	92.3257	0.28301641724429
404.25	92.3853	0.28018880996286
404.8	92.3775	0.27722378021714
405.35	92.2931	0.27417087558
405.9	92.1268	0.27111492773857
406.45	91.8832	0.26808894880857
407	91.5752	0.26505245845429
407.55	91.2256	0.26202139899143
408.1	90.8497	0.25913458799286
408.65	90.4667	0.25630156690714
409.2	90.1148	0.25351936269714
409.75	89.8283	0.25069124634
410.3	89.6319	0.24786783128
410.85	89.5572	0.24533956364857
411.4	89.6268	0.24298363628143
411.95	89.8282	0.24092130543714
412.5	90.1608	0.23899521425714
413.05	90.6174	0.23748446551571
413.6	91.1652	0.23750262649286
414.15	91.7923	0.23752103950429
414.7	92.4882	0.23753960016571
415.25	93.2373	0.23755769925
415.8	94.0107	0.23757542330571
416.35	94.7747	0.23759314727
416.9	95.4936	0.23761085919286
417.45	96.1486	0.23762854120571
418	96.7351	0.23764584537
418.55	97.2202	0.23766294659429
419.1	97.5857	0.23768068209571
419.65	97.8328	0.23769861500857
420.2	97.953	0.23771689349286
420.75	97.9317	0.23773491471857
421.3	97.7644	0.23775284499429
421.85	97.4459	0.23850550292714
422.4	96.9997	0.24075706298
422.95	96.4484	0.24326543689286
423.5	95.8187	0.24618710225429
424.05	95.1329	0.24937586231286
424.6	94.4032	0.25274003630714
425.15	93.6528	0.25636701133
425.7	92.9224	0.26038646594143
426.25	92.2138	0.26473130470429
426.8	91.5308	0.26928896223857
427.35	90.898	0.27389071888714
427.9	90.332	0.27860515605
428.45	89.8561	0.28340373820857
429	89.4693	0.28801633115
429.55	89.1674	0.29264020739
430.1	88.9542	0.29735497851429
430.65	88.8368	0.30211953030429
431.2	88.7996	0.30695872958286
431.75	88.8307	0.31201937453
432.3	88.9259	0.31712668513571
432.85	89.0752	0.32170061747286
433.4	89.2358	0.32622445839429
433.95	89.3677	0.33133225288429
434.5	89.4605	0.33626719997
435.05	89.5221	0.34086865206857
435.6	89.562	0.34537331351857
436.15	89.5791	0.34980904117571
436.7	89.5645	0.35425924600143
437.25	89.5127	0.35873121864
437.8	89.4307	0.36321008419857
438.35	89.3344	0.36765123778571
438.9	89.2314	0.37198113104714
439.45	89.1089	0.37618491984429
440	88.9638	0.38028512683
440.55	88.7981	0.38425982162143
441.1	88.6139	0.38812747806571
441.65	88.4145	0.39175481207571
442.2	88.191	0.39527201323143
442.75	87.9353	0.39888730598714
443.3	87.6471	0.40239856922429
443.85	87.3311	0.40582645347714
444.4	86.9956	0.40931442892286
444.95	86.6655	0.41269812707714
445.5	86.3424	0.41598560643857
446.05	86.0184	0.41929402073
446.6	85.6794	0.42266018023571
447.15	85.3284	0.42611052372714
447.7	84.9969	0.42964907467571
448.25	84.7061	0.43328690780143
448.8	84.4524	0.43704803401
449.35	84.244	0.44079728364714
449.9	84.0889	0.44466163816857
450.45	84.0053	0.44871791461857
451	83.9987	0.45295174800714
451.55	84.0713	0.45743094904571
452.1	84.2157	0.46212189263
452.65	84.4131	0.46690781926286
453.2	84.6501	0.47156445483
453.75	84.9163	0.47630856045143
454.3	85.2121	0.48119595780857
454.85	85.5217	0.48640882715143
455.4	85.823	0.49180929155286
455.95	86.0966	0.49722737892429
456.5	86.3449	0.50254107247429
457.05	86.5889	0.50806073226286
457.6	86.83	0.51372097833429
458.15	87.0452	0.51947827965714
458.7	87.2184	0.52547837461429
459.25	87.3451	0.53175987092857
459.8	87.4291	0.53796086735857
460.35	87.4678	0.54401338122714
460.9	87.4705	0.55001108929571
461.45	87.44	0.55607161140571
462	87.3805	0.56230001232286
462.55	87.3177	0.56851668652429
463.1	87.2559	0.57462206597
463.65	87.1984	0.58073986896143
464.2	87.1524	0.58679576354857
464.75	87.1243	0.59278386776286
465.3	87.111	0.59831664672143
465.85	87.1198	0.60369500499714
466.4	87.1564	0.60889869075286
466.95	87.2154	0.61386522198
467.5	87.2844	0.61891097119571
468.05	87.3394	0.62358913276857
468.6	87.3724	0.62822567282286
469.15	87.3872	0.63262587485857
469.7	87.4132	0.63679831242571
470.25	87.4555	0.64083747489571
470.8	87.4756	0.64471051963
471.35	87.4554	0.64838642771286
471.9	87.4162	0.65188562688571
472.45	87.3658	0.65508476902857
473	87.3062	0.65802480890143
473.55	87.2292	0.66075469118429
474.1	87.1431	0.66315435492714
474.65	87.0544	0.66546398352
475.2	86.9693	0.66755568406
475.75	86.8861	0.66947701402857
476.3	86.7862	0.67136981439286
476.85	86.6759	0.67310977680857
477.4	86.5629	0.67454902223429
477.95	86.4357	0.67577884312429
478.5	86.3067	0.67692253852857
479.05	86.1841	0.67796761643
479.6	86.0408	0.67895398953714
480.15	85.8581	0.68005774118571
480.7	85.6321	0.68098558943571
