#depth	age	sigma_age	deporate	sigma_deporate	deporate_model	sigma_deporate_model
4.500000000000000000e+01	5.308754985353522898e+03	9.775812644895704580e+02	8.873130340613344727e-03	9.724978045650881087e-03	2.000000000000000042e-02	2.000000000000000000e+00
4.600000000000000000e+01	5.421454783689954638e+03	9.702435159830331486e+02	9.006477378011136861e-03	1.023473476694906556e-02	2.000000000000000042e-02	2.000000000000000000e+00
4.700000000000000000e+01	5.532485984683303286e+03	9.359483417029268821e+02	9.217714165958422468e-03	1.106931205146588493e-02	2.000000000000000042e-02	2.000000000000000000e+00
4.800000000000000000e+01	5.640972750707472187e+03	8.774367152304669162e+02	9.519779090724019358e-03	1.218469429964626552e-02	2.000000000000000042e-02	2.000000000000000000e+00
4.900000000000000000e+01	5.746017205045114679e+03	7.986611228637819977e+02	9.914988677213487991e-03	1.354047392739515798e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.000000000000000000e+01	5.846874607161789754e+03	7.036557168192302925e+02	1.040654011102526422e-02	1.509847401052790555e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.100000000000000000e+01	5.942968024314003742e+03	5.964530279366954346e+02	1.099835544029733464e-02	1.682053190803505308e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.200000000000000000e+01	6.033890708657888354e+03	4.809684494007220223e+02	1.169492698602996560e-02	1.866322685653339780e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.300000000000000000e+01	6.119397869257910315e+03	3.609121895912673494e+02	1.250116749710578588e-02	2.057077267941144830e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.400000000000000000e+01	6.199390397974249026e+03	2.398345121238636182e+02	1.342227068098234694e-02	2.246597012437115404e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.500000000000000000e+01	6.273893440251355969e+03	1.220139637183297765e+02	1.446358913997493334e-02	2.423786303488097149e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.600000000000000000e+01	6.343032572338298451e+03	3.748150546954326501e+01	1.558477324093640592e-02	2.570643534661705421e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.700000000000000000e+01	6.407197766437710015e+03	1.118930173741584042e+02	1.668600607014619416e-02	2.673315718015514819e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.800000000000000000e+01	6.467128225278255741e+03	2.014085194371017735e+02	1.770054015852774720e-02	2.733119605719051479e-02	2.000000000000000042e-02	2.000000000000000000e+00
5.900000000000000000e+01	6.523623676323472864e+03	2.795614220984814438e+02	1.861032190831191785e-02	2.757300341572788138e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.000000000000000000e+01	6.577357298177341363e+03	3.460192374425794810e+02	1.940096190758596947e-02	2.754688344453268267e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.100000000000000000e+01	6.628901134238840314e+03	4.013875079436399460e+02	2.006216302073127178e-02	2.735085577381684424e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.200000000000000000e+01	6.678746208220476547e+03	4.462517524854540056e+02	2.058784753572736811e-02	2.708342386978344549e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.300000000000000000e+01	6.727318551602398657e+03	4.810252024276508678e+02	2.097601413785499594e-02	2.683250547915821960e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.400000000000000000e+01	6.774992051125614125e+03	5.058965071635890354e+02	2.122837955946659319e-02	2.666454365276666252e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.500000000000000000e+01	6.822098802594737208e+03	5.207849226230011936e+02	2.134987160419173427e-02	2.661648311944981096e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.600000000000000000e+01	6.868937491769976077e+03	5.252706476421326443e+02	2.135090341153048077e-02	2.669584567538869219e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.700000000000000000e+01	6.915773917410867398e+03	5.190686232186071720e+02	2.124261448875795419e-02	2.689646146569037166e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.800000000000000000e+01	6.962849102084072911e+03	5.025349379550401636e+02	2.102666612750947461e-02	2.720826951539421015e-02	2.000000000000000042e-02	2.000000000000000000e+00
6.900000000000000000e+01	7.010407758978885795e+03	4.761679167555061554e+02	2.069968788594788583e-02	2.760312355678274862e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.000000000000000000e+01	7.058717666138348250e+03	4.401435777232393320e+02	2.026064643345182673e-02	2.802710373372309383e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.100000000000000000e+01	7.108074432877484469e+03	3.944006221147673728e+02	1.971107481256638427e-02	2.840702865864480620e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.200000000000000000e+01	7.158807333518827363e+03	3.387026885716235824e+02	1.905521005820934657e-02	2.865893237407467556e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.300000000000000000e+01	7.211286419130858121e+03	2.727183611807338366e+02	1.830001372934501186e-02	2.869650353904926177e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.400000000000000000e+01	7.265931186877477558e+03	1.962468682069556962e+02	1.745505735921835944e-02	2.843805620665035630e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.500000000000000000e+01	7.323221173350760182e+03	1.105645214599845616e+02	1.653226572143619982e-02	2.781123859625060646e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.600000000000000000e+01	7.383708950213877870e+03	4.462114343856895005e+01	1.558700277536925402e-02	2.678750887628228786e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.700000000000000000e+01	7.447864966249251665e+03	1.193067203040101987e+02	1.470705919746548643e-02	2.547369210191463215e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.800000000000000000e+01	7.515859524955612869e+03	2.291941659685398349e+02	1.392905727393142952e-02	2.402751044966734695e-02	2.000000000000000042e-02	2.000000000000000000e+00
7.900000000000000000e+01	7.587651892546169620e+03	3.429318661726031792e+02	1.324837280432444170e-02	2.255236816071189490e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.000000000000000000e+01	7.663132860267245633e+03	4.565430261050059357e+02	1.266069655722936588e-02	2.112275403427087139e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.100000000000000000e+01	7.742117456057829258e+03	5.675578385408182385e+02	1.216210360302483889e-02	1.979412088331297670e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.200000000000000000e+01	7.824340074170643675e+03	6.737392125987314557e+02	1.174912263353019605e-02	1.860932404020923178e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.300000000000000000e+01	7.909452812473855374e+03	7.729450800084945286e+02	1.141880393111020450e-02	1.760272112883506587e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.400000000000000000e+01	7.997027658844194775e+03	8.631507252500260847e+02	1.116879100138502834e-02	1.680239039317977384e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.500000000000000000e+01	8.086562864568430086e+03	9.425049837799026591e+02	1.099740618686765974e-02	1.623067506183410377e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.600000000000000000e+01	8.177493397005627230e+03	1.009386343720244895e+03	1.088926154244270091e-02	1.585632684991947899e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.700000000000000000e+01	8.269326988852268187e+03	1.062949600495733193e+03	1.081494487746701219e-02	1.559176694818920766e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.800000000000000000e+01	8.361791630265604908e+03	1.103354760346368948e+03	1.075875939262058503e-02	1.538836587534451149e-02	2.000000000000000042e-02	2.000000000000000000e+00
8.900000000000000000e+01	8.454739149910472406e+03	1.130990676934904286e+03	1.071886718286801238e-02	1.524142713187596511e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.000000000000000000e+01	8.548032590620168776e+03	1.146008284299277875e+03	1.069357863119704995e-02	1.514625731329827252e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.100000000000000000e+01	8.641546654946832859e+03	1.148363676178307742e+03	1.068138950786221182e-02	1.509835514758179134e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.200000000000000000e+01	8.735167433335631358e+03	1.137816576022037452e+03	1.068102169730970712e-02	1.509361907783537092e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.300000000000000000e+01	8.828791435639819611e+03	1.113889979053034040e+03	1.069146546244080162e-02	1.512855826980065606e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.400000000000000000e+01	8.922323983026612041e+03	1.075781831931167744e+03	1.071530932705035480e-02	1.523861831170412323e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.500000000000000000e+01	9.015648400407222653e+03	1.022792228537379287e+03	1.075869911490169584e-02	1.549400112470551184e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.600000000000000000e+01	9.108596440808772968e+03	9.550809196597260780e+02	1.082463594644628851e-02	1.591495939644851573e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.700000000000000000e+01	9.200978300572684020e+03	8.734873125553062891e+02	1.091288771473050354e-02	1.647222763911024290e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.800000000000000000e+01	9.292613074625218360e+03	7.790709759379752768e+02	1.102320495077654602e-02	1.712849347916877221e-02	2.000000000000000042e-02	2.000000000000000000e+00
9.900000000000000000e+01	9.383330792790256965e+03	6.731485027567305224e+02	1.115522217573729387e-02	1.784029938146500932e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.000000000000000000e+02	9.472974906035711683e+03	5.573728204284144567e+02	1.130841803721884323e-02	1.855881863999573125e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.010000000000000000e+02	9.561404604752962769e+03	4.339651248412273503e+02	1.148209538952730743e-02	1.922914250936474251e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.020000000000000000e+02	9.648496722182337180e+03	3.065809670779626686e+02	1.167536052708519762e-02	1.978790237536591501e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.030000000000000000e+02	9.734147182198552400e+03	1.848698650634439389e+02	1.188710248034535039e-02	2.015886572335117560e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.040000000000000000e+02	9.818271972209695377e+03	1.166209821494314269e+02	1.210851804234195674e-02	2.026027309167848650e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.050000000000000000e+02	9.900858461861287651e+03	1.794074604104743571e+02	1.232262019443173574e-02	2.008250431371902053e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.060000000000000000e+02	9.982010033866394224e+03	2.881524289938419088e+02	1.251935063310069714e-02	1.968762130103373503e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.070000000000000000e+02	1.006188638123508645e+04	3.954032513475879682e+02	1.269629537505824468e-02	1.913629149707956820e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.080000000000000000e+02	1.014064951413797098e+04	4.926895393003642880e+02	1.285127619668970447e-02	1.848919772575750159e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.090000000000000000e+02	1.021846279779127690e+04	5.775272448915345649e+02	1.298238519733536933e-02	1.780815645045309009e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.100000000000000000e+02	1.029549024573707175e+04	6.487575868273308970e+02	1.308801221878190882e-02	1.715543172659109855e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.110000000000000000e+02	1.037189604237630192e+04	7.056045955301793811e+02	1.316686437316426025e-02	1.659097279142137532e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.120000000000000000e+02	1.044784426905038526e+04	7.473642553093939114e+02	1.321797760330548598e-02	1.616743893959736791e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.130000000000000000e+02	1.052349880789223607e+04	7.732330390154298811e+02	1.324072071783981633e-02	1.592365811686853941e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.140000000000000000e+02	1.059902339762643714e+04	7.821470293959223454e+02	1.323328658565522432e-02	1.588417727292631629e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.150000000000000000e+02	1.067459041520195024e+04	7.734619441351860587e+02	1.319253492310829175e-02	1.605745225810581087e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.160000000000000000e+02	1.075039085884893939e+04	7.477120594141539414e+02	1.311692368087765195e-02	1.642304743726180280e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.170000000000000000e+02	1.082662824684699808e+04	7.058808848787365378e+02	1.300679476326223501e-02	1.693127475319464517e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.180000000000000000e+02	1.090351113907379840e+04	6.487205226004953147e+02	1.286311039022861209e-02	1.751433832723418849e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.190000000000000000e+02	1.098125283370775287e+04	5.769068022636386104e+02	1.268747783071120551e-02	1.809550786779489870e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.200000000000000000e+02	1.106007070541897701e+04	4.912037981429248816e+02	1.248215433731888514e-02	1.859591608760851472e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.210000000000000000e+02	1.114018508094870595e+04	3.927500269654067893e+02	1.225002819255777142e-02	1.893797100302343356e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.220000000000000000e+02	1.122181754613825797e+04	2.838931215718040448e+02	1.199457344779387979e-02	1.904547661641029996e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.230000000000000000e+02	1.130518858091098082e+04	1.723687743806940205e+02	1.171977822926307394e-02	1.884047004415806068e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.240000000000000000e+02	1.139051442756421420e+04	1.051933720512414396e+02	1.143975365193924260e-02	1.826146300972062569e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.250000000000000000e+02	1.147792889735312201e+04	1.743157268518975229e+02	1.117774015618044209e-02	1.735718661977351043e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.260000000000000000e+02	1.156739241914084960e+04	2.919948443107011826e+02	1.094678544823019656e-02	1.624972193835735879e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.270000000000000000e+02	1.165874343764114201e+04	4.092027486740973927e+02	1.075065797879057664e-02	1.503926290505107344e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.280000000000000000e+02	1.175176100009851507e+04	5.161198039858201128e+02	1.059336735299156070e-02	1.382030037078352258e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.290000000000000000e+02	1.184615969002194106e+04	6.083491944924714971e+02	1.047900906220274909e-02	1.269123782987420512e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.300000000000000000e+02	1.194158856063976964e+04	6.828717709745735647e+02	1.041166830532152393e-02	1.176120906716936546e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.310000000000000000e+02	1.203763464765244316e+04	7.373843194037759758e+02	1.039537854186950959e-02	1.114912121841622923e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.320000000000000000e+02	1.213383124078008041e+04	7.701824863815481876e+02	1.043412441830317977e-02	1.096663289657925575e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.330000000000000000e+02	1.222967061933357218e+04	7.801501395031289121e+02	1.053187537096316601e-02	1.128519698214636678e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.340000000000000000e+02	1.232462047059719771e+04	7.667379006179407952e+02	1.072288063675152191e-02	1.210836824100525004e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.350000000000000000e+02	1.241787899261903294e+04	7.307638707454823361e+02	1.107152809198654921e-02	1.339968072995952053e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.360000000000000000e+02	1.250820076136600437e+04	6.752771159689148135e+02	1.161283123812103732e-02	1.512754975056018920e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.370000000000000000e+02	1.259431240627799889e+04	6.045859805138788943e+02	1.235561847332267670e-02	1.727109888014658617e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.380000000000000000e+02	1.267524724593488281e+04	5.231066374867854165e+02	1.331609291766124026e-02	1.982347879122796017e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.390000000000000000e+02	1.275034434883010908e+04	4.351305344480311987e+02	1.451754060192995965e-02	2.278529100646941100e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.400000000000000000e+02	1.281922653951377470e+04	3.446420108316648907e+02	1.599053136797822655e-02	2.615571036798894355e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.410000000000000000e+02	1.288176354825899580e+04	2.552791747024654683e+02	1.777352306103135646e-02	2.992141605160968110e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.420000000000000000e+02	1.293802701367134978e+04	1.706947651981762704e+02	1.991383403087732332e-02	3.404169676165505476e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.430000000000000000e+02	1.298824336068164666e+04	9.688411092049217643e+01	2.246897195346694506e-02	3.842637076661446771e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.440000000000000000e+02	1.303274917973162337e+04	5.838846599683471794e+01	2.534310731613486842e-02	4.272455164174359526e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.450000000000000000e+02	1.307220764027183213e+04	8.719783828123527769e+01	2.820558873572999795e-02	4.640938076774169668e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.460000000000000000e+02	1.310766160683744420e+04	1.341305767394673865e+02	3.082009977581811472e-02	4.927826408949503856e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.470000000000000000e+02	1.314010796513199421e+04	1.775540837358700799e+02	3.313269874615391852e-02	5.140150056500885495e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.480000000000000000e+02	1.317028962970636167e+04	2.150924604273657792e+02	3.510906214603297382e-02	5.289010109620961853e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.490000000000000000e+02	1.319877230451666037e+04	2.468411980373212771e+02	3.673584495453804249e-02	5.387277833506978753e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.500000000000000000e+02	1.322599367376072041e+04	2.732022972073911546e+02	3.802152703449614840e-02	5.447324417639122507e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.510000000000000000e+02	1.325229456375634618e+04	2.945072382398548143e+02	3.899715766852195759e-02	5.479143722909219499e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.520000000000000000e+02	1.327793745825906990e+04	3.109244908157248233e+02	3.971782068554374073e-02	5.489072707369101189e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.530000000000000000e+02	1.330311507331295797e+04	3.224174273876273560e+02	4.026633185832223516e-02	5.478951056107702472e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.540000000000000000e+02	1.332794971689356862e+04	3.286942783916502435e+02	4.046610877539450618e-02	5.422480063660155974e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.550000000000000000e+02	1.335266175445444424e+04	3.295545268576764784e+02	3.989426144774202432e-02	5.281396872364169798e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.560000000000000000e+02	1.337772801621015788e+04	3.251297741233832426e+02	3.853704287042197807e-02	5.071272117791376238e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.570000000000000000e+02	1.340367707523273020e+04	3.154578884743406206e+02	3.667466345022894758e-02	4.835024924452908934e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.580000000000000000e+02	1.343094385578157198e+04	3.002344303945394586e+02	3.440312973696719318e-02	4.586475194216009521e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.590000000000000000e+02	1.346001097867549470e+04	2.788469451175072322e+02	3.172806142127268525e-02	4.320453027022791437e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.600000000000000000e+02	1.349152881982949293e+04	2.503124043357179289e+02	2.868427032994944753e-02	4.028000962233310028e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.610000000000000000e+02	1.352639113246625129e+04	2.132296364080756064e+02	2.533775863357918059e-02	3.698477778052822185e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.620000000000000000e+02	1.356585792250326449e+04	1.659412085895404516e+02	2.178479740092410799e-02	3.322885171563367407e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.630000000000000000e+02	1.361176149376886497e+04	1.085732719911190713e+02	1.814683168943589595e-02	2.897473986218411512e-02	2.000000000000000042e-02	2.000000000000000000e+00
1.640000000000000000e+02	1.366686753195304846e+04	6.775820588689445856e+01	1.486996508670242016e-02	2.468114074769024377e-02	2.000000000000000042e-02	2.000000000000000000e+00
