#depth	thinning	uncertainty (%)
depth	thinning	rel_unc	comment
2112.5	0.41148	0.15988869446874696
2115.6	0.41053	0.16010522982486053
2118.6	0.40959	0.16031885544080665
2121.9	0.40864	0.16054473375097886
2125.1	0.40769	0.16076675905712676
2128.1	0.40675	0.16097848801475106
2131.2	0.40583	0.16119557450163863
2134.2	0.40491	0.16140376873873205
2137.3	0.40397	0.16162091244399338
2140.4	0.40304	0.16183753473600634
2143.5	0.40209	0.16205078465020267
2146.6	0.40115	0.16227097095849433
2149.9	0.40018	0.16249937528112351
2153.1	0.39921	0.16272638460960398
2156.3	0.39823	0.16294854732189942
2159.6	0.39726	0.16318028495192063
2162.8	0.3963	0.16340146353772395
2166.0	0.39535	0.16362463639812824
2169.0	0.39445	0.16383572062365317
2172.0	0.39356	0.16404106108344343
2175.1	0.39267	0.16425751903634095
2177.9	0.39179	0.16445034329615354
2180.8	0.39091	0.16465682637947357
2183.6	0.39004	0.1648548866782894
2186.5	0.38918	0.16504959144868697
2189.4	0.38831	0.16525971517601917
2192.2	0.38745	0.1654510259388308
2195.1	0.3866	0.16565700982928092
2197.9	0.38575	0.16584834737524307
2200.7	0.38491	0.1660440102881193
2203.8	0.384	0.1662578125
2206.7	0.38311	0.16646655007700137
2209.6	0.38224	0.16666753871912934
2212.5	0.38137	0.16686944437160764
2215.4	0.38051	0.16706788257864444
2218.3	0.37964	0.16727162575071122
2221.3	0.37875	0.1674798679867987
2224.2	0.37786	0.16768644471497382
2227.2	0.37691	0.1678968454007588
2230.6	0.37597	0.16813043593903768
2233.6	0.37508	0.1683400874480111
2236.5	0.37419	0.16854539137871133
2239.4	0.3733	0.16874631663541384
2242.5	0.37242	0.16895977659631597
2245.5	0.37153	0.169168034882782
2248.4	0.37065	0.16937272359368677
2251.3	0.36976	0.1695775638251839
2254.3	0.36888	0.16978692257644765
2257.1	0.36804	0.1699815237474188
2260.0	0.36721	0.17018055063859916
2262.8	0.36655	0.1703751193561588
2265.7	0.36589	0.17058132225532263
2268.5	0.36527	0.17077778081966766
2271.2	0.36465	0.17096393802276158
2274.0	0.36403	0.17115897041452627
2276.7	0.36341	0.17134366142923968
2279.4	0.3628	0.1715380374862183
2282.1	0.36218	0.17172124358054006
2284.7	0.36157	0.17190585502115774
2287.5	0.36096	0.1720994015957447
2290.2	0.36032	0.17228574600355243
2293.0	0.35969	0.1724818593789096
2295.9	0.35904	0.1726854946524064
2298.6	0.35839	0.17287591729679957
2301.3	0.35779	0.17305961597585176
2303.9	0.35718	0.1732487821266588
2306.5	0.3566	0.17342400448682
2309.1	0.35602	0.17360541542609967
2311.4	0.35551	0.1737672639306911
2313.7	0.35499	0.17393166004676186
2316.2	0.35445	0.1741035406968543
2318.6	0.35391	0.17427029470769406
2321.1	0.35337	0.17444604805161726
2323.4	0.35283	0.1746081682396622
2325.7	0.35235	0.17476372924648786
2327.8	0.35186	0.17491615983629852
2330.2	0.35135	0.17507898107300413
2332.5	0.35084	0.17523942537909018
2334.5	0.3504	0.17537956621004566
2336.6	0.34996	0.17552291690478913
2339.0	0.3494	0.1756926159129937
2341.4	0.34886	0.17586424353608895
2343.7	0.34837	0.17602261962855584
2345.9	0.34789	0.17617350311880195
2347.8	0.34747	0.17630586813250065
2349.8	0.34704	0.1764465191332411
2351.8	0.34661	0.1765875191137013
2353.9	0.34618	0.17673175804494773
2355.8	0.34578	0.1768639019029441
2357.7	0.34538	0.17699635184434534
2359.6	0.34509	0.17713060361065228
2361.2	0.3448	0.17723897911832948
2362.9	0.34452	0.17735980494601183
2364.7	0.34424	0.17748663722983965
2366.5	0.34394	0.1776123742513229
2368.3	0.34364	0.17774124083343035
2370.0	0.34339	0.17785608200588254
2371.6	0.34313	0.1779704485180544
2373.3	0.34288	0.178085627624825
2374.9	0.34263	0.17820097481247993
2376.6	0.34239	0.1783142031017261
2378.2	0.34214	0.17842695972408953
2379.9	0.34186	0.17854677353302523
2381.7	0.34158	0.17867556648515723
2383.5	0.34133	0.17879764450824714
2385.0	0.34108	0.17890231030843204
2386.6	0.34084	0.17901948128153974
2388.1	0.34061	0.17912275035964886
2389.6	0.34039	0.17922383148741147
2391.1	0.34018	0.17933153036627666
2392.8	0.33994	0.1794463728893334
2394.4	0.3397	0.17955843391227555
2396.0	0.33947	0.1796683064777447
2397.5	0.33924	0.1797724324961679
2399.0	0.33904	0.17988142991977346
2400.3	0.33885	0.17997048841670357
2401.6	0.33866	0.18006259965747357
2403.1	0.33848	0.1801672181517372
2404.4	0.33831	0.18025775176613165
2405.8	0.33814	0.1803513337670787
2407.1	0.33798	0.18044558849636072
2408.4	0.33781	0.1805393564429709
2409.8	0.33765	0.18063083074189248
2411.0	0.3375	0.180717037037037
2412.3	0.33735	0.18080628427449238
2413.6	0.3372	0.1808956109134045
2414.9	0.33703	0.18098982286443344
2416.2	0.33687	0.1810817229198207
2417.5	0.3367	0.18116721116721116
2418.8	0.33652	0.18125817187685725
2420.1	0.33621	0.18135094137592575
2421.3	0.3359	0.18143792795474845
2422.6	0.33558	0.18152452470349842
2423.7	0.33526	0.181602338483565
2424.8	0.33494	0.18168030094942378
2426.1	0.33461	0.1817728101371746
2427.5	0.33426	0.18186740860408065
2428.7	0.33391	0.18195022610883174
2429.9	0.33359	0.18203783087022993
2431.1	0.33326	0.18212206685470803
2432.3	0.33292	0.18220593535984622
2433.6	0.33259	0.18229351453741846
2434.8	0.33226	0.18237524829952445
2436.0	0.33193	0.18246316994547043
2437.2	0.33162	0.18254930341957662
2438.3	0.33131	0.18262654311671847
2439.6	0.33098	0.18270892501057465
2440.8	0.33066	0.18279199177402772
2441.8	0.33036	0.18287020220365663
2443.0	0.33007	0.18294604174871998
2444.0	0.32979	0.18301949725582944
2445.1	0.32951	0.18309307760007282
2446.2	0.32923	0.18317589527078332
2447.2	0.32894	0.18324010457834256
2448.2	0.32866	0.18331406316558146
2449.3	0.32837	0.18339068733440936
2450.4	0.32808	0.18346439892709096
2451.4	0.3278	0.18353874313605859
2452.5	0.32751	0.1836157674574822
2453.6	0.32723	0.18368731473275676
2454.6	0.32694	0.18376154646112436
2455.7	0.32665	0.18383897137609062
2456.8	0.32637	0.18391396268039342
2457.8	0.32609	0.18398601613051613
2458.9	0.32581	0.18406126269911913
2459.9	0.32553	0.18413049488526403
2461.0	0.32524	0.1842024351248309
2462.1	0.32495	0.1842806585628558
2463.2	0.32466	0.18435594160044355
2464.2	0.32438	0.18442875639681855
2465.2	0.32408	0.18450074055788696
2466.3	0.32378	0.18457594663042806
2467.3	0.32348	0.18464820081612465
2468.4	0.32318	0.1847205891453679
2469.4	0.32289	0.18479048592399888
2470.4	0.32259	0.18486623887907253
2471.5	0.32229	0.18494213286170838
2472.5	0.32199	0.1850119568930712
2473.6	0.3217	0.18508237488343177
2474.6	0.32141	0.1851529199464858
2475.6	0.32112	0.1852235924265072
2476.6	0.32083	0.18529439266901473
2477.6	0.32053	0.18536486444326586
2478.7	0.32024	0.1854390457157132
2479.7	0.31994	0.1855097830843283
2480.7	0.31964	0.1855837817544738
2481.9	0.31932	0.1856601528247526
2483.0	0.319	0.1857398119122257
2484.0	0.31869	0.18581066239919672
2485.1	0.31839	0.1858883758912026
2486.1	0.31809	0.1859599484422648
2487.2	0.3178	0.1860320956576463
2488.3	0.31749	0.18610664902831586
2489.3	0.31718	0.18618134813039913
2490.5	0.31686	0.1862620715773528
2491.6	0.31653	0.18633936751650715
2492.6	0.31624	0.186409056412851
2493.6	0.31595	0.18648203829719892
2494.6	0.31565	0.18655472833834943
2495.7	0.31536	0.1866248097412481
2496.7	0.31507	0.1866981940521154
2497.7	0.31478	0.18676853675582947
2498.8	0.31444	0.18684645719374124
2500.0	0.31411	0.18692814619082487
2501.1	0.31381	0.1870048755616456
2502.1	0.31351	0.18707537239641478
2503.1	0.31322	0.18714641466062193
2504.2	0.31293	0.18721758859808904
2505.2	0.31262	0.187291280148423
2506.3	0.31232	0.18736232069672132
2507.4	0.312	0.18744230769230769
2508.5	0.31168	0.187519250513347
2509.6	0.31139	0.18759433507819775
2510.6	0.31109	0.18766273425696745
2511.6	0.31078	0.18773730613295578
2512.7	0.31047	0.1878152478500338
2513.8	0.31017	0.18789051165489892
2514.8	0.30987	0.18795946687320492
2515.9	0.30956	0.18803462979713143
2517.0	0.30925	0.18810994341147938
2518.1	0.30893	0.188191499692487
2519.2	0.3086	0.18826636422553467
2520.3	0.30829	0.18834538908170878
2521.4	0.30798	0.1884213260601338
2522.5	0.30765	0.18849666829189016
2523.7	0.30733	0.188579051833534
2524.8	0.30703	0.1886558316776862
2525.8	0.30672	0.18872587376108504
2526.9	0.30642	0.18880295019907314
2527.9	0.30612	0.1888736443224879
2528.9	0.30583	0.18894483863584347
2529.9	0.30554	0.18901289520193756
2530.9	0.30526	0.1890847146694621
2531.9	0.30498	0.18915010820381667
2532.8	0.30469	0.189218550001641
2533.9	0.3044	0.1892904073587385
2534.9	0.30411	0.18936240176252014
2535.9	0.30383	0.18942829871967878
2537.0	0.30354	0.18950714897542334
2537.9	0.30325	0.18957295960428688
2539.0	0.30296	0.18964549775547926
2539.9	0.30267	0.18971156705322628
2540.8	0.30241	0.18977547038788398
2541.8	0.30214	0.18983914741510557
2542.7	0.30187	0.18990956371948187
2543.7	0.3016	0.18997347480106103
2544.6	0.30132	0.19003716978627375
2545.6	0.30105	0.1901079554891214
2546.6	0.30076	0.1901782151881899
2547.6	0.30047	0.19024861051020067
2548.6	0.30019	0.1903161331156934
2549.5	0.29991	0.19038378180120702
2550.5	0.29963	0.19045155692020158
2551.5	0.29935	0.1905194588274595
2552.5	0.29907	0.19058748787909185
2553.5	0.29878	0.19065867862641409
2554.4	0.2985	0.19072361809045227
2555.4	0.29822	0.19079538595667628
2556.5	0.29793	0.19086698217702147
2557.5	0.29764	0.19093535815078616
2558.4	0.29737	0.1910011097286209
2559.3	0.2971	0.19106361494446317
2560.3	0.29682	0.19113604204568427
2561.3	0.29653	0.19120156476579098
2562.3	0.29625	0.19127088607594936
2563.3	0.29597	0.19134033854782578
2564.2	0.29569	0.19140654063377185
2565.2	0.29542	0.1914731568614176
2566.1	0.29514	0.191542996544013
2567.1	0.29486	0.1916095774265753
2568.1	0.29456	0.19167911461162412
2569.2	0.29425	0.1917553101104503
2570.2	0.29396	0.19182882024765274
2571.2	0.29368	0.19189594116044675
2572.2	0.29339	0.19196632468727634
2573.2	0.2931	0.19203684749232344
2574.2	0.29281	0.19210750998941292
2575.2	0.29252	0.19217831259401066
2576.2	0.29224	0.19224609909663293
2577.2	0.29196	0.1923140156185779
2578.2	0.29166	0.19238154014948916
2579.3	0.29136	0.1924560680944536
2580.3	0.29107	0.19252757068746348
2581.3	0.29079	0.19259603150039548
2582.3	0.29049	0.19267100416537572
2583.4	0.29019	0.19274268582652745
2584.3	0.28991	0.19281156220896142
2585.3	0.28963	0.19287711908296792
2586.2	0.28936	0.19293959082112247
2587.2	0.28908	0.19300885568008855
2588.2	0.28878	0.19308123831290258
2589.3	0.28847	0.19315700072797864
2590.3	0.28819	0.193226690724869
2591.3	0.28791	0.1932930429648154
2592.2	0.28763	0.19335952438897194
2593.2	0.28734	0.19342938678916963
2594.2	0.28706	0.1934961332125688
2595.1	0.28678	0.19356300997280146
2596.0	0.28651	0.19362674950263517
2597.0	0.28624	0.1936941028507546
2598.0	0.28595	0.19376464416856093
2598.9	0.28566	0.19383182804732899
2599.9	0.28538	0.19389936225383697
2600.9	0.2851	0.19396702911259206
2601.8	0.28483	0.19403152757785344
2602.8	0.28456	0.1940961484396964
2603.7	0.28429	0.19416089204685355
2604.6	0.28402	0.1942292796281952
2605.7	0.28373	0.19429739541113034
2606.6	0.28344	0.1943656505786057
2607.6	0.28315	0.19443757725587144
2608.6	0.28287	0.1945063103192279
2609.7	0.28257	0.1945783345719645
2610.7	0.28227	0.19464696921387323
2611.7	0.28199	0.19471967091031595
2612.6	0.28171	0.1947854176280572
2613.7	0.28141	0.19485803631711737
2614.7	0.2811	0.1949306296691569
2615.7	0.28081	0.19500017805633701
2616.7	0.28051	0.1950696944850451
2617.8	0.28022	0.19514310184854755
2618.8	0.27992	0.19521291797656473
2619.9	0.27962	0.1952900364780774
2620.8	0.27932	0.19535658026636116
2621.8	0.27903	0.1954234311722754
2622.8	0.27875	0.19549417040358744
2623.8	0.27845	0.1955647333453044
2624.9	0.27815	0.19563904368146684
2625.9	0.27783	0.1957096065939603
2627.0	0.27752	0.19578769097722687
2628.1	0.2772	0.19586219336219338
2629.2	0.27689	0.1959406262414677
2630.3	0.27659	0.19601576340431687
2631.3	0.27628	0.1960873027363544
2632.3	0.27598	0.1961555185158345
2633.3	0.27568	0.19623113755078353
2634.4	0.27536	0.1963030214991284
2635.5	0.27503	0.19638221284950735
2636.6	0.27471	0.19645808306941867
2637.7	0.2744	0.19653425655976678
2638.8	0.27407	0.19661035501879084
2639.9	0.27374	0.19669029005625777
2641.1	0.27342	0.19677053617145784
2642.1	0.27311	0.1968437625865036
2643.2	0.27278	0.19691692939365055
2644.3	0.27246	0.19699772443661456
2645.4	0.27212	0.1970748199323828
2646.6	0.27179	0.19715589241693957
