#depth	accumulation (m ice equiv)	error (%)
depth	deporate	rel_unc	comment
2175.728	0.2061	0.19893255701115964
2176.483	0.2035	0.2014742014742015
2177.314	0.2044	0.19569471624266147
2178.169	0.2083	0.19203072491598655
2179.004	0.2176	0.18382352941176472
2179.851	0.2161	0.18509949097639983
2180.778	0.2142	0.18674136321195145
2181.599	0.212	0.18867924528301888
2182.41	0.2078	0.19249278152069296
2183.292	0.2158	0.18535681186283598
2184.169	0.2112	0.1893939393939394
2184.997	0.207	0.19323671497584544
2185.815	0.205	0.1951219512195122
2186.594	0.2074	0.19286403085824494
2187.483	0.2147	0.18630647414997673
2188.287	0.2209	0.1810774105930285
2189.24	0.2163	0.1849283402681461
2190.052	0.2162	0.18501387604070305
2190.91	0.2074	0.19286403085824494
2191.732	0.2129	0.18788163457022075
2192.572	0.2094	0.19102196752626552
2193.471	0.2159	0.18527095877721167
2194.275	0.2101	0.19038553069966682
2195.166	0.2126	0.18814675446848542
2196.007	0.2065	0.19370460048426152
2196.803	0.2032	0.1968503937007874
2197.566	0.1992	0.2058232931726908
2198.356	0.209	0.19617224880382778
2199.274	0.2094	0.19579751671442217
2200.107	0.2162	0.18963922294172064
2200.906	0.2168	0.18911439114391146
2201.848	0.2256	0.18173758865248227
2202.714	0.232	0.17672413793103448
2203.641	0.2249	0.18230324588706093
2204.55	0.2235	0.18344519015659955
2205.442	0.2181	0.1879871618523613
2206.262	0.2163	0.18955154877484975
2207.11	0.2109	0.19914651493598862
2208.011	0.2167	0.18920166128287957
2208.787	0.2121	0.1933050447901933
2209.685	0.2126	0.19285042333019756
2210.474	0.2176	0.18841911764705885
2211.358	0.2161	0.18972697825080984
2212.225	0.2171	0.18885306310456013
2213.084	0.2133	0.1922175339896859
2213.876	0.2124	0.1930320150659134
2214.779	0.213	0.19248826291079812
2215.582	0.2131	0.1970905678085406
2216.394	0.2106	0.19943019943019943
2217.304	0.2125	0.19764705882352943
2218.199	0.2233	0.18808777429467086
2219.029	0.2178	0.1928374655647383
2219.91	0.2217	0.18944519621109607
2220.776	0.2275	0.18901098901098898
2221.713	0.23	0.1869565217391304
2222.628	0.2227	0.1975752132914234
2223.487	0.2213	0.19882512426570265
2224.321	0.2192	0.20072992700729925
2225.248	0.2207	0.19936565473493428
2226.11	0.2303	0.1910551454624403
2226.963	0.2309	0.19055868341273277
2227.98	0.2461	0.17878911011783827
2228.911	0.2509	0.1753686727779992
2229.979	0.2414	0.18227009113504555
2230.903	0.2443	0.18010642652476463
2231.793	0.2288	0.1923076923076923
2232.755	0.2189	0.20100502512562812
2233.538	0.2205	0.19954648526077096
2234.409	0.2173	0.2024850437183617
2235.279	0.2195	0.20045558086560364
2236.117	0.2207	0.19936565473493428
2236.965	0.2197	0.20027309968138368
2237.881	0.2195	0.19589977220956717
2238.768	0.222	0.19369369369369369
2239.55	0.2199	0.19554342883128692
2240.459	0.2259	0.19034971226206285
2241.391	0.2337	0.18399657680787335
2242.274	0.2306	0.18647007805724197
2243.172	0.2189	0.19643672910004567
2244.051	0.2245	0.19153674832962136
2244.88	0.2201	0.19536574284416175
2245.83	0.2202	0.19527702089009988
2246.63	0.2224	0.19334532374100719
2247.499	0.2143	0.20065328978068128
2248.388	0.2226	0.19317160826594787
2249.152	0.2207	0.19483461712732214
2250.131	0.228	0.18859649122807015
2250.962	0.2331	0.18447018447018446
2251.911	0.2224	0.19334532374100719
2252.755	0.2269	0.1895107977082415
2253.604	0.2198	0.19563239308462238
2254.511	0.2237	0.19222172552525701
2255.332	0.2196	0.19581056466302368
2256.24	0.2102	0.20456707897240722
2256.995	0.2073	0.20742884708152434
2257.797	0.2084	0.20633397312859883
2258.575	0.2159	0.19916628068550252
2259.449	0.2162	0.1942645698427382
2260.308	0.2189	0.19186843307446322
2261.139	0.2145	0.1958041958041958
2261.983	0.2203	0.1906491148433954
2262.815	0.2194	0.19143117593436645
2263.745	0.2245	0.1870824053452116
2264.586	0.2244	0.18716577540106955
2265.416	0.2119	0.19820670127418594
2266.321	0.2126	0.1975540921919097
2267.049	0.2135	0.19672131147540986
2267.849	0.2102	0.1998097050428164
2268.724	0.2144	0.1958955223880597
2269.56	0.2093	0.20066889632107024
2270.34	0.2076	0.2023121387283237
2271.098	0.2098	0.19542421353670164
2271.952	0.2162	0.18963922294172064
2272.795	0.2114	0.19394512771996217
2273.609	0.2045	0.20048899755501223
2274.374	0.203	0.2019704433497537
2275.145	0.2026	0.20236920039486675
2275.943	0.2115	0.1938534278959811
2276.726	0.2144	0.1912313432835821
2277.616	0.2141	0.1914992993928071
2278.456	0.2099	0.19533111005240592
2279.204	0.2021	0.2028698664027709
2279.974	0.1995	0.20551378446115287
2280.749	0.2016	0.20337301587301587
2281.527	0.2047	0.2002931118710308
2282.281	0.1994	0.205616850551655
2283.074	0.2034	0.2015732546705998
2283.867	0.2109	0.1944049312470365
2284.646	0.2092	0.1959847036328872
2285.505	0.2091	0.19607843137254902
2286.252	0.2129	0.1972757162987318
2287.061	0.2136	0.19662921348314608
2287.918	0.21	0.2
2288.728	0.2097	0.20028612303290416
2289.472	0.2077	0.20702936928261914
2290.268	0.2142	0.2007469654528478
2291.097	0.2186	0.19670631290027446
2291.938	0.2172	0.19797421731123388
2292.778	0.2183	0.19697663765460374
2293.605	0.2173	0.19788311090658076
2294.432	0.2245	0.19153674832962136
2295.299	0.2211	0.19448213478064225
2296.152	0.2255	0.19068736141906872
2296.98	0.2174	0.19779208831646733
2297.82	0.211	0.2037914691943128
2298.586	0.2083	0.20643302928468552
2299.368	0.2042	0.21057786483839372
2300.179	0.2067	0.20803096274794386
2300.927	0.2082	0.2017291066282421
2301.695	0.2112	0.19886363636363638
2302.568	0.2092	0.20076481835564056
2303.353	0.2112	0.1941287878787879
2304.09	0.1996	0.20541082164328658
2304.891	0.1994	0.205616850551655
2305.607	0.1949	0.21036428937916882
2306.315	0.1977	0.20232675771370764
2307.118	0.2023	0.1977261492832427
2307.905	0.2029	0.19714144898965008
2308.625	0.1935	0.20671834625322996
2309.386	0.1837	0.21230266739248774
2310.053	0.1826	0.21358159912376778
2310.7	0.1806	0.2159468438538206
2311.391	0.1866	0.20900321543408362
2312.106	0.1873	0.20822210357714896
2312.855	0.1855	0.21024258760107817
2313.503	0.1854	0.21035598705501618
2314.22	0.1834	0.21264994547437294
2314.911	0.1932	0.20186335403726707
2315.656	0.1906	0.20461699895068206
2316.38	0.1902	0.20504731861198738
2317.047	0.1902	0.20504731861198738
2317.764	0.1907	0.2045097011012061
2318.496	0.1973	0.19766852508869742
2319.23	0.2003	0.19470793809286072
2319.96	0.2003	0.19470793809286072
2320.775	0.2036	0.19155206286836934
2321.513	0.1934	0.19648397104446744
2322.222	0.18	0.2111111111111111
2322.854	0.1779	0.21360314783586284
2323.487	0.1744	0.21788990825688073
2324.179	0.1796	0.21158129175946547
2324.833	0.1729	0.21978021978021978
2325.477	0.1698	0.2237926972909305
2326.077	0.1722	0.2148664343786295
2326.702	0.1726	0.21436848203939743
2327.417	0.1795	0.20612813370473537
2328.048	0.178	0.20786516853932585
2328.729	0.1841	0.20097772949483975
2329.382	0.1813	0.20408163265306123
2330.098	0.189	0.19576719576719576
2330.745	0.1865	0.19839142091152814
2331.493	0.1821	0.2031850631521142
2332.106	0.1801	0.20544142143253746
2332.782	0.168	0.2202380952380952
2333.411	0.1644	0.22506082725060828
2333.985	0.1623	0.2279728897104128
2334.556	0.1578	0.2408111533586819
2335.164	0.161	0.2360248447204969
2335.745	0.1688	0.22511848341232227
2336.388	0.1779	0.21360314783586284
2337.044	0.1889	0.2011646373742721
2337.789	0.1947	0.19517205957883924
2338.459	0.1983	0.19667170953101362
2339.218	0.1934	0.2016546018614271
2339.919	0.2006	0.19441674975074777
2340.655	0.1953	0.19969278033794163
2341.41	0.1936	0.20144628099173553
2342.08	0.1859	0.2097902097902098
2342.749	0.1835	0.2125340599455041
2343.453	0.1857	0.20463112547119008
2344.092	0.1836	0.20697167755991283
2344.772	0.173	0.21965317919075145
2345.403	0.163	0.22699386503067484
2345.946	0.1554	0.23809523809523805
2346.496	0.1551	0.2385557704706641
2347.084	0.1548	0.23255813953488372
2347.65	0.1616	0.22277227722772278
2348.219	0.1632	0.2205882352941176
2348.834	0.1645	0.21884498480243159
2349.435	0.1628	0.21498771498771502
2350.021	0.1636	0.21393643031784843
2350.59	0.1639	0.21354484441732768
2351.211	0.1634	0.21419828641370872
2351.816	0.1642	0.21924482338611445
2352.399	0.1652	0.21791767554479416
2352.982	0.1661	0.2167369054786273
2353.629	0.1649	0.2183141297756216
2354.201	0.1544	0.233160621761658
2354.747	0.1539	0.22742040285899937
2355.267	0.1559	0.22450288646568314
2355.867	0.1573	0.22250476795931345
2356.431	0.1576	0.2157360406091371
2357.021	0.159	0.2138364779874214
2357.561	0.1623	0.2094886013555145
2358.166	0.1599	0.20637898686679176
2358.739	0.1535	0.21498371335504887
2359.298	0.1398	0.23605150214592274
2359.766	0.1335	0.24719101123595505
2360.209	0.1298	0.2542372881355932
2360.698	0.1325	0.2490566037735849
2361.178	0.1371	0.24070021881838075
2361.669	0.1429	0.2309307207837649
2362.198	0.1426	0.2314165497896213
2362.705	0.1488	0.21505376344086025
2363.221	0.1461	0.22587268993839835
2363.761	0.152	0.21710526315789475
2364.288	0.1518	0.2173913043478261
2364.867	0.1524	0.21653543307086615
2365.397	0.1524	0.21653543307086615
2365.929	0.1477	0.2234258632362898
2366.452	0.1438	0.22948539638386647
2366.987	0.1452	0.2272727272727273
2367.467	0.1488	0.22177419354838712
2368.044	0.1429	0.2309307207837649
2368.547	0.1454	0.22696011004126548
2369.04	0.135	0.23703703703703702
2369.526	0.1396	0.22922636103151864
2370.024	0.1354	0.23633677991137372
2370.527	0.1386	0.23088023088023088
2370.973	0.1363	0.23477622890682318
2371.514	0.1365	0.23443223443223443
2372.006	0.1369	0.2337472607742878
2372.454	0.1369	0.2337472607742878
2372.95	0.1335	0.23220973782771534
2373.447	0.1371	0.2261123267687819
2373.928	0.1346	0.23031203566121844
2374.403	0.139	0.22302158273381292
2374.885	0.1347	0.23014105419450634
2375.424	0.1382	0.23154848046309698
2375.857	0.1336	0.23952095808383234
2376.35	0.1281	0.24980483996877442
2376.784	0.1325	0.24150943396226415
2377.235	0.1332	0.24774774774774774
2377.742	0.1379	0.2393038433647571
2378.261	0.1415	0.23321554770318023
2378.721	0.1377	0.23965141612200438
2379.223	0.1435	0.2299651567944251
2379.734	0.1527	0.21611001964636542
2380.307	0.1569	0.21032504780114722
2380.884	0.1555	0.2122186495176849
2381.419	0.1492	0.22117962466487937
2381.945	0.1448	0.22790055248618785
2382.449	0.1441	0.22900763358778625
2382.968	0.1408	0.234375
2383.455	0.1398	0.23605150214592274
2383.956	0.1341	0.24608501118568235
2384.413	0.127	0.25196850393700787
2384.816	0.1282	0.24960998439937596
2385.295	0.1355	0.2287822878228782
2385.784	0.1378	0.22496371552975325
2386.301	0.1339	0.2315160567587752
2386.727	0.1337	0.23186237845923707
2387.209	0.1238	0.25040387722132473
2387.652	0.1216	0.24671052631578946
2388.027	0.1158	0.26770293609671847
2388.435	0.1146	0.2705061082024433
2388.87	0.1232	0.25162337662337664
2389.298	0.1313	0.2361005331302361
2389.766	0.1309	0.2368220015278839
2390.234	0.1286	0.24105754276827374
2390.706	0.1296	0.23919753086419754
2391.127	0.1299	0.23864511162432642
2391.606	0.1316	0.24316109422492402
2392.076	0.1374	0.23289665211062593
2392.57	0.1389	0.23038156947444205
2393.073	0.1371	0.23340627279358134
2393.522	0.1377	0.23238925199709515
2393.972	0.1374	0.23289665211062593
2394.539	0.136	0.23529411764705882
2395.0	0.136	0.23529411764705882
2395.441	0.1256	0.2547770700636943
2395.895	0.127	0.25196850393700787
2396.304	0.1241	0.24979854955680902
2396.748	0.1282	0.24180967238689546
2397.197	0.1298	0.23112480739599384
2397.655	0.1314	0.22831050228310504
2398.107	0.1306	0.22970903522205208
2398.607	0.1267	0.2367797947908445
2399.038	0.1212	0.23927392739273928
2399.413	0.1128	0.2570921985815603
2399.78	0.1097	0.2643573381950775
2400.181	0.1111	0.26102610261026105
2400.56	0.1132	0.2561837455830389
2400.955	0.111	0.26126126126126126
2401.329	0.118	0.23728813559322035
2401.768	0.1204	0.23255813953488375
2402.229	0.1268	0.22082018927444796
2402.645	0.1223	0.22894521668029436
2403.056	0.1151	0.2432667245873154
2403.469	0.1133	0.2471315092674316
2403.832	0.1071	0.26143790849673204
2404.223	0.1055	0.26540284360189575
2404.568	0.1114	0.2513464991023339
2404.959	0.1139	0.24582967515364354
2405.39	0.1199	0.2335279399499583
2405.817	0.1173	0.23870417732310314
2406.222	0.1162	0.24096385542168675
2406.58	0.1151	0.2432667245873154
2406.999	0.1081	0.2590194264569843
2407.382	0.1149	0.24369016536118362
2407.735	0.1127	0.24844720496894412
2408.177	0.1166	0.24013722126929676
2408.551	0.1185	0.23628691983122366
2408.982	0.1124	0.2491103202846975
2409.365	0.1154	0.24263431542461006
2409.735	0.1063	0.2539981185324553
2410.125	0.1072	0.251865671641791
2410.473	0.1078	0.2597402597402597
2410.829	0.1057	0.26490066225165565
2411.221	0.1101	0.254314259763851
2411.606	0.1087	0.2575896964121435
2411.981	0.1073	0.26095060577819196
2412.345	0.106	0.2641509433962264
2412.687	0.1087	0.2575896964121435
2413.059	0.1109	0.25247971145175835
2413.476	0.1166	0.24013722126929676
2413.877	0.1167	0.23993144815766926
2414.29	0.1174	0.23850085178875638
2414.652	0.1146	0.24432809773123912
2415.079	0.1123	0.24933214603739984
2415.459	0.1119	0.25022341376228774
2415.83	0.1106	0.25316455696202533
2416.216	0.1117	0.25067144136078784
2416.596	0.1072	0.26119402985074625
2416.944	0.1068	0.26217228464419473
2417.318	0.107	0.26168224299065423
2417.691	0.1123	0.24933214603739984
2418.056	0.1107	0.2529358626919602
2418.437	0.1136	0.24647887323943662
2418.839	0.1147	0.24411508282476024
2419.253	0.1177	0.23789294817332202
2419.637	0.1147	0.24411508282476024
2420.016	0.1109	0.25247971145175835
2420.396	0.1072	0.251865671641791
2420.745	0.1061	0.2544769085768143
2421.085	0.1059	0.254957507082153
2421.475	0.1068	0.25280898876404495
2421.846	0.1091	0.24747937671860679
2422.196	0.1045	0.24880382775119617
2422.589	0.1057	0.24597918637653735
2422.906	0.1027	0.25316455696202533
2423.246	0.0946	0.2748414376321353
2423.594	0.0932	0.2896995708154506
2423.896	0.0937	0.28815368196371394
2424.2	0.0947	0.2851108764519535
2424.52	0.1006	0.268389662027833
2424.888	0.1032	0.2616279069767442
2425.232	0.1138	0.23725834797891038
2425.57	0.1154	0.2339688041594454
2426.05	0.1238	0.2261712439418417
2426.446	0.1268	0.22082018927444796
2426.886	0.1189	0.23549201009251472
2427.314	0.1162	0.24096385542168675
2427.64	0.1097	0.2552415679124886
2427.997	0.1032	0.2810077519379845
2428.342	0.1085	0.2672811059907834
2428.713	0.1068	0.26217228464419473
2429.101	0.1077	0.25998142989786444
2429.453	0.1053	0.2659069325735992
2429.796	0.1044	0.2681992337164751
2430.144	0.1055	0.26540284360189575
2430.489	0.104	0.2692307692307693
2430.862	0.1093	0.2561756633119854
2431.224	0.1087	0.2575896964121435
2431.599	0.1063	0.2634054562558796
2431.955	0.1075	0.26046511627906976
2432.297	0.1055	0.26540284360189575
2432.689	0.1095	0.2557077625570776
2433.041	0.1105	0.25339366515837103
2433.42	0.1086	0.2578268876611418
2433.793	0.1107	0.2529358626919602
2434.144	0.1044	0.2681992337164751
2434.503	0.1026	0.27290448343079926
2434.823	0.1068	0.26217228464419473
2435.195	0.1087	0.2575896964121435
2435.565	0.1118	0.25044722719141327
2435.942	0.1129	0.24800708591674048
2436.322	0.1117	0.25067144136078784
2436.686	0.1061	0.2639019792648445
2437.035	0.0988	0.2834008097165992
2437.336	0.0975	0.28717948717948716
2437.646	0.0981	0.2854230377166157
2438.001	0.0992	0.28225806451612906
2438.334	0.1024	0.2734375
2438.668	0.1042	0.2687140115163148
2438.995	0.1089	0.24793388429752067
2439.396	0.1112	0.24280575539568347
2439.763	0.1142	0.23642732049036777
2440.126	0.1067	0.2530459231490159
2440.505	0.1048	0.25763358778625955
2440.811	0.1031	0.2618816682832202
2441.157	0.0954	0.2830188679245283
2441.464	0.0952	0.28361344537815125
2441.753	0.0962	0.2806652806652807
2442.087	0.097	0.27835051546391754
2442.443	0.0988	0.2631578947368421
2442.756	0.1009	0.25768087215064417
2443.074	0.0989	0.26289180990899896
2443.423	0.095	0.27368421052631575
2443.732	0.0942	0.2760084925690021
2444.016	0.0912	0.2850877192982456
2444.319	0.093	0.27956989247311825
2444.61	0.0949	0.273972602739726
2444.935	0.0979	0.26557711950970375
2445.284	0.1023	0.2541544477028348
2445.632	0.1038	0.2504816955684008
2445.972	0.0965	0.26943005181347146
2446.274	0.0894	0.29082774049217003
2446.547	0.0863	0.30127462340672073
2446.841	0.0874	0.2974828375286041
2447.121	0.0899	0.289210233592881
2447.413	0.0939	0.27689030883919064
2447.731	0.096	0.2708333333333333
2448.057	0.0963	0.2699896157840083
2448.368	0.099	0.2626262626262626
2448.673	0.0968	0.26859504132231404
2449.044	0.0959	0.2711157455683003
2449.338	0.095	0.27368421052631575
2449.613	0.0958	0.27139874739039666
2449.947	0.097	0.27835051546391754
2450.286	0.0999	0.2702702702702703
2450.597	0.0963	0.28037383177570097
2450.917	0.0959	0.28154327424400416
2451.21	0.0958	0.2818371607515658
2451.534	0.0935	0.2887700534759358
2451.853	0.1	0.26999999999999996
2452.142	0.0991	0.27245206861755805
2452.514	0.1	0.26999999999999996
2452.81	0.0991	0.27245206861755805
2453.137	0.0943	0.2863202545068929
2453.431	0.0936	0.28846153846153844
2453.747	0.0907	0.29768467475192945
2454.039	0.0946	0.2854122621564482
2454.328	0.0894	0.30201342281879195
2454.649	0.0957	0.2821316614420063
2454.946	0.0988	0.2732793522267207
2455.283	0.1016	0.265748031496063
2455.624	0.1055	0.2559241706161137
2455.969	0.1047	0.25787965616045844
2456.305	0.0994	0.2716297786720322
2456.625	0.0949	0.2845100105374078
2456.908	0.0943	0.29692470837751855
2457.216	0.0912	0.30701754385964913
2457.52	0.0926	0.2915766738660907
2457.811	0.0945	0.2857142857142857
2458.131	0.0953	0.2833158447009444
2458.444	0.0995	0.271356783919598
2458.762	0.0976	0.2766393442622951
2459.098	0.0963	0.28037383177570097
2459.388	0.0924	0.2922077922077922
2459.68	0.0896	0.3125
2459.98	0.0928	0.30172413793103453
2460.272	0.0931	0.3007518796992481
2460.58	0.097	0.28865979381443296
2460.878	0.0972	0.2880658436213992
2461.211	0.1002	0.27944111776447106
2461.544	0.1026	0.27290448343079926
2461.879	0.1025	0.2731707317073171
2462.208	0.1004	0.2788844621513944
2462.511	0.0996	0.28112449799196787
2462.84	0.0989	0.28311425682507585
2463.159	0.0975	0.28717948717948716
2463.444	0.095	0.2947368421052632
2463.749	0.0977	0.2865916069600819
2464.082	0.1005	0.27860696517412936
2464.401	0.1002	0.27944111776447106
2464.718	0.0955	0.2931937172774869
2465.016	0.0925	0.3027027027027027
2465.288	0.0931	0.3007518796992481
2465.591	0.0955	0.2931937172774869
2465.916	0.1001	0.27972027972027974
2466.244	0.0969	0.2889576883384933
2466.543	0.0972	0.2880658436213992
2466.829	0.096	0.2916666666666667
2467.158	0.0964	0.29045643153526973
2467.453	0.1001	0.27972027972027974
2467.765	0.0966	0.2898550724637681
2468.109	0.0992	0.28225806451612906
2468.39	0.095	0.2947368421052632
2468.697	0.0919	0.30467899891186073
2468.968	0.091	0.3076923076923077
2469.28	0.0933	0.30010718113612006
2469.553	0.0975	0.28717948717948716
2469.872	0.0976	0.28688524590163933
2470.194	0.1012	0.2766798418972332
2470.517	0.1015	0.27586206896551724
2470.836	0.1007	0.27805362462760674
2471.157	0.1028	0.2723735408560311
2471.481	0.0978	0.28629856850715746
2471.793	0.0982	0.28513238289205706
2472.077	0.0934	0.2997858672376874
2472.373	0.0928	0.30172413793103453
2472.663	0.0936	0.29914529914529914
2472.974	0.0972	0.2880658436213992
2473.269	0.0995	0.2814070351758794
2473.583	0.0973	0.28776978417266186
2473.905	0.0966	0.2795031055900621
2474.189	0.0951	0.28391167192429023
2474.475	0.0959	0.28154327424400416
2474.777	0.0937	0.28815368196371394
2475.087	0.0979	0.2757916241062308
2475.379	0.0929	0.2906350914962325
2475.672	0.0932	0.2896995708154506
2475.963	0.0942	0.28662420382165604
2476.246	0.0961	0.29136316337148804
2476.568	0.0935	0.29946524064171126
2476.863	0.0958	0.29227557411273486
2477.138	0.0959	0.29197080291970806
2477.458	0.098	0.2857142857142857
2477.77	0.0987	0.28368794326241137
2478.053	0.0997	0.28084252758274825
2478.382	0.1002	0.27944111776447106
2478.703	0.1021	0.27424094025465234
2479.029	0.0991	0.2825428859737639
2479.322	0.0941	0.2975557917109458
2479.614	0.0949	0.3055848261327714
2479.896	0.0971	0.29866117404737386
2480.208	0.0996	0.29116465863453816
2480.525	0.102	0.2843137254901961
2480.842	0.1038	0.279383429672447
2481.17	0.1039	0.2791145332050048
2481.504	0.1069	0.2712815715622077
2481.835	0.109	0.26605504587155965
2482.174	0.1117	0.25962399283795884
2482.514	0.1074	0.2700186219739293
2482.856	0.1057	0.2743614001892148
2483.183	0.1034	0.2804642166344294
2483.466	0.0987	0.2938196555217832
2483.778	0.0963	0.3011422637590862
2484.052	0.1019	0.2845927379784102
2484.368	0.1032	0.2810077519379845
2484.735	0.1069	0.2712815715622077
2485.049	0.1045	0.27751196172248804
2485.363	0.0995	0.2914572864321608
2485.667	0.0963	0.3011422637590862
2485.955	0.0946	0.306553911205074
2486.229	0.0967	0.2998965873836608
2486.531	0.0977	0.29682702149437057
2486.85	0.1029	0.2818270165208941
2487.158	0.1051	0.27592768791627026
2487.495	0.1072	0.2705223880597015
2487.823	0.1069	0.2712815715622077
2488.14	0.1055	0.27488151658767773
2488.468	0.1036	0.2799227799227799
2488.782	0.1033	0.2904162633107454
2489.084	0.1036	0.28957528957528955
2489.401	0.1041	0.2881844380403458
2489.724	0.11	0.2727272727272727
2490.063	0.1108	0.26173285198555957
2490.436	0.1114	0.26032315978456017
2490.733	0.1103	0.26291931097008164
2491.069	0.1069	0.2712815715622077
2491.396	0.1063	0.27281279397930386
2491.723	0.1	0.29
2491.996	0.0992	0.2923387096774194
2492.289	0.1014	0.2859960552268245
2492.608	0.1005	0.2885572139303483
2492.929	0.1022	0.28375733855185914
2493.222	0.1003	0.27916251246261214
2493.522	0.0983	0.28484231943031535
2493.82	0.0994	0.28169014084507044
2494.115	0.1003	0.27916251246261214
2494.434	0.1024	0.2734375
2494.72	0.1031	0.27158098933074687
2495.05	0.1001	0.27972027972027974
2495.349	0.1018	0.275049115913556
2495.639	0.1016	0.2755905511811024
2495.948	0.1013	0.2764067127344521
2496.257	0.0995	0.2814070351758794
2496.54	0.0989	0.2932254802831143
2496.849	0.0971	0.29866117404737386
2497.12	0.0982	0.2953156822810591
2497.43	0.1004	0.298804780876494
2497.735	0.1029	0.29154518950437314
2498.041	0.1059	0.28328611898017
2498.36	0.1119	0.2680965147453083
2498.706	0.1199	0.25020850708924103
2499.068	0.1209	0.24813895781637718
2499.442	0.1181	0.2540220152413209
2499.787	0.1139	0.2633889376646181
2500.14	0.1126	0.26642984014209586
2500.442	0.1103	0.271985494106981
2500.766	0.1033	0.2904162633107454
2501.084	0.1008	0.2976190476190476
2501.36	0.0992	0.3024193548387097
2501.645	0.101	0.2871287128712871
2501.97	0.1024	0.283203125
2502.276	0.1031	0.28128031037827356
2502.573	0.1013	0.28627838104639686
2502.876	0.101	0.2871287128712871
2503.17	0.1025	0.2829268292682927
2503.482	0.1017	0.28515240904621436
2503.765	0.1042	0.2783109404990403
2504.071	0.1065	0.2723004694835681
2504.401	0.1074	0.2700186219739293
2504.726	0.1061	0.27332704995287466
2505.029	0.1049	0.2859866539561487
2505.315	0.1013	0.29615004935834155
2505.619	0.1018	0.29469548133595286
2505.929	0.1093	0.2744739249771272
2506.243	0.1135	0.2643171806167401
2506.608	0.1155	0.2597402597402597
2506.949	0.1148	0.2613240418118467
2507.271	0.1119	0.2680965147453083
2507.585	0.1098	0.273224043715847
2507.925	0.109	0.27522935779816515
2508.244	0.1074	0.27932960893854747
2508.564	0.1068	0.28089887640449435
2508.852	0.1072	0.2798507462686567
2509.173	0.1027	0.2921129503407984
2509.501	0.107	0.2710280373831776
2509.762	0.1	0.29
2510.084	0.1026	0.2826510721247564
2510.371	0.1046	0.28680688336520077
2510.665	0.1061	0.28275212064090477
2510.979	0.1055	0.2843601895734597
2511.323	0.1083	0.2770083102493075
2511.615	0.1069	0.2806361085126286
2511.904	0.1096	0.2737226277372263
2512.24	0.1135	0.2643171806167401
2512.606	0.1161	0.25839793281653745
2512.924	0.1131	0.2652519893899204
2513.247	0.1082	0.277264325323475
2513.56	0.104	0.2884615384615385
2513.868	0.1055	0.2843601895734597
2514.136	0.1041	0.2881844380403458
2514.488	0.1049	0.2859866539561487
2514.766	0.1078	0.27829313543599254
2515.087	0.1065	0.28169014084507044
2515.383	0.1086	0.2762430939226519
2515.7	0.1066	0.28142589118198874
2515.994	0.1075	0.27906976744186046
2516.305	0.1123	0.27604630454140694
2516.635	0.1167	0.2656383890317052
2516.981	0.1187	0.2611625947767481
2517.332	0.1186	0.26138279932546377
2517.672	0.1189	0.2607232968881413
2518.008	0.1172	0.2645051194539249
2518.331	0.1166	0.2658662092624357
2518.672	0.1128	0.274822695035461
2518.983	0.1119	0.2770330652368186
2519.311	0.1092	0.2838827838827839
2519.612	0.1123	0.27604630454140694
2519.946	0.1127	0.27506654835847383
2520.276	0.1151	0.2693310165073849
2520.614	0.1133	0.2736098852603707
2520.936	0.1134	0.27336860670194
2521.245	0.112	0.2767857142857143
2521.576	0.1122	0.27629233511586454
2521.886	0.1174	0.26405451448040884
2522.214	0.117	0.26495726495726496
2522.56	0.1213	0.25556471558120364
2522.919	0.1237	0.25060630557801133
2523.258	0.1161	0.2670111972437554
2523.583	0.1123	0.27604630454140694
2523.904	0.1123	0.27604630454140694
2524.23	0.1142	0.2714535901926445
2524.552	0.1106	0.2802893309222423
2524.868	0.1084	0.2767527675276753
2525.16	0.1064	0.2819548872180451
2525.454	0.109	0.27522935779816515
2525.761	0.11	0.2727272727272727
2526.087	0.1123	0.26714158504007124
2526.398	0.1135	0.2555066079295154
2526.729	0.1081	0.2682701202590194
2527.037	0.1111	0.26102610261026105
2527.31	0.1074	0.2700186219739293
2527.635	0.1068	0.27153558052434457
2527.93	0.1077	0.2692664809656453
2528.232	0.1096	0.2645985401459854
2528.537	0.1085	0.2672811059907834
2528.852	0.1078	0.26901669758812613
2529.142	0.1062	0.263653483992467
2529.447	0.1043	0.2684563758389262
2529.743	0.1081	0.2590194264569843
2530.01	0.1082	0.2587800369685767
2530.351	0.1062	0.263653483992467
2530.643	0.1038	0.2697495183044316
2530.911	0.0982	0.28513238289205706
2531.169	0.0984	0.2845528455284553
2531.475	0.1031	0.27158098933074687
2531.767	0.1037	0.2700096432015429
2532.043	0.1022	0.273972602739726
2532.318	0.1032	0.2713178294573643
2532.606	0.109	0.25688073394495414
2532.917	0.107	0.26168224299065423
2533.225	0.1074	0.260707635009311
2533.517	0.1078	0.2597402597402597
2533.804	0.1096	0.25547445255474455
2534.126	0.1091	0.26581118240146656
2534.416	0.1093	0.2653247941445563
2534.721	0.1059	0.2738432483474977
2534.998	0.107	0.2710280373831776
2535.297	0.1036	0.2799227799227799
2535.598	0.1089	0.26629935720844816
2535.885	0.1103	0.26291931097008164
2536.211	0.1148	0.2526132404181185
2536.518	0.1164	0.24914089347079038
2536.842	0.111	0.26126126126126126
2537.152	0.1066	0.27204502814258913
2537.419	0.102	0.2843137254901961
