#depth	LID	stdev (%)
depth	LID	rel_unc	comment
1804.291	64.7312	0.1
1805.285	64.9477	0.1
1806.259	65.1232	0.1
1807.31	65.1426	0.1
1808.42	65.1032	0.1
1809.504	65.0641	0.1
1810.53	65.0836	0.1
1811.522	65.196	0.1
1812.481	65.3335	0.1
1813.459	65.432	0.1
1814.324	65.4604	0.1
1815.378	65.4501	0.1
1816.321	65.3529	0.1
1817.312	65.1844	0.1
1818.343	65.0216	0.1
1819.371	64.9078	0.1
1820.45	64.8397	0.1
1821.488	64.8971	0.1
1822.493	64.9603	0.1
1823.431	65.1081	0.1
1824.419	65.2034	0.1
1825.383	65.2855	0.1
1826.445	65.3233	0.1
1827.424	65.3738	0.1
1828.388	65.4627	0.1
1829.367	65.4507	0.1
1830.336	65.3263	0.1
1831.399	65.1197	0.1
1832.258	64.9138	0.1
1833.275	64.8309	0.1
1834.381	64.8528	0.1
1835.277	64.9729	0.1
1836.321	65.1352	0.1
1837.384	65.2931	0.1
1838.343	65.3932	0.1
1839.367	65.4185	0.1
1840.327	65.4578	0.1
1841.319	65.4217	0.1
1842.339	65.3117	0.1
1843.388	65.2014	0.1
1844.476	65.1225	0.1
1845.505	65.1541	0.1
1846.402	65.25	0.1
1847.354	65.3206	0.1
1848.328	65.3373	0.1
1849.308	65.3827	0.1
1850.203	65.4187	0.1
1851.197	65.5182	0.1
1852.257	65.5582	0.1
1853.291	65.6344	0.1
1854.303	65.7413	0.1
1855.293	65.7248	0.1
1856.28	65.7804	0.1
1857.269	65.784	0.1
1858.244	65.7359	0.1
1859.327	65.7392	0.1
1860.354	65.6712	0.1
1861.302	65.6846	0.1
1862.334	65.7613	0.1
1863.373	65.8146	0.1
1864.268	65.8124	0.1
1865.293	65.6896	0.1
1866.328	65.5435	0.1
1867.349	65.4751	0.1
1868.31	65.5144	0.1
1869.235	65.64	0.1
1870.167	65.7793	0.1
1871.111	65.9446	0.1
1872.017	66.1279	0.1
1873.008	66.2191	0.1
1873.981	66.2658	0.1
1874.977	66.1958	0.1
1875.96	66.1082	0.1
1877.006	66.093	0.1
1878.057	66.1172	0.1
1879.095	66.1775	0.1
1880.155	66.1715	0.1
1881.142	66.082	0.1
1882.144	66.036	0.1
1883.223	65.9743	0.1
1884.234	65.967	0.1
1885.28	66.0202	0.1
1886.297	66.0436	0.1
1887.32	66.0448	0.1
1888.314	65.9952	0.1
1889.397	65.9348	0.1
1890.414	66.0183	0.1
1891.398	66.1894	0.1
1892.463	66.4238	0.1
1893.532	66.7174	0.1
1894.433	66.9314	0.1
1895.513	67.1678	0.1
1896.541	67.2996	0.1
1897.451	67.4211	0.1
1898.469	67.5266	0.1
1899.538	67.5666	0.1
1900.551	67.5788	0.1
1901.649	67.5425	0.1
1902.722	67.5423	0.1
1903.763	67.5655	0.1
1904.81	67.5927	0.1
1905.891	67.6008	0.1
1906.833	67.6106	0.1
1907.861	67.6802	0.1
1908.887	67.7739	0.1
1909.889	67.8443	0.1
1910.951	67.8496	0.1
1912.087	67.8327	0.1
1913.186	67.8224	0.1
1914.186	67.8224	0.1
1915.162	67.8788	0.1
1916.144	67.9312	0.1
1917.219	67.975	0.1
1918.307	68.1648	0.1
1919.436	68.3249	0.1
1920.52	68.5237	0.1
1921.524	68.7113	0.1
1922.539	68.7177	0.1
1923.67	68.6815	0.1
1924.72	68.6025	0.1
1925.834	68.5711	0.1
1926.958	68.5329	0.1
1928.106	68.6221	0.1
1929.184	68.7586	0.1
1930.203	68.9463	0.1
1931.372	69.1477	0.1
1932.525	69.3069	0.1
1933.599	69.3291	0.1
1934.778	69.3199	0.1
1935.937	69.3696	0.1
1937.018	69.5986	0.1
1938.068	69.8548	0.1
1939.136	70.1439	0.1
1940.29	70.2822	0.1
1941.494	70.3244	0.1
1942.566	70.3601	0.1
1943.715	70.5785	0.1
1944.907	70.802	0.1
1946.045	71.0534	0.1
1947.139	71.2576	0.1
1948.233	71.3419	0.1
1949.382	71.4055	0.1
1950.585	71.4128	0.1
1951.778	71.4621	0.1
1952.839	71.5803	0.1
1954.032	71.6985	0.1
1955.334	71.7719	0.1
1956.581	71.7609	0.1
1957.85	71.7406	0.1
1959.196	71.7864	0.1
1960.378	71.9919	0.1
1961.636	72.3068	0.1
1962.85	72.5578	0.1
1963.977	72.669	0.1
1965.126	72.7533	0.1
1966.275	72.8347	0.1
1967.424	72.9503	0.1
1968.572	73.0617	0.1
1969.721	73.2379	0.1
1970.793	73.5117	0.1
1971.877	73.7177	0.1
1973.003	73.8906	0.1
1974.13	73.987	0.1
1975.203	74.0852	0.1
1976.286	74.2342	0.1
1977.478	74.3137	0.1
1978.419	74.2849	0.1
1979.568	74.1422	0.1
1980.487	73.8188	0.1
1981.483	73.53	0.1
1982.434	73.1808	0.1
1983.562	72.8598	0.1
1984.59	72.5792	0.1
1985.531	72.4013	0.1
1986.494	72.1724	0.1
1987.446	72.0507	0.1
1988.376	71.871	0.1
1989.448	71.6918	0.1
1990.323	71.3914	0.1
1991.384	71.137	0.1
1992.336	70.8845	0.1
1993.31	70.6849	0.1
1994.262	70.4806	0.1
1995.192	70.2324	0.1
1996.034	70.0542	0.1
1996.986	69.7503	0.1
1997.85	69.4938	0.1
1998.736	69.1982	0.1
1999.579	68.9039	0.1
2000.443	68.7164	0.1
2001.384	68.663	0.1
2002.205	68.5984	0.1
2003.08	68.5838	0.1
2003.911	68.3245	0.1
2004.798	68.1194	0.1
2005.629	67.8927	0.1
2006.526	67.7333	0.1
2007.434	67.7259	0.1
2008.332	67.7134	0.1
2009.207	67.5983	0.1
2010.148	67.5181	0.1
2010.925	67.3148	0.1
2011.756	67.1307	0.1
2012.752	66.9205	0.1
2013.616	66.6759	0.1
2014.415	66.5446	0.1
2015.416	66.4526	0.1
2016.45	66.4249	0.1
2017.303	66.4682	0.1
2018.102	66.54	0.1
2018.988	66.6129	0.1
2019.841	66.7702	0.1
2020.748	66.841	0.1
2021.614	66.9757	0.1
2022.529	67.0434	0.1
2023.502	67.1845	0.1
2024.436	67.3422	0.1
2025.254	67.5443	0.1
2026.145	67.7074	0.1
2026.877	67.7971	0.1
2027.737	67.921	0.1
2028.55	68.0217	0.1
2029.476	68.0686	0.1
2030.41	68.1758	0.1
2031.311	68.3073	0.1
2032.167	68.4905	0.1
2033.093	68.6448	0.1
2034.048	68.8031	0.1
2034.892	68.8555	0.1
2035.846	68.8438	0.1
2036.815	68.765	0.1
2037.77	68.6762	0.1
2038.706	68.7674	0.1
2039.575	69.0273	0.1
2040.467	69.2936	0.1
2041.364	69.4458	0.1
2042.188	69.6514	0.1
2043.01	69.7142	0.1
2043.861	69.7029	0.1
2044.788	69.6913	0.1
2045.636	69.655	0.1
2046.527	69.7718	0.1
2047.443	70.0707	0.1
2048.384	70.4011	0.1
2049.284	70.8109	0.1
2050.271	71.0456	0.1
2051.218	71.1735	0.1
2052.064	71.2224	0.1
2052.972	71.2794	0.1
2053.89	71.3412	0.1
2054.826	71.4232	0.1
2055.66	71.4801	0.1
2056.583	71.4896	0.1
2057.416	71.5081	0.1
2058.228	71.3957	0.1
2059.104	71.2277	0.1
2060.039	71.1258	0.1
2060.88	71.0911	0.1
2061.733	71.1105	0.1
2062.692	71.2302	0.1
2063.598	71.4068	0.1
2064.418	71.5759	0.1
2065.269	71.7696	0.1
2066.127	71.9224	0.1
2067.093	72.0381	0.1
2067.958	72.1558	0.1
2068.831	72.2116	0.1
2069.774	72.2276	0.1
2070.617	72.1914	0.1
2071.484	72.0523	0.1
2072.372	71.9749	0.1
2073.293	71.9209	0.1
2074.312	71.9413	0.1
2075.237	71.9659	0.1
2076.22	71.9633	0.1
2077.142	72.0058	0.1
2078.059	72.1138	0.1
2078.996	72.3025	0.1
2079.982	72.4927	0.1
2080.924	72.6543	0.1
2081.844	72.8365	0.1
2082.788	72.916	0.1
2083.734	73.0123	0.1
2084.716	73.0603	0.1
2085.704	73.1856	0.1
2086.677	73.3821	0.1
2087.576	73.5537	0.1
2088.542	73.6944	0.1
2089.518	73.8129	0.1
2090.483	73.8779	0.1
2091.458	74.0255	0.1
2092.462	74.2134	0.1
2093.404	74.4739	0.1
2094.4	74.6922	0.1
2095.399	74.7651	0.1
2096.375	74.7878	0.1
2097.339	74.6979	0.1
2098.43	74.6896	0.1
2099.421	74.7277	0.1
2100.417	74.8535	0.1
2101.392	74.9204	0.1
2102.299	74.9506	0.1
2103.194	75.016	0.1
2104.206	75.0987	0.1
2105.181	75.2084	0.1
2106.119	75.2592	0.1
2107.187	75.2501	0.1
2108.198	75.2349	0.1
2109.283	75.315	0.1
2110.272	75.3941	0.1
2111.223	75.5251	0.1
2112.103	75.6077	0.1
2112.922	75.6676	0.1
2113.87	75.692	0.1
2114.826	75.7187	0.1
2115.714	75.7141	0.1
2116.714	75.6754	0.1
2117.599	75.6374	0.1
2118.463	75.5796	0.1
2119.309	75.4037	0.1
2120.334	75.2054	0.1
2121.262	74.9393	0.1
2122.194	74.7281	0.1
2123.166	74.658	0.1
2124.127	74.6609	0.1
2125.057	74.6815	0.1
2125.951	74.6691	0.1
2126.903	74.6185	0.1
2127.756	74.4919	0.1
2128.559	74.2993	0.1
2129.463	73.9576	0.1
2130.444	73.4553	0.1
2131.347	73.0056	0.1
2132.285	72.7315	0.1
2133.163	72.6996	0.1
2134.048	72.7562	0.1
2134.938	72.7884	0.1
2135.827	72.7981	0.1
2136.755	72.7151	0.1
2137.657	72.6184	0.1
2138.579	72.6078	0.1
2139.541	72.6705	0.1
2140.431	72.7382	0.1
2141.396	72.7293	0.1
2142.219	72.6294	0.1
2143.171	72.5008	0.1
2144.091	72.3604	0.1
2145.072	72.1783	0.1
2145.999	72.0125	0.1
2146.88	71.8843	0.1
2147.833	71.9036	0.1
2148.831	72.0171	0.1
2149.781	72.2145	0.1
2150.7	72.2502	0.1
2151.625	72.1967	0.1
2152.605	72.0962	0.1
2153.573	72.0918	0.1
2154.551	72.2111	0.1
2155.468	72.3037	0.1
2156.397	72.4345	0.1
2157.358	72.4604	0.1
2158.388	72.5382	0.1
2159.354	72.5224	0.1
2160.345	72.5637	0.1
2161.241	72.5723	0.1
2162.258	72.6031	0.1
2163.146	72.7218	0.1
2164.092	72.8164	0.1
2165.047	72.8949	0.1
2165.963	72.907	0.1
2166.856	72.9362	0.1
2167.734	72.97	0.1
2168.629	72.9557	0.1
2169.527	72.8854	0.1
2170.41	72.7938	0.1
2171.253	72.7277	0.1
2172.115	72.7201	0.1
2173.067	72.6549	0.1
2173.981	72.5681	0.1
2174.843	72.4195	0.1
2175.728	72.3338	0.1
2176.483	72.272	0.1
2177.314	72.1734	0.1
2178.169	71.9839	0.1
2179.004	71.7102	0.1
2179.851	71.3991	0.1
2180.778	71.2055	0.1
2181.599	70.9749	0.1
2182.41	70.7945	0.1
2183.292	70.5935	0.1
2184.169	70.3542	0.1
2184.997	70.1342	0.1
2185.815	69.9804	0.1
2186.594	69.8101	0.1
2187.483	69.7084	0.1
2188.287	69.5954	0.1
2189.24	69.4565	0.1
2190.052	69.3659	0.1
2190.91	69.3048	0.1
2191.732	69.2373	0.1
2192.572	69.0968	0.1
2193.471	68.8867	0.1
2194.275	68.6316	0.1
2195.166	68.5571	0.1
2196.007	68.6044	0.1
2196.803	68.67	0.1
2197.566	68.7642	0.1
2198.356	68.7907	0.1
2199.274	68.6796	0.1
2200.107	68.5591	0.1
2200.906	68.4769	0.1
2201.848	68.4135	0.1
2202.714	68.409	0.1
2203.641	68.3374	0.1
2204.55	68.3312	0.1
2205.442	68.4105	0.1
2206.262	68.5245	0.1
2207.11	68.6008	0.1
2208.011	68.5489	0.1
2208.787	68.4636	0.1
2209.685	68.3654	0.1
2210.474	68.374	0.1
2211.358	68.4131	0.1
2212.225	68.432	0.1
2213.084	68.4426	0.1
2213.876	68.4033	0.1
2214.779	68.4202	0.1
2215.582	68.4458	0.1
2216.394	68.5807	0.1
2217.304	68.7839	0.1
2218.199	68.9158	0.1
2219.029	69.0232	0.1
2219.91	69.1129	0.1
2220.776	69.1023	0.1
2221.713	69.0898	0.1
2222.628	68.8789	0.1
2223.487	68.7379	0.1
2224.321	68.6236	0.1
2225.248	68.6036	0.1
2226.11	68.6332	0.1
2226.963	68.6962	0.1
2227.98	68.802	0.1
2228.911	68.9629	0.1
2229.979	69.1694	0.1
2230.903	69.2992	0.1
2231.793	69.4745	0.1
2232.755	69.6794	0.1
2233.538	69.8836	0.1
2234.409	70.1818	0.1
2235.279	70.5305	0.1
2236.117	70.7962	0.1
2236.965	71.1575	0.1
2237.881	71.4143	0.1
2238.768	71.6913	0.1
2239.55	71.9571	0.1
2240.459	72.1599	0.1
2241.391	72.3336	0.1
2242.274	72.4389	0.1
2243.172	72.5634	0.1
2244.051	72.7686	0.1
2244.88	72.9394	0.1
2245.83	73.2139	0.1
2246.63	73.4706	0.1
2247.499	73.5684	0.1
2248.388	73.6568	0.1
2249.152	73.5381	0.1
2250.131	73.3207	0.1
2250.962	73.0934	0.1
2251.911	72.8739	0.1
2252.755	72.7994	0.1
2253.604	72.9072	0.1
2254.511	73.0343	0.1
2255.332	73.2318	0.1
2256.24	73.3785	0.1
2256.995	73.5387	0.1
2257.797	73.6489	0.1
2258.575	73.8076	0.1
2259.449	73.9935	0.1
2260.308	74.0933	0.1
2261.139	74.192	0.1
2261.983	74.2053	0.1
2262.815	74.1066	0.1
2263.745	74.0327	0.1
2264.586	74.0817	0.1
2265.416	74.0703	0.1
2266.321	74.1233	0.1
2267.049	74.1646	0.1
2267.849	74.1588	0.1
2268.724	74.2443	0.1
2269.56	74.3253	0.1
2270.34	74.3297	0.1
2271.098	74.3094	0.1
2271.952	74.1685	0.1
2272.795	74.0514	0.1
2273.609	73.9348	0.1
2274.374	73.8415	0.1
2275.145	73.785	0.1
2275.943	73.6677	0.1
2276.726	73.6824	0.1
2277.616	73.7553	0.1
2278.456	73.9392	0.1
2279.204	74.0721	0.1
2279.974	74.1111	0.1
2280.749	74.1464	0.1
2281.527	74.1411	0.1
2282.281	74.2172	0.1
2283.074	74.1999	0.1
2283.867	74.1405	0.1
2284.646	74.0589	0.1
2285.505	73.9187	0.1
2286.252	73.8755	0.1
2287.061	73.9142	0.1
2287.918	73.9375	0.1
2288.728	74.0101	0.1
2289.472	74.0156	0.1
2290.268	74.0595	0.1
2291.097	74.1906	0.1
2291.938	74.2859	0.1
2292.778	74.3352	0.1
2293.605	74.361	0.1
2294.432	74.4931	0.1
2295.299	74.6879	0.1
2296.152	74.9123	0.1
2296.98	75.056	0.1
2297.82	75.1189	0.1
2298.586	75.1782	0.1
2299.368	75.2455	0.1
2300.1789	75.4419	0.1
2300.9269	75.6883	0.1
2301.6952	75.9092	0.1
2302.5675	76.1804	0.1
2303.3525	76.4153	0.1
2304.0895	76.6837	0.1
2304.8905	76.8705	0.1
2305.6065	77.0133	0.1
2306.3145	77.1382	0.1
2307.1175	77.2848	0.1
2307.9045	77.3775	0.1
2308.6249	77.4823	0.1
2309.3855	77.5605	0.1
2310.0525	77.6711	0.1
2310.7001	77.8332	0.1
2311.3907	77.9685	0.1
2312.1055	78.0348	0.1
2312.8545	78.0202	0.1
2313.5025	77.9911	0.1
2314.2203	77.9421	0.1
2314.9108	77.8933	0.1
2315.6555	77.8008	0.1
2316.3798	77.6122	0.1
2317.0472	77.4538	0.1
2317.7635	77.1957	0.1
2318.4955	77.0502	0.1
2319.2301	76.9612	0.1
2319.9595	76.915	0.1
2320.7749	76.8975	0.1
2321.5134	76.863	0.1
2322.2215	76.7827	0.1
2322.8535	76.6625	0.1
2323.4865	76.543	0.1
2324.1793	76.4185	0.1
2324.8327	76.32	0.1
2325.4765	76.3436	0.1
2326.0765	76.3402	0.1
2326.7015	76.3565	0.1
2327.4165	76.3196	0.1
2328.0481	76.1999	0.1
2328.7285	76.0366	0.1
2329.3815	75.9617	0.1
2330.0975	76.0051	0.1
2330.7445	76.0991	0.1
2331.4925	76.2329	0.1
2332.1055	76.3137	0.1
2332.7815	76.3056	0.1
2333.4105	76.3852	0.1
2333.9845	76.4377	0.1
2334.5563	76.5079	0.1
2335.1635	76.5818	0.1
2335.7454	76.5497	0.1
2336.3875	76.5148	0.1
2337.0435	76.5112	0.1
2337.7894	76.4768	0.1
2338.4594	76.4252	0.1
2339.2182	76.2799	0.1
2339.9194	76.0573	0.1
2340.6554	75.7425	0.1
2341.4104	75.4422	0.1
2342.0804	75.2696	0.1
2342.7494	75.257	0.1
2343.4534	75.3402	0.1
2344.0924	75.4315	0.1
2344.7724	75.4694	0.1
2345.4034	75.5794	0.1
2345.9464	75.7482	0.1
2346.4964	75.874	0.1
2347.0844	76.0022	0.1
2347.6503	76.052	0.1
2348.2194	76.0893	0.1
2348.8341	76.1247	0.1
2349.4353	76.066	0.1
2350.0213	76.0375	0.1
2350.5896	75.8902	0.1
2351.2109	75.7737	0.1
2351.8163	75.7063	0.1
2352.3992	75.6574	0.1
2352.9823	75.7212	0.1
2353.6293	75.8762	0.1
2354.2014	76.1315	0.1
2354.7473	76.3724	0.1
2355.2673	76.6394	0.1
2355.8673	76.8674	0.1
2356.4313	77.0687	0.1
2357.0213	77.1181	0.1
2357.5615	77.0286	0.1
2358.1657	76.898	0.1
2358.7394	76.6368	0.1
2359.2977	76.4587	0.1
2359.7657	76.2288	0.1
2360.2091	75.9991	0.1
2360.6983	75.7393	0.1
2361.1782	75.5026	0.1
2361.6693	75.2552	0.1
2362.1985	75.0604	0.1
2362.705	74.8271	0.1
2363.2212	74.5918	0.1
2363.7609	74.293	0.1
2364.2876	74.1428	0.1
2364.867	74.066	0.1
2365.3966	74.1379	0.1
2365.9286	74.2457	0.1
2366.4517	74.3483	0.1
2366.9871	74.3981	0.1
2367.4675	74.4072	0.1
2368.0438	74.3656	0.1
2368.5467	74.3097	0.1
2369.0396	74.259	0.1
2369.5256	74.2131	0.1
2370.0245	74.154	0.1
2370.5266	74.07	0.1
2370.9726	73.9869	0.1
2371.5141	73.8469	0.1
2372.0059	73.7107	0.1
2372.4539	73.5334	0.1
2372.9496	73.4118	0.1
2373.4466	73.3659	0.1
2373.9276	73.3437	0.1
2374.4026	73.2794	0.1
2374.8846	73.212	0.1
2375.4236	73.0618	0.1
2375.857	72.9096	0.1
2376.3504	72.7616	0.1
2376.7835	72.5734	0.1
2377.2349	72.3483	0.1
2377.7417	72.2706	0.1
2378.2607	72.3486	0.1
2378.7207	72.5553	0.1
2379.2227	72.8196	0.1
2379.7337	73.0456	0.1
2380.3067	73.2212	0.1
2380.8839	73.3179	0.1
2381.4187	73.3593	0.1
2381.9454	73.3457	0.1
2382.4487	73.3674	0.1
2382.968	73.2768	0.1
2383.4552	73.1775	0.1
2383.9562	73.0815	0.1
2384.4132	73.0152	0.1
2384.8162	72.98	0.1
2385.2952	72.9909	0.1
2385.7842	72.9964	0.1
2386.3012	72.9254	0.1
2386.7272	72.9131	0.1
2387.2086	72.8976	0.1
2387.6521	72.9305	0.1
2388.0271	73.0119	0.1
2388.4351	73.0635	0.1
2388.8701	73.1522	0.1
2389.2982	73.2219	0.1
2389.7661	73.3048	0.1
2390.2341	73.3709	0.1
2390.7061	73.43	0.1
2391.1271	73.5209	0.1
2391.6061	73.5768	0.1
2392.0761	73.6514	0.1
2392.5701	73.7313	0.1
2393.0732	73.8217	0.1
2393.5221	73.8458	0.1
2393.9718	73.9296	0.1
2394.5388	73.9613	0.1
2395.0001	74.0833	0.1
2395.4414	74.2842	0.1
2395.8945	74.4306	0.1
2396.3041	74.5127	0.1
2396.7476	74.5606	0.1
2397.1968	74.5643	0.1
2397.6549	74.6052	0.1
2398.1069	74.6065	0.1
2398.6068	74.4747	0.1
2399.0378	74.2233	0.1
2399.4129	73.9864	0.1
2399.7799	73.7594	0.1
2400.1809	73.59	0.1
2400.5599	73.4496	0.1
2400.9549	73.2968	0.1
2401.3289	73.1795	0.1
2401.7683	73.0606	0.1
2402.2287	72.9686	0.1
2402.6447	72.9727	0.1
2403.0563	72.9959	0.1
2403.4694	73.0066	0.1
2403.8324	72.9352	0.1
2404.2227	72.8207	0.1
2404.5684	72.69	0.1
2404.9594	72.6063	0.1
2405.3904	72.6003	0.1
2405.8174	72.6595	0.1
2406.222	72.8039	0.1
2406.5804	72.9682	0.1
2406.9989	73.1593	0.1
2407.3824	73.2241	0.1
2407.7354	73.207	0.1
2408.1774	73.1776	0.1
2408.5514	73.127	0.1
2408.9824	73.0948	0.1
2409.365	73.0652	0.1
2409.7354	73.0361	0.1
2410.1254	72.9049	0.1
2410.4734	72.7612	0.1
2410.8294	72.6111	0.1
2411.2214	72.4318	0.1
2411.6064	72.2755	0.1
2411.9814	72.0943	0.1
2412.3446	71.8825	0.1
2412.6874	71.6931	0.1
2413.0594	71.5183	0.1
2413.4764	71.473	0.1
2413.8774	71.3897	0.1
2414.2904	71.3095	0.1
2414.6524	71.192	0.1
2415.0794	71.0367	0.1
2415.4594	70.8263	0.1
2415.8299	70.6624	0.1
2416.2164	70.5116	0.1
2416.5964	70.4554	0.1
2416.9444	70.5201	0.1
2417.3184	70.6366	0.1
2417.6914	70.7328	0.1
2418.0564	70.8449	0.1
2418.4374	70.9671	0.1
2418.8394	71.0237	0.1
2419.2534	71.0001	0.1
2419.6374	70.9377	0.1
2420.0164	70.8029	0.1
2420.3964	70.7451	0.1
2420.7454	70.7627	0.1
2421.0854	70.8122	0.1
2421.4746	70.9533	0.1
2421.846	71.0989	0.1
2422.196	71.2287	0.1
2422.5893	71.297	0.1
2422.906	71.3041	0.1
2423.246	71.2622	0.1
2423.594	71.2732	0.1
2423.896	71.2923	0.1
2424.2	71.3213	0.1
2424.52	71.4207	0.1
2424.8884	71.5098	0.1
2425.232	71.5495	0.1
2425.57	71.6382	0.1
2426.05	71.6408	0.1
2426.446	71.6401	0.1
2426.886	71.6886	0.1
2427.3137	71.735	0.1
2427.6397	71.8912	0.1
2427.9967	72.0123	0.1
2428.3417	72.1727	0.1
2428.7127	72.3059	0.1
2429.1007	72.4185	0.1
2429.4527	72.5128	0.1
2429.7962	72.6513	0.1
2430.1437	72.7921	0.1
2430.4887	72.9673	0.1
2430.8617	73.0623	0.1
2431.2237	73.116	0.1
2431.5987	73.0882	0.1
2431.9551	73.0745	0.1
2432.2967	73.054	0.1
2432.6887	73.0617	0.1
2433.0406	73.0902	0.1
2433.4199	73.1099	0.1
2433.7931	73.1582	0.1
2434.1436	73.2073	0.1
2434.5026	73.2838	0.1
2434.8233	73.3815	0.1
2435.1946	73.482	0.1
2435.5652	73.5462	0.1
2435.9416	73.6026	0.1
2436.3219	73.595	0.1
2436.6858	73.5603	0.1
2437.0348	73.5117	0.1
2437.3358	73.4494	0.1
2437.6463	73.4095	0.1
2438.0008	73.4198	0.1
2438.3343	73.4841	0.1
2438.6683	73.5441	0.1
2438.9953	73.6133	0.1
2439.3963	73.6802	0.1
2439.7626	73.7061	0.1
2440.1256	73.7589	0.1
2440.5046	73.8283	0.1
2440.8113	73.9097	0.1
2441.1566	74.0969	0.1
2441.4636	74.2841	0.1
2441.7526	74.513	0.1
2442.0874	74.795	0.1
2442.4427	74.988	0.1
2442.7557	75.165	0.1
2443.0745	75.2859	0.1
2443.4226	75.2969	0.1
2443.7316	75.245	0.1
2444.0156	75.1448	0.1
2444.3186	74.9466	0.1
2444.6096	74.6901	0.1
2444.9346	74.5629	0.1
2445.2836	74.4551	0.1
2445.6316	74.441	0.1
2445.9716	74.4927	0.1
2446.2743	74.4803	0.1
2446.5473	74.4794	0.1
2446.8413	74.4683	0.1
2447.1214	74.4408	0.1
2447.4133	74.4632	0.1
2447.7313	74.4917	0.1
2448.0568	74.4952	0.1
2448.3676	74.5	0.1
2448.6733	74.4502	0.1
2449.0443	74.3788	0.1
2449.3383	74.3441	0.1
2449.6133	74.2921	0.1
2449.9473	74.2369	0.1
2450.2863	74.1651	0.1
2450.5973	74.0368	0.1
2450.9173	73.9313	0.1
2451.2095	73.8048	0.1
2451.5335	73.7157	0.1
2451.8525	73.6633	0.1
2452.1415	73.5965	0.1
2452.5139	73.5051	0.1
2452.8102	73.331	0.1
2453.1372	73.1168	0.1
2453.4315	72.9055	0.1
2453.7472	72.7685	0.1
2454.0395	72.689	0.1
2454.3285	72.6994	0.1
2454.6495	72.7179	0.1
2454.9465	72.7238	0.1
2455.2834	72.6888	0.1
2455.6244	72.6387	0.1
2455.9694	72.5384	0.1
2456.3054	72.3211	0.1
2456.6254	72.0967	0.1
2456.9084	71.9159	0.1
2457.2164	71.7626	0.1
2457.5204	71.6395	0.1
2457.8114	71.5858	0.1
2458.1314	71.5829	0.1
2458.4444	71.5967	0.1
2458.7624	71.5979	0.1
2459.0981	71.5625	0.1
2459.3881	71.5183	0.1
2459.6804	71.4678	0.1
2459.9804	71.4352	0.1
2460.2718	71.4491	0.1
2460.5804	71.4956	0.1
2460.8783	71.5831	0.1
2461.2114	71.6552	0.1
2461.5435	71.6758	0.1
2461.8794	71.6122	0.1
2462.2078	71.5054	0.1
2462.5108	71.4144	0.1
2462.8402	71.4297	0.1
2463.1588	71.565	0.1
2463.4443	71.736	0.1
2463.7493	71.8769	0.1
2464.0823	71.9667	0.1
2464.4008	72.008	0.1
2464.7183	72.0199	0.1
2465.0163	72.0037	0.1
2465.2875	71.9767	0.1
2465.5905	71.9654	0.1
2465.9155	71.9716	0.1
2466.2438	71.9999	0.1
2466.5434	71.9987	0.1
2466.8294	71.9555	0.1
2467.1584	71.9161	0.1
2467.4534	71.9332	0.1
2467.7654	71.9421	0.1
2468.1094	71.9627	0.1
2468.3904	71.9696	0.1
2468.6974	71.931	0.1
2468.9684	71.8961	0.1
2469.2799	71.8279	0.1
2469.5534	71.8372	0.1
2469.8724	71.8623	0.1
2470.1944	71.9411	0.1
2470.5174	72.0556	0.1
2470.8364	72.142	0.1
2471.1574	72.2728	0.1
2471.4807	72.3257	0.1
2471.7926	72.3318	0.1
2472.0766	72.2861	0.1
2472.3726	72.209	0.1
2472.6628	72.1468	0.1
2472.9744	72.1463	0.1
2473.2692	72.2122	0.1
2473.5834	72.3091	0.1
2473.9053	72.4581	0.1
2474.1894	72.5693	0.1
2474.4754	72.6655	0.1
2474.7771	72.7712	0.1
2475.0874	72.8051	0.1
2475.3792	72.8166	0.1
2475.6724	72.8826	0.1
2475.9634	72.9301	0.1
2476.2464	73.0609	0.1
2476.5684	73.214	0.1
2476.8634	73.3279	0.1
2477.1384	73.4188	0.1
2477.4584	73.4915	0.1
2477.7704	73.5428	0.1
2478.0534	73.5538	0.1
2478.3818	73.5225	0.1
2478.7027	73.496	0.1
2479.0287	73.4743	0.1
2479.3217	73.4772	0.1
2479.6137	73.5015	0.1
2479.8955	73.5395	0.1
2480.2077	73.5854	0.1
2480.5247	73.6259	0.1
2480.8417	73.6126	0.1
2481.1697	73.6062	0.1
2481.5037	73.6719	0.1
2481.8351	73.8089	0.1
2482.1737	73.9021	0.1
2482.5144	73.9257	0.1
2482.8564	73.9477	0.1
2483.1834	73.9926	0.1
2483.4659	74.0275	0.1
2483.7784	74.0977	0.1
2484.0524	74.1205	0.1
2484.3681	74.1279	0.1
2484.7351	74.1628	0.1
2485.0491	74.2273	0.1
2485.363	74.3574	0.1
2485.6669	74.4795	0.1
2485.9548	74.601	0.1
2486.2293	74.694	0.1
2486.5308	74.7503	0.1
2486.8498	74.7636	0.1
2487.1578	74.7449	0.1
2487.4948	74.7383	0.1
2487.8225	74.7042	0.1
2488.1398	74.7123	0.1
2488.4678	74.7391	0.1
2488.7818	74.8205	0.1
2489.0839	74.9545	0.1
2489.4009	75.0476	0.1
2489.7239	75.1337	0.1
2490.0629	75.163	0.1
2490.4359	75.2201	0.1
2490.7328	75.3012	0.1
2491.0689	75.4059	0.1
2491.3959	75.5229	0.1
