Age [a] (b2k),Depth ice/snow [m] (NGRIP1),Depth ice/snow [m] (NGRIP2),MCE [a],comb_ngrip
37036,,2036.435,1414,2036.435
37037,,2036.458,1414,2036.458
37038,,2036.473,1414,2036.473
37039,,2036.497,1414,2036.497
37040,,2036.519,1414,2036.519
37041,,2036.543,1414,2036.543
37042,,2036.559,1414,2036.559
37043,,2036.58,1414,2036.58
37044,,2036.609,1414,2036.609
37045,,2036.632,1414,2036.632
37046,,2036.653,1414,2036.653
37047,,2036.679,1414,2036.679
37048,,2036.69,1414,2036.69
37049,,2036.718,1414,2036.718
37050,,2036.735,1415,2036.735
37051,,2036.76,1415,2036.76
37052,,2036.78,1415,2036.78
37053,,2036.811,1415,2036.811
37054,,2036.835,1415,2036.835
37055,,2036.855,1415,2036.855
37056,,2036.874,1415,2036.874
37057,,2036.901,1415,2036.901
37058,,2036.923,1415,2036.923
37059,,2036.95,1415,2036.95
37060,,2036.963,1415,2036.963
37061,,2036.986,1415,2036.986
37062,,2037.004,1415,2037.004
37063,,2037.023,1415,2037.023
37064,,2037.047,1415,2037.047
37065,,2037.082,1415,2037.082
37066,,2037.103,1415,2037.103
37067,,2037.123,1415,2037.123
37068,,2037.155,1415,2037.155
37069,,2037.168,1415,2037.168
37070,,2037.182,1415,2037.182
37071,,2037.199,1415,2037.199
37072,,2037.217,1415,2037.217
37073,,2037.239,1415,2037.239
37074,,2037.259,1415,2037.259
37075,,2037.285,1415,2037.285
37076,,2037.303,1415,2037.303
37077,,2037.325,1415,2037.325
37078,,2037.342,1415,2037.342
37079,,2037.36,1416,2037.36
37080,,2037.385,1416,2037.385
37081,,2037.406,1416,2037.406
37082,,2037.427,1416,2037.427
37083,,2037.45,1416,2037.45
37084,,2037.468,1416,2037.468
37085,,2037.485,1416,2037.485
37086,,2037.505,1416,2037.505
37087,,2037.521,1416,2037.521
37088,,2037.539,1416,2037.539
37089,,2037.563,1416,2037.563
37090,,2037.587,1416,2037.587
37091,,2037.601,1416,2037.601
37092,,2037.627,1416,2037.627
37093,,2037.644,1416,2037.644
37094,,2037.668,1416,2037.668
37095,,2037.685,1416,2037.685
37096,,2037.713,1416,2037.713
37097,,2037.729,1416,2037.729
37098,,2037.75,1416,2037.75
37099,,2037.776,1416,2037.776
37100,,2037.796,1416,2037.796
37101,,2037.821,1416,2037.821
37102,,2037.839,1416,2037.839
37103,,2037.862,1416,2037.862
37104,,2037.884,1416,2037.884
37105,,2037.899,1416,2037.899
37106,,2037.917,1416,2037.917
37107,,2037.952,1416,2037.952
37108,,2037.974,1416,2037.974
37109,,2037.998,1416,2037.998
37110,,2038.017,1417,2038.017
37111,,2038.04,1417,2038.04
37112,,2038.055,1417,2038.055
37113,,2038.073,1417,2038.073
37114,,2038.09,1417,2038.09
37115,,2038.107,1417,2038.107
37116,,2038.124,1417,2038.124
37117,,2038.147,1417,2038.147
37118,,2038.174,1417,2038.174
37119,,2038.194,1417,2038.194
37120,,2038.228,1417,2038.228
37121,,2038.245,1417,2038.245
37122,,2038.274,1417,2038.274
37123,,2038.292,1417,2038.292
37124,,2038.308,1417,2038.308
37125,,2038.324,1417,2038.324
37126,,2038.343,1417,2038.343
37127,,2038.364,1417,2038.364
37128,,2038.389,1417,2038.389
37129,,2038.415,1417,2038.415
37130,,2038.432,1417,2038.432
37131,,2038.454,1417,2038.454
37132,,2038.478,1417,2038.478
37133,,2038.493,1418,2038.493
37134,,2038.521,1418,2038.521
37135,,2038.561,1418,2038.561
37136,,2038.581,1418,2038.581
37137,,2038.598,1418,2038.598
37138,,2038.62,1418,2038.62
37139,,2038.635,1419,2038.635
37140,,2038.659,1419,2038.659
37141,,2038.69,1419,2038.69
37142,,2038.706,1419,2038.706
37143,,2038.732,1419,2038.732
37144,,2038.753,1419,2038.753
37145,,2038.772,1419,2038.772
37146,,2038.795,1419,2038.795
37147,,2038.812,1419,2038.812
37148,,2038.835,1419,2038.835
37149,,2038.862,1419,2038.862
37150,,2038.888,1419,2038.888
37151,,2038.925,1419,2038.925
37152,,2038.943,1419,2038.943
37153,,2038.977,1419,2038.977
37154,,2038.996,1419,2038.996
37155,,2039.027,1419,2039.027
37156,,2039.051,1419,2039.051
37157,,2039.078,1419,2039.078
37158,,2039.108,1419,2039.108
37159,,2039.129,1419,2039.129
37160,,2039.156,1419,2039.156
37161,,2039.187,1419,2039.187
37162,,2039.218,1419,2039.218
37163,,2039.238,1419,2039.238
37164,,2039.265,1419,2039.265
37165,,2039.291,1419,2039.291
37166,,2039.334,1419,2039.334
37167,,2039.354,1419,2039.354
37168,,2039.38,1419,2039.38
37169,,2039.409,1419,2039.409
37170,,2039.428,1419,2039.428
37171,,2039.46,1419,2039.46
37172,,2039.487,1419,2039.487
37173,,2039.508,1420,2039.508
37174,,2039.523,1420,2039.523
37175,,2039.546,1420,2039.546
37176,,2039.577,1420,2039.577
37177,,2039.595,1420,2039.595
37178,,2039.633,1420,2039.633
37179,,2039.659,1420,2039.659
37180,,2039.679,1420,2039.679
37181,,2039.711,1420,2039.711
37182,,2039.735,1420,2039.735
37183,,2039.761,1420,2039.761
37184,,2039.786,1420,2039.786
37185,,2039.814,1420,2039.814
37186,,2039.846,1420,2039.846
37187,,2039.863,1420,2039.863
37188,,2039.885,1420,2039.885
37189,,2039.918,1420,2039.918
37190,,2039.953,1420,2039.953
37191,,2039.996,1420,2039.996
37192,,2040.026,1420,2040.026
37193,,2040.042,1420,2040.042
37194,,2040.062,1420,2040.062
37195,,2040.083,1420,2040.083
37196,,2040.107,1420,2040.107
37197,,2040.14,1420,2040.14
37198,,2040.162,1420,2040.162
37199,,2040.186,1420,2040.186
37200,,2040.222,1420,2040.222
37201,,2040.245,1420,2040.245
37202,,2040.269,1420,2040.269
37203,,2040.296,1420,2040.296
37204,,2040.317,1420,2040.317
37205,,2040.346,1420,2040.346
37206,,2040.366,1420,2040.366
37207,,2040.38,1420,2040.38
37208,,2040.419,1420,2040.419
37209,,2040.452,1420,2040.452
37210,,2040.47,1420,2040.47
37211,,2040.505,1420,2040.505
37212,,2040.541,1420,2040.541
37213,,2040.564,1420,2040.564
37214,,2040.596,1420,2040.596
37215,,2040.633,1420,2040.633
37216,,2040.667,1420,2040.667
37217,,2040.687,1420,2040.687
37218,,2040.71,1420,2040.71
37219,,2040.74,1420,2040.74
37220,,2040.765,1420,2040.765
37221,,2040.797,1420,2040.797
37222,,2040.825,1420,2040.825
37223,,2040.856,1420,2040.856
37224,,2040.883,1420,2040.883
37225,,2040.91,1420,2040.91
37226,,2040.933,1420,2040.933
37227,,2040.953,1420,2040.953
37228,,2040.98,1420,2040.98
37229,,2041.004,1420,2041.004
37230,,2041.028,1420,2041.028
37231,,2041.046,1420,2041.046
37232,,2041.082,1420,2041.082
37233,,2041.111,1420,2041.111
37234,,2041.129,1420,2041.129
37235,,2041.162,1420,2041.162
37236,,2041.187,1420,2041.187
37237,,2041.212,1420,2041.212
37238,,2041.246,1420,2041.246
37239,,2041.28,1420,2041.28
37240,,2041.312,1420,2041.312
37241,,2041.334,1420,2041.334
37242,,2041.368,1420,2041.368
37243,,2041.392,1420,2041.392
37244,,2041.416,1420,2041.416
37245,,2041.445,1420,2041.445
37246,,2041.466,1420,2041.466
37247,,2041.489,1421,2041.489
37248,,2041.517,1421,2041.517
37249,,2041.551,1421,2041.551
37250,,2041.569,1421,2041.569
37251,,2041.591,1421,2041.591
37252,,2041.617,1421,2041.617
37253,,2041.635,1421,2041.635
37254,,2041.656,1421,2041.656
37255,,2041.68,1421,2041.68
37256,,2041.712,1421,2041.712
37257,,2041.737,1421,2041.737
37258,,2041.768,1421,2041.768
37259,,2041.795,1421,2041.795
37260,,2041.829,1421,2041.829
37261,,2041.854,1421,2041.854
37262,,2041.873,1421,2041.873
37263,,2041.899,1421,2041.899
37264,,2041.931,1421,2041.931
37265,,2041.955,1421,2041.955
37266,,2041.983,1421,2041.983
37267,,2042.013,1421,2042.013
37268,,2042.036,1421,2042.036
37269,,2042.059,1421,2042.059
37270,,2042.087,1421,2042.087
37271,,2042.117,1421,2042.117
37272,,2042.144,1421,2042.144
37273,,2042.173,1421,2042.173
37274,,2042.212,1421,2042.212
37275,,2042.244,1421,2042.244
37276,,2042.264,1421,2042.264
37277,,2042.285,1421,2042.285
37278,,2042.314,1421,2042.314
37279,,2042.336,1421,2042.336
37280,,2042.361,1421,2042.361
37281,,2042.39,1421,2042.39
37282,,2042.414,1422,2042.414
37283,,2042.438,1422,2042.438
37284,,2042.458,1422,2042.458
37285,,2042.487,1422,2042.487
37286,,2042.519,1422,2042.519
37287,,2042.555,1422,2042.555
37288,,2042.59,1422,2042.59
37289,,2042.631,1422,2042.631
37290,,2042.657,1422,2042.657
37291,,2042.675,1422,2042.675
37292,,2042.693,1422,2042.693
37293,,2042.717,1422,2042.717
37294,,2042.747,1422,2042.747
37295,,2042.769,1422,2042.769
37296,,2042.8,1422,2042.8
37297,,2042.834,1422,2042.834
37298,,2042.856,1422,2042.856
37299,,2042.889,1422,2042.889
37300,,2042.916,1422,2042.916
37301,,2042.949,1422,2042.949
37302,,2042.982,1422,2042.982
37303,,2043.009,1422,2043.009
37304,,2043.038,1422,2043.038
37305,,2043.061,1422,2043.061
37306,,2043.1,1422,2043.1
37307,,2043.125,1422,2043.125
37308,,2043.148,1422,2043.148
37309,,2043.173,1422,2043.173
37310,,2043.198,1422,2043.198
37311,,2043.221,1422,2043.221
37312,,2043.251,1422,2043.251
37313,,2043.277,1422,2043.277
37314,,2043.309,1422,2043.309
37315,,2043.337,1422,2043.337
37316,,2043.367,1422,2043.367
37317,,2043.397,1422,2043.397
37318,,2043.42,1423,2043.42
37319,,2043.439,1423,2043.439
37320,,2043.459,1423,2043.459
37321,,2043.488,1423,2043.488
37322,,2043.514,1423,2043.514
37323,,2043.539,1423,2043.539
37324,,2043.567,1423,2043.567
37325,,2043.59,1424,2043.59
37326,,2043.613,1424,2043.613
37327,,2043.639,1424,2043.639
37328,,2043.662,1424,2043.662
37329,,2043.702,1424,2043.702
37330,,2043.734,1424,2043.734
37331,,2043.755,1424,2043.755
37332,,2043.771,1425,2043.771
37333,,2043.794,1425,2043.794
37334,,2043.825,1425,2043.825
37335,,2043.862,1425,2043.862
37336,,2043.891,1425,2043.891
37337,,2043.922,1425,2043.922
37338,,2043.945,1425,2043.945
37339,,2043.972,1425,2043.972
37340,,2044.006,1425,2044.006
37341,,2044.029,1425,2044.029
37342,,2044.054,1425,2044.054
37343,,2044.083,1425,2044.083
37344,,2044.116,1425,2044.116
37345,,2044.144,1425,2044.144
37346,,2044.162,1425,2044.162
37347,,2044.186,1425,2044.186
37348,,2044.207,1425,2044.207
37349,,2044.243,1425,2044.243
37350,,2044.277,1425,2044.277
37351,,2044.303,1425,2044.303
37352,,2044.32,1425,2044.32
37353,,2044.342,1425,2044.342
37354,,2044.371,1425,2044.371
37355,,2044.398,1425,2044.398
37356,,2044.429,1425,2044.429
37357,,2044.452,1425,2044.452
37358,,2044.476,1425,2044.476
37359,,2044.499,1425,2044.499
37360,,2044.544,1425,2044.544
37361,,2044.567,1425,2044.567
37362,,2044.598,1425,2044.598
37363,,2044.623,1425,2044.623
37364,,2044.65,1425,2044.65
37365,,2044.682,1425,2044.682
37366,,2044.706,1425,2044.706
37367,,2044.724,1425,2044.724
37368,,2044.749,1425,2044.749
37369,,2044.776,1425,2044.776
37370,,2044.799,1425,2044.799
37371,,2044.819,1425,2044.819
37372,,2044.843,1425,2044.843
37373,,2044.87,1425,2044.87
37374,,2044.89,1425,2044.89
37375,,2044.917,1425,2044.917
37376,,2044.952,1425,2044.952
37377,,2044.976,1425,2044.976
37378,,2044.997,1425,2044.997
37379,,2045.024,1425,2045.024
37380,,2045.048,1425,2045.048
37381,,2045.072,1425,2045.072
37382,,2045.093,1425,2045.093
37383,,2045.118,1425,2045.118
37384,,2045.15,1425,2045.15
37385,,2045.168,1425,2045.168
37386,,2045.193,1425,2045.193
37387,,2045.229,1425,2045.229
37388,,2045.255,1425,2045.255
37389,,2045.292,1425,2045.292
37390,,2045.314,1425,2045.314
37391,,2045.331,1426,2045.331
37392,,2045.359,1426,2045.359
37393,,2045.39,1426,2045.39
37394,,2045.407,1426,2045.407
37395,,2045.426,1426,2045.426
37396,,2045.454,1426,2045.454
37397,,2045.47,1426,2045.47
37398,,2045.492,1426,2045.492
37399,,2045.52,1426,2045.52
37400,,2045.544,1426,2045.544
37401,,2045.572,1426,2045.572
37402,,2045.601,1426,2045.601
37403,,2045.632,1426,2045.632
37404,,2045.652,1426,2045.652
37405,,2045.678,1426,2045.678
37406,,2045.71,1426,2045.71
37407,,2045.736,1426,2045.736
37408,,2045.769,1426,2045.769
37409,,2045.8,1426,2045.8
37410,,2045.829,1426,2045.829
37411,,2045.852,1426,2045.852
37412,,2045.882,1426,2045.882
37413,,2045.903,1426,2045.903
37414,,2045.928,1426,2045.928
37415,,2045.952,1426,2045.952
37416,,2045.982,1426,2045.982
37417,,2046.01,1426,2046.01
37418,,2046.032,1426,2046.032
37419,,2046.057,1426,2046.057
37420,,2046.083,1426,2046.083
37421,,2046.116,1426,2046.116
37422,,2046.169,1426,2046.169
37423,,2046.19,1426,2046.19
37424,,2046.225,1426,2046.225
37425,,2046.245,1426,2046.245
37426,,2046.267,1426,2046.267
37427,,2046.301,1426,2046.301
37428,,2046.325,1426,2046.325
37429,,2046.358,1426,2046.358
37430,,2046.388,1426,2046.388
37431,,2046.409,1426,2046.409
37432,,2046.446,1426,2046.446
37433,,2046.471,1426,2046.471
37434,,2046.494,1426,2046.494
37435,,2046.52,1426,2046.52
37436,,2046.554,1426,2046.554
37437,,2046.58,1426,2046.58
37438,,2046.602,1426,2046.602
37439,,2046.623,1426,2046.623
37440,,2046.674,1426,2046.674
37441,,2046.707,1426,2046.707
37442,,2046.735,1426,2046.735
37443,,2046.763,1426,2046.763
37444,,2046.798,1426,2046.798
37445,,2046.834,1426,2046.834
37446,,2046.864,1426,2046.864
37447,,2046.894,1426,2046.894
37448,,2046.912,1426,2046.912
37449,,2046.94,1426,2046.94
37450,,2046.963,1426,2046.963
37451,,2046.983,1426,2046.983
37452,,2047.01,1426,2047.01
37453,,2047.028,1426,2047.028
37454,,2047.05,1426,2047.05
37455,,2047.073,1426,2047.073
37456,,2047.111,1426,2047.111
37457,,2047.152,1426,2047.152
37458,,2047.172,1426,2047.172
37459,,2047.195,1427,2047.195
37460,,2047.21,1427,2047.21
37461,,2047.238,1427,2047.238
37462,,2047.256,1427,2047.256
37463,,2047.29,1427,2047.29
37464,,2047.315,1427,2047.315
37465,,2047.344,1427,2047.344
37466,,2047.372,1427,2047.372
37467,,2047.401,1427,2047.401
37468,,2047.429,1427,2047.429
37469,,2047.461,1427,2047.461
37470,,2047.494,1427,2047.494
37471,,2047.52,1427,2047.52
37472,,2047.547,1427,2047.547
37473,,2047.573,1427,2047.573
37474,,2047.611,1427,2047.611
37475,,2047.642,1427,2047.642
37476,,2047.68,1427,2047.68
37477,,2047.71,1427,2047.71
37478,,2047.731,1427,2047.731
37479,,2047.767,1427,2047.767
37480,,2047.794,1427,2047.794
37481,,2047.816,1427,2047.816
37482,,2047.847,1427,2047.847
37483,,2047.873,1427,2047.873
37484,,2047.906,1427,2047.906
37485,,2047.941,1427,2047.941
37486,,2047.969,1427,2047.969
37487,,2047.998,1427,2047.998
37488,,2048.025,1427,2048.025
37489,,2048.046,1427,2048.046
37490,,2048.076,1427,2048.076
37491,,2048.112,1427,2048.112
37492,,2048.141,1427,2048.141
37493,,2048.173,1427,2048.173
37494,,2048.2,1428,2048.2
37495,,2048.215,1428,2048.215
37496,,2048.256,1428,2048.256
37497,,2048.279,1428,2048.279
37498,,2048.306,1428,2048.306
37499,,2048.341,1428,2048.341
37500,,2048.37,1428,2048.37
37501,,2048.396,1428,2048.396
37502,,2048.423,1428,2048.423
37503,,2048.44,1428,2048.44
37504,,2048.464,1428,2048.464
37505,,2048.507,1428,2048.507
37506,,2048.534,1428,2048.534
37507,,2048.557,1428,2048.557
37508,,2048.59,1428,2048.59
37509,,2048.625,1428,2048.625
37510,,2048.659,1428,2048.659
37511,,2048.69,1428,2048.69
37512,,2048.72,1428,2048.72
37513,,2048.747,1428,2048.747
37514,,2048.783,1428,2048.783
37515,,2048.81,1428,2048.81
37516,,2048.85,1428,2048.85
37517,,2048.871,1428,2048.871
37518,,2048.896,1428,2048.896
37519,,2048.934,1428,2048.934
37520,,2048.969,1428,2048.969
37521,,2048.995,1428,2048.995
37522,,2049.02,1428,2049.02
37523,,2049.052,1428,2049.052
37524,,2049.09,1428,2049.09
37525,,2049.116,1428,2049.116
37526,,2049.144,1428,2049.144
37527,,2049.167,1428,2049.167
37528,,2049.204,1428,2049.204
37529,,2049.226,1428,2049.226
37530,,2049.262,1428,2049.262
37531,,2049.286,1428,2049.286
37532,,2049.322,1428,2049.322
37533,,2049.352,1428,2049.352
37534,,2049.375,1428,2049.375
37535,,2049.407,1428,2049.407
37536,,2049.425,1428,2049.425
37537,,2049.451,1428,2049.451
37538,,2049.473,1428,2049.473
37539,,2049.5,1428,2049.5
37540,,2049.526,1428,2049.526
37541,,2049.56,1428,2049.56
37542,,2049.584,1428,2049.584
37543,,2049.611,1428,2049.611
37544,,2049.644,1428,2049.644
37545,,2049.684,1428,2049.684
37546,,2049.717,1428,2049.717
37547,,2049.738,1428,2049.738
37548,,2049.772,1428,2049.772
37549,,2049.81,1428,2049.81
37550,,2049.833,1428,2049.833
37551,,2049.861,1428,2049.861
37552,,2049.886,1428,2049.886
37553,,2049.913,1428,2049.913
37554,,2049.948,1428,2049.948
37555,,2049.981,1428,2049.981
37556,,2050.001,1428,2050.001
37557,,2050.038,1428,2050.038
37558,,2050.058,1428,2050.058
37559,,2050.077,1428,2050.077
37560,,2050.105,1428,2050.105
37561,,2050.134,1429,2050.134
37562,,2050.15,1429,2050.15
37563,,2050.177,1429,2050.177
37564,,2050.203,1429,2050.203
37565,,2050.223,1429,2050.223
37566,,2050.254,1429,2050.254
37567,,2050.288,1429,2050.288
37568,,2050.313,1429,2050.313
37569,,2050.341,1429,2050.341
37570,,2050.375,1429,2050.375
37571,,2050.408,1429,2050.408
37572,,2050.432,1429,2050.432
37573,,2050.463,1429,2050.463
37574,,2050.483,1429,2050.483
37575,,2050.51,1429,2050.51
37576,,2050.54,1429,2050.54
37577,,2050.568,1429,2050.568
37578,,2050.589,1429,2050.589
37579,,2050.625,1429,2050.625
37580,,2050.656,1429,2050.656
37581,,2050.683,1429,2050.683
37582,,2050.7,1429,2050.7
37583,,2050.722,1429,2050.722
37584,,2050.763,1429,2050.763
37585,,2050.79,1429,2050.79
37586,,2050.826,1429,2050.826
37587,,2050.867,1429,2050.867
37588,,2050.904,1429,2050.904
37589,,2050.933,1429,2050.933
37590,,2050.972,1429,2050.972
37591,,2051.006,1429,2051.006
37592,,2051.027,1429,2051.027
37593,,2051.068,1429,2051.068
37594,,2051.104,1429,2051.104
37595,,2051.134,1429,2051.134
37596,,2051.178,1429,2051.178
37597,,2051.212,1429,2051.212
37598,,2051.235,1429,2051.235
37599,,2051.259,1429,2051.259
37600,,2051.293,1429,2051.293
37601,,2051.32,1429,2051.32
37602,,2051.351,1429,2051.351
37603,,2051.38,1429,2051.38
37604,,2051.406,1429,2051.406
37605,,2051.449,1429,2051.449
37606,,2051.483,1429,2051.483
37607,,2051.514,1429,2051.514
37608,,2051.533,1429,2051.533
37609,,2051.564,1429,2051.564
37610,,2051.606,1429,2051.606
37611,,2051.64,1429,2051.64
37612,,2051.662,1430,2051.662
37613,,2051.69,1430,2051.69
37614,,2051.724,1430,2051.724
37615,,2051.759,1430,2051.759
37616,,2051.79,1430,2051.79
37617,,2051.812,1430,2051.812
37618,,2051.839,1430,2051.839
37619,,2051.862,1430,2051.862
37620,,2051.886,1430,2051.886
37621,,2051.919,1430,2051.919
37622,,2051.947,1430,2051.947
37623,,2051.984,1430,2051.984
37624,,2052.021,1430,2052.021
37625,,2052.049,1430,2052.049
37626,,2052.095,1430,2052.095
37627,,2052.126,1430,2052.126
37628,,2052.151,1430,2052.151
37629,,2052.174,1430,2052.174
37630,,2052.193,1430,2052.193
37631,,2052.215,1430,2052.215
37632,,2052.236,1430,2052.236
37633,,2052.269,1430,2052.269
37634,,2052.288,1430,2052.288
37635,,2052.304,1430,2052.304
37636,,2052.326,1430,2052.326
37637,,2052.358,1430,2052.358
37638,,2052.383,1430,2052.383
37639,,2052.41,1430,2052.41
37640,,2052.442,1430,2052.442
37641,,2052.467,1430,2052.467
37642,,2052.494,1430,2052.494
37643,,2052.52,1430,2052.52
37644,,2052.543,1430,2052.543
37645,,2052.566,1430,2052.566
37646,,2052.604,1430,2052.604
37647,,2052.629,1430,2052.629
37648,,2052.65,1430,2052.65
37649,,2052.684,1430,2052.684
37650,,2052.715,1430,2052.715
37651,,2052.747,1430,2052.747
37652,,2052.778,1430,2052.778
37653,,2052.827,1430,2052.827
37654,,2052.844,1430,2052.844
37655,,2052.868,1430,2052.868
37656,,2052.899,1430,2052.899
37657,,2052.935,1430,2052.935
37658,,2052.977,1430,2052.977
37659,,2053.015,1430,2053.015
37660,,2053.042,1430,2053.042
37661,,2053.08,1430,2053.08
37662,,2053.109,1430,2053.109
37663,,2053.132,1430,2053.132
37664,,2053.169,1430,2053.169
37665,,2053.206,1430,2053.206
37666,,2053.225,1430,2053.225
37667,,2053.25,1430,2053.25
37668,,2053.29,1430,2053.29
37669,,2053.315,1430,2053.315
37670,,2053.352,1430,2053.352
37671,,2053.385,1430,2053.385
37672,,2053.415,1430,2053.415
37673,,2053.449,1430,2053.449
37674,,2053.483,1430,2053.483
37675,,2053.507,1430,2053.507
37676,,2053.535,1430,2053.535
37677,,2053.568,1430,2053.568
37678,,2053.59,1430,2053.59
37679,,2053.626,1430,2053.626
37680,,2053.651,1431,2053.651
37681,,2053.672,1431,2053.672
37682,,2053.705,1431,2053.705
37683,,2053.738,1431,2053.738
37684,,2053.776,1431,2053.776
37685,,2053.803,1431,2053.803
37686,,2053.83,1431,2053.83
37687,,2053.865,1431,2053.865
37688,,2053.898,1431,2053.898
37689,,2053.919,1431,2053.919
37690,,2053.946,1431,2053.946
37691,,2053.978,1431,2053.978
37692,,2054.021,1431,2054.021
37693,,2054.048,1431,2054.048
37694,,2054.078,1431,2054.078
37695,,2054.117,1431,2054.117
37696,,2054.148,1431,2054.148
37697,,2054.172,1431,2054.172
37698,,2054.196,1431,2054.196
37699,,2054.217,1431,2054.217
37700,,2054.25,1431,2054.25
37701,,2054.279,1431,2054.279
37702,,2054.322,1431,2054.322
37703,,2054.362,1431,2054.362
37704,,2054.387,1431,2054.387
37705,,2054.431,1431,2054.431
37706,,2054.461,1431,2054.461
37707,,2054.495,1431,2054.495
37708,,2054.517,1431,2054.517
37709,,2054.55,1431,2054.55
37710,,2054.584,1431,2054.584
37711,,2054.611,1431,2054.611
37712,,2054.64,1431,2054.64
37713,,2054.671,1431,2054.671
37714,,2054.7,1431,2054.7
37715,,2054.72,1432,2054.72
37716,,2054.741,1432,2054.741
37717,,2054.769,1432,2054.769
37718,,2054.803,1432,2054.803
37719,,2054.83,1432,2054.83
37720,,2054.864,1432,2054.864
37721,,2054.888,1432,2054.888
37722,,2054.906,1432,2054.906
37723,,2054.936,1432,2054.936
37724,,2054.975,1432,2054.975
37725,,2054.997,1432,2054.997
37726,,2055.022,1432,2055.022
37727,,2055.044,1432,2055.044
37728,,2055.071,1432,2055.071
37729,,2055.093,1432,2055.093
37730,,2055.118,1432,2055.118
37731,,2055.154,1432,2055.154
37732,,2055.177,1432,2055.177
37733,,2055.205,1432,2055.205
37734,,2055.224,1432,2055.224
37735,,2055.245,1432,2055.245
37736,,2055.282,1432,2055.282
37737,,2055.302,1432,2055.302
37738,,2055.329,1432,2055.329
37739,,2055.359,1432,2055.359
37740,,2055.393,1432,2055.393
37741,,2055.434,1432,2055.434
37742,,2055.467,1432,2055.467
37743,,2055.496,1432,2055.496
37744,,2055.529,1432,2055.529
37745,,2055.556,1432,2055.556
37746,,2055.577,1432,2055.577
37747,,2055.613,1432,2055.613
37748,,2055.648,1432,2055.648
37749,,2055.67,1432,2055.67
37750,,2055.707,1432,2055.707
37751,,2055.737,1432,2055.737
37752,,2055.758,1432,2055.758
37753,,2055.782,1432,2055.782
37754,,2055.808,1432,2055.808
37755,,2055.829,1432,2055.829
37756,,2055.85,1432,2055.85
37757,,2055.872,1432,2055.872
37758,,2055.909,1432,2055.909
37759,,2055.94,1432,2055.94
37760,,2055.974,1432,2055.974
37761,,2055.997,1432,2055.997
37762,,2056.028,1432,2056.028
37763,,2056.053,1432,2056.053
37764,,2056.09,1432,2056.09
37765,,2056.11,1432,2056.11
37766,,2056.134,1432,2056.134
37767,,2056.162,1432,2056.162
37768,,2056.205,1432,2056.205
37769,,2056.237,1432,2056.237
37770,,2056.259,1432,2056.259
37771,,2056.285,1432,2056.285
37772,,2056.316,1432,2056.316
37773,,2056.341,1432,2056.341
37774,,2056.373,1432,2056.373
37775,,2056.399,1432,2056.399
37776,,2056.439,1432,2056.439
37777,,2056.461,1432,2056.461
37778,,2056.485,1432,2056.485
37779,,2056.506,1432,2056.506
37780,,2056.534,1432,2056.534
37781,,2056.561,1432,2056.561
37782,,2056.591,1432,2056.591
37783,,2056.61,1432,2056.61
37784,,2056.628,1433,2056.628
37785,,2056.647,1433,2056.647
37786,,2056.68,1433,2056.68
37787,,2056.712,1433,2056.712
37788,,2056.738,1433,2056.738
37789,,2056.763,1433,2056.763
37790,,2056.788,1433,2056.788
37791,,2056.807,1433,2056.807
37792,,2056.828,1433,2056.828
37793,,2056.856,1433,2056.856
37794,,2056.89,1433,2056.89
37795,,2056.931,1433,2056.931
37796,,2056.964,1433,2056.964
37797,,2056.987,1433,2056.987
37798,,2057.009,1433,2057.009
37799,,2057.048,1433,2057.048
37800,,2057.082,1433,2057.082
37801,,2057.122,1433,2057.122
37802,,2057.149,1433,2057.149
37803,,2057.177,1433,2057.177
37804,,2057.201,1433,2057.201
37805,,2057.229,1433,2057.229
37806,,2057.261,1433,2057.261
37807,,2057.29,1433,2057.29
37808,,2057.314,1433,2057.314
37809,,2057.337,1433,2057.337
37810,,2057.36,1433,2057.36
37811,,2057.397,1433,2057.397
37812,,2057.428,1433,2057.428
37813,,2057.473,1433,2057.473
37814,,2057.496,1433,2057.496
37815,,2057.532,1433,2057.532
37816,,2057.577,1433,2057.577
37817,,2057.608,1433,2057.608
37818,,2057.637,1433,2057.637
37819,,2057.662,1433,2057.662
37820,,2057.697,1433,2057.697
37821,,2057.721,1433,2057.721
37822,,2057.75,1433,2057.75
37823,,2057.784,1433,2057.784
37824,,2057.814,1433,2057.814
37825,,2057.853,1433,2057.853
37826,,2057.88,1433,2057.88
37827,,2057.906,1433,2057.906
37828,,2057.943,1433,2057.943
37829,,2057.962,1433,2057.962
37830,,2057.984,1433,2057.984
37831,,2058.01,1433,2058.01
37832,,2058.03,1434,2058.03
37833,,2058.05,1434,2058.05
37834,,2058.076,1434,2058.076
37835,,2058.101,1434,2058.101
37836,,2058.129,1434,2058.129
37837,,2058.161,1434,2058.161
37838,,2058.203,1434,2058.203
37839,,2058.234,1434,2058.234
37840,,2058.277,1434,2058.277
37841,,2058.298,1434,2058.298
37842,,2058.329,1434,2058.329
37843,,2058.365,1434,2058.365
37844,,2058.388,1434,2058.388
37845,,2058.422,1434,2058.422
37846,,2058.446,1434,2058.446
37847,,2058.487,1434,2058.487
37848,,2058.512,1434,2058.512
37849,,2058.543,1434,2058.543
37850,,2058.565,1434,2058.565
37851,,2058.583,1434,2058.583
37852,,2058.619,1434,2058.619
37853,,2058.646,1434,2058.646
37854,,2058.667,1434,2058.667
