Age [a] (b2k),Depth ice/snow [m] (NGRIP1),Depth ice/snow [m] (NGRIP2),MCE [a],comb_ngrip
15901,,1632.972,235,1632.972
15902,,1632.982,235,1632.982
15903,,1633.003,235,1633.003
15904,,1633.031,235,1633.031
15905,,1633.046,235,1633.046
15906,,1633.071,235,1633.071
15907,,1633.086,235,1633.086
15908,,1633.112,235,1633.112
15909,,1633.144,235,1633.144
15910,,1633.164,235,1633.164
15911,,1633.184,235,1633.184
15912,,1633.209,235,1633.209
15913,,1633.23,235,1633.23
15914,,1633.249,235,1633.249
15915,,1633.272,235,1633.272
15916,,1633.288,235,1633.288
15917,,1633.312,235,1633.312
15918,,1633.333,235,1633.333
15919,,1633.361,235,1633.361
15920,,1633.379,235,1633.379
15921,,1633.398,235,1633.398
15922,,1633.422,235,1633.422
15923,,1633.438,235,1633.438
15924,,1633.463,235,1633.463
15925,,1633.48,235,1633.48
15926,,1633.496,236,1633.496
15927,,1633.511,236,1633.511
15928,,1633.543,236,1633.543
15929,,1633.567,236,1633.567
15930,,1633.592,236,1633.592
15931,,1633.619,236,1633.619
15932,,1633.644,236,1633.644
15933,,1633.665,236,1633.665
15934,,1633.704,236,1633.704
15935,,1633.727,236,1633.727
15936,,1633.75,236,1633.75
15937,,1633.769,236,1633.769
15938,,1633.787,237,1633.787
15939,,1633.812,237,1633.812
15940,,1633.832,237,1633.832
15941,,1633.846,237,1633.846
15942,,1633.861,237,1633.861
15943,,1633.888,237,1633.888
15944,,1633.906,237,1633.906
15945,,1633.93,237,1633.93
15946,,1633.967,237,1633.967
15947,,1633.989,237,1633.989
15948,,1634.008,237,1634.008
15949,,1634.056,237,1634.056
15950,,1634.077,237,1634.077
15951,,1634.105,237,1634.105
15952,,1634.123,237,1634.123
15953,,1634.144,237,1634.144
15954,,1634.173,237,1634.173
15955,,1634.2,237,1634.2
15956,,1634.232,237,1634.232
15957,,1634.258,237,1634.258
15958,,1634.274,237,1634.274
15959,,1634.299,237,1634.299
15960,,1634.322,237,1634.322
15961,,1634.346,237,1634.346
15962,,1634.365,237,1634.365
15963,,1634.379,237,1634.379
15964,,1634.405,237,1634.405
15965,,1634.421,237,1634.421
15966,,1634.451,238,1634.451
15967,,1634.464,238,1634.464
15968,,1634.489,238,1634.489
15969,,1634.509,238,1634.509
15970,,1634.539,238,1634.539
15971,,1634.56,238,1634.56
15972,,1634.571,239,1634.571
15973,,1634.592,239,1634.592
15974,,1634.617,239,1634.617
15975,,1634.643,239,1634.643
15976,,1634.681,239,1634.681
15977,,1634.69,240,1634.69
15978,,1634.705,240,1634.705
15979,,1634.742,240,1634.742
15980,,1634.762,240,1634.762
15981,,1634.782,240,1634.782
15982,,1634.817,240,1634.817
15983,,1634.832,240,1634.832
15984,,1634.852,240,1634.852
15985,,1634.874,240,1634.874
15986,,1634.92,240,1634.92
15987,,1634.94,240,1634.94
15988,,1634.972,240,1634.972
15989,,1634.988,240,1634.988
15990,,1635.005,241,1635.005
15991,,1635.028,241,1635.028
15992,,1635.055,241,1635.055
15993,,1635.075,241,1635.075
15994,,1635.096,241,1635.096
15995,,1635.119,241,1635.119
15996,,1635.139,241,1635.139
15997,,1635.178,241,1635.178
15998,,1635.205,241,1635.205
15999,,1635.23,241,1635.23
16000,,1635.256,241,1635.256
16001,,1635.273,241,1635.273
16002,,1635.3,241,1635.3
16003,,1635.318,241,1635.318
16004,,1635.34,241,1635.34
16005,,1635.359,241,1635.359
16006,,1635.378,241,1635.378
16007,,1635.412,241,1635.412
16008,,1635.431,241,1635.431
16009,,1635.444,242,1635.444
16010,,1635.463,242,1635.463
16011,,1635.482,242,1635.482
16012,,1635.501,242,1635.501
16013,,1635.53,242,1635.53
16014,,1635.553,242,1635.553
16015,,1635.565,243,1635.565
16016,,1635.578,243,1635.578
16017,,1635.612,243,1635.612
16018,,1635.647,243,1635.647
16019,,1635.671,243,1635.671
16020,,1635.697,243,1635.697
16021,,1635.72,243,1635.72
16022,,1635.746,243,1635.746
16023,,1635.778,243,1635.778
16024,,1635.8,243,1635.8
16025,,1635.815,243,1635.815
16026,,1635.857,243,1635.857
16027,,1635.884,243,1635.884
16028,,1635.912,243,1635.912
16029,,1635.937,243,1635.937
16030,,1635.959,243,1635.959
16031,,1635.987,243,1635.987
16032,,1636.003,243,1636.003
16033,,1636.028,243,1636.028
16034,,1636.054,244,1636.054
16035,,1636.066,244,1636.066
16036,,1636.088,244,1636.088
16037,,1636.127,244,1636.127
16038,,1636.158,244,1636.158
16039,,1636.191,244,1636.191
16040,,1636.21,245,1636.21
16041,,1636.221,245,1636.221
16042,,1636.239,245,1636.239
16043,,1636.26,245,1636.26
16044,,1636.275,245,1636.275
16045,,1636.301,245,1636.301
16046,,1636.333,245,1636.333
16047,,1636.366,245,1636.366
16048,,1636.386,245,1636.386
16049,,1636.398,246,1636.398
16050,,1636.415,246,1636.415
16051,,1636.436,246,1636.436
16052,,1636.455,246,1636.455
16053,,1636.48,246,1636.48
16054,,1636.504,246,1636.504
16055,,1636.538,246,1636.538
16056,,1636.554,246,1636.554
16057,,1636.58,246,1636.58
16058,,1636.602,246,1636.602
16059,,1636.623,246,1636.623
16060,,1636.658,246,1636.658
16061,,1636.675,246,1636.675
16062,,1636.689,247,1636.689
16063,,1636.712,247,1636.712
16064,,1636.735,247,1636.735
16065,,1636.754,247,1636.754
16066,,1636.779,247,1636.779
16067,,1636.797,247,1636.797
16068,,1636.822,247,1636.822
16069,,1636.846,247,1636.846
16070,,1636.871,247,1636.871
16071,,1636.898,247,1636.898
16072,,1636.925,247,1636.925
16073,,1636.947,247,1636.947
16074,,1636.973,247,1636.973
16075,,1637.001,247,1637.001
16076,,1637.031,247,1637.031
16077,,1637.049,247,1637.049
16078,,1637.081,247,1637.081
16079,,1637.106,247,1637.106
16080,,1637.123,247,1637.123
16081,,1637.146,247,1637.146
16082,,1637.161,247,1637.161
16083,,1637.174,247,1637.174
16084,,1637.189,247,1637.189
16085,,1637.205,247,1637.205
16086,,1637.227,247,1637.227
16087,,1637.246,247,1637.246
16088,,1637.267,247,1637.267
16089,,1637.29,247,1637.29
16090,,1637.311,247,1637.311
16091,,1637.341,247,1637.341
16092,,1637.365,247,1637.365
16093,,1637.383,247,1637.383
16094,,1637.414,247,1637.414
16095,,1637.438,247,1637.438
16096,,1637.458,247,1637.458
16097,,1637.474,247,1637.474
16098,,1637.497,248,1637.497
16099,,1637.519,248,1637.519
16100,,1637.538,248,1637.538
16101,,1637.555,248,1637.555
16102,,1637.593,248,1637.593
16103,,1637.611,248,1637.611
16104,,1637.646,248,1637.646
16105,,1637.664,248,1637.664
16106,,1637.689,248,1637.689
16107,,1637.713,248,1637.713
16108,,1637.744,248,1637.744
16109,,1637.763,248,1637.763
16110,,1637.79,248,1637.79
16111,,1637.815,248,1637.815
16112,,1637.845,248,1637.845
16113,,1637.862,248,1637.862
16114,,1637.88,248,1637.88
16115,,1637.896,248,1637.896
16116,,1637.91,249,1637.91
16117,,1637.921,249,1637.921
16118,,1637.947,249,1637.947
16119,,1637.966,249,1637.966
16120,,1637.987,249,1637.987
16121,,1638.014,249,1638.014
16122,,1638.041,249,1638.041
16123,,1638.07,249,1638.07
16124,,1638.09,249,1638.09
16125,,1638.121,249,1638.121
16126,,1638.146,249,1638.146
16127,,1638.168,249,1638.168
16128,,1638.185,249,1638.185
16129,,1638.204,249,1638.204
16130,,1638.226,249,1638.226
16131,,1638.244,250,1638.244
16132,,1638.255,250,1638.255
16133,,1638.28,250,1638.28
16134,,1638.31,250,1638.31
16135,,1638.322,250,1638.322
16136,,1638.339,250,1638.339
16137,,1638.361,250,1638.361
16138,,1638.386,250,1638.386
16139,,1638.401,250,1638.401
16140,,1638.433,250,1638.433
16141,,1638.452,250,1638.452
16142,,1638.478,250,1638.478
16143,,1638.49,251,1638.49
16144,,1638.502,251,1638.502
16145,,1638.525,251,1638.525
16146,,1638.551,251,1638.551
16147,,1638.576,251,1638.576
16148,,1638.61,251,1638.61
16149,,1638.633,251,1638.633
16150,,1638.649,251,1638.649
16151,,1638.676,251,1638.676
16152,,1638.696,251,1638.696
16153,,1638.714,251,1638.714
16154,,1638.727,251,1638.727
16155,,1638.756,251,1638.756
16156,,1638.779,251,1638.779
16157,,1638.799,252,1638.799
16158,,1638.813,252,1638.813
16159,,1638.829,252,1638.829
16160,,1638.852,252,1638.852
16161,,1638.884,252,1638.884
16162,,1638.914,252,1638.914
16163,,1638.928,253,1638.928
16164,,1638.946,253,1638.946
16165,,1638.965,253,1638.965
16166,,1638.99,253,1638.99
16167,,1639.005,253,1639.005
16168,,1639.035,253,1639.035
16169,,1639.053,253,1639.053
16170,,1639.084,253,1639.084
16171,,1639.1,254,1639.1
16172,,1639.125,254,1639.125
16173,,1639.152,254,1639.152
16174,,1639.18,254,1639.18
16175,,1639.212,254,1639.212
16176,,1639.231,254,1639.231
16177,,1639.247,254,1639.247
16178,,1639.265,254,1639.265
16179,,1639.279,254,1639.279
16180,,1639.302,254,1639.302
16181,,1639.327,254,1639.327
16182,,1639.342,254,1639.342
16183,,1639.361,254,1639.361
16184,,1639.374,254,1639.374
16185,,1639.393,254,1639.393
16186,,1639.416,254,1639.416
16187,,1639.442,254,1639.442
16188,,1639.478,254,1639.478
16189,,1639.506,254,1639.506
16190,,1639.526,254,1639.526
16191,,1639.546,254,1639.546
16192,,1639.568,254,1639.568
16193,,1639.59,254,1639.59
16194,,1639.611,254,1639.611
16195,,1639.633,254,1639.633
16196,,1639.652,254,1639.652
16197,,1639.681,254,1639.681
16198,,1639.724,254,1639.724
16199,,1639.74,254,1639.74
16200,,1639.755,254,1639.755
16201,,1639.779,254,1639.779
16202,,1639.791,255,1639.791
16203,,1639.808,255,1639.808
16204,,1639.842,255,1639.842
16205,,1639.863,255,1639.863
16206,,1639.882,255,1639.882
16207,,1639.902,255,1639.902
16208,,1639.926,255,1639.926
16209,,1639.948,255,1639.948
16210,,1639.979,255,1639.979
16211,,1640.015,255,1640.015
16212,,1640.03,255,1640.03
16213,,1640.055,255,1640.055
16214,,1640.085,255,1640.085
16215,,1640.102,255,1640.102
16216,,1640.129,255,1640.129
16217,,1640.156,255,1640.156
16218,,1640.192,255,1640.192
16219,,1640.208,255,1640.208
16220,,1640.23,255,1640.23
16221,,1640.249,255,1640.249
16222,,1640.273,255,1640.273
16223,,1640.29,255,1640.29
16224,,1640.31,255,1640.31
16225,,1640.326,255,1640.326
16226,,1640.347,255,1640.347
16227,,1640.381,255,1640.381
16228,,1640.4,255,1640.4
16229,,1640.423,255,1640.423
16230,,1640.443,255,1640.443
16231,,1640.469,255,1640.469
16232,,1640.484,255,1640.484
16233,,1640.517,255,1640.517
16234,,1640.532,255,1640.532
16235,,1640.559,255,1640.559
16236,,1640.587,255,1640.587
16237,,1640.608,255,1640.608
16238,,1640.629,255,1640.629
16239,,1640.642,255,1640.642
16240,,1640.656,255,1640.656
16241,,1640.67,255,1640.67
16242,,1640.689,255,1640.689
16243,,1640.705,256,1640.705
16244,,1640.717,256,1640.717
16245,,1640.74,256,1640.74
16246,,1640.758,256,1640.758
16247,,1640.779,256,1640.779
16248,,1640.8,256,1640.8
16249,,1640.835,256,1640.835
16250,,1640.854,256,1640.854
16251,,1640.874,256,1640.874
16252,,1640.892,256,1640.892
16253,,1640.922,256,1640.922
16254,,1640.947,256,1640.947
16255,,1640.97,256,1640.97
16256,,1640.991,256,1640.991
16257,,1641.011,256,1641.011
16258,,1641.028,256,1641.028
16259,,1641.049,256,1641.049
16260,,1641.061,257,1641.061
16261,,1641.073,257,1641.073
16262,,1641.101,257,1641.101
16263,,1641.128,257,1641.128
16264,,1641.145,257,1641.145
16265,,1641.167,257,1641.167
16266,,1641.183,257,1641.183
16267,,1641.206,257,1641.206
16268,,1641.243,257,1641.243
16269,,1641.259,257,1641.259
16270,,1641.291,257,1641.291
16271,,1641.316,257,1641.316
16272,,1641.339,257,1641.339
16273,,1641.358,257,1641.358
16274,,1641.395,257,1641.395
16275,,1641.413,257,1641.413
16276,,1641.435,257,1641.435
16277,,1641.452,257,1641.452
16278,,1641.474,257,1641.474
16279,,1641.491,257,1641.491
16280,,1641.509,257,1641.509
16281,,1641.533,257,1641.533
16282,,1641.551,257,1641.551
16283,,1641.573,257,1641.573
16284,,1641.589,257,1641.589
16285,,1641.627,257,1641.627
16286,,1641.641,257,1641.641
16287,,1641.658,257,1641.658
16288,,1641.675,257,1641.675
16289,,1641.691,257,1641.691
16290,,1641.709,258,1641.709
16291,,1641.723,258,1641.723
16292,,1641.748,258,1641.748
16293,,1641.774,258,1641.774
16294,,1641.815,258,1641.815
16295,,1641.832,259,1641.832
16296,,1641.855,259,1641.855
16297,,1641.871,259,1641.871
16298,,1641.891,259,1641.891
16299,,1641.921,259,1641.921
16300,,1641.935,259,1641.935
16301,,1641.958,259,1641.958
16302,,1641.986,259,1641.986
16303,,1642.007,259,1642.007
16304,,1642.022,260,1642.022
16305,,1642.052,260,1642.052
16306,,1642.082,260,1642.082
16307,,1642.096,260,1642.096
16308,,1642.118,260,1642.118
16309,,1642.143,260,1642.143
16310,,1642.156,260,1642.156
16311,,1642.175,260,1642.175
16312,,1642.197,260,1642.197
16313,,1642.228,260,1642.228
16314,,1642.246,260,1642.246
16315,,1642.262,260,1642.262
16316,,1642.285,260,1642.285
16317,,1642.303,260,1642.303
16318,,1642.331,260,1642.331
16319,,1642.353,260,1642.353
16320,,1642.368,260,1642.368
16321,,1642.382,260,1642.382
16322,,1642.404,260,1642.404
16323,,1642.43,260,1642.43
16324,,1642.454,260,1642.454
16325,,1642.464,261,1642.464
16326,,1642.482,261,1642.482
16327,,1642.5,261,1642.5
16328,,1642.524,261,1642.524
16329,,1642.541,261,1642.541
16330,,1642.559,261,1642.559
16331,,1642.582,261,1642.582
16332,,1642.617,261,1642.617
16333,,1642.646,261,1642.646
16334,,1642.67,261,1642.67
16335,,1642.697,261,1642.697
16336,,1642.72,261,1642.72
16337,,1642.735,261,1642.735
16338,,1642.76,261,1642.76
16339,,1642.774,261,1642.774
16340,,1642.794,261,1642.794
16341,,1642.808,261,1642.808
16342,,1642.822,261,1642.822
16343,,1642.864,261,1642.864
16344,,1642.877,261,1642.877
16345,,1642.893,261,1642.893
16346,,1642.911,261,1642.911
16347,,1642.947,261,1642.947
16348,,1642.975,261,1642.975
16349,,1643.012,261,1643.012
16350,,1643.027,261,1643.027
16351,,1643.045,261,1643.045
16352,,1643.062,261,1643.062
16353,,1643.084,262,1643.084
16354,,1643.1,262,1643.1
16355,,1643.123,262,1643.123
16356,,1643.15,262,1643.15
16357,,1643.183,262,1643.183
16358,,1643.219,262,1643.219
16359,,1643.239,262,1643.239
16360,,1643.268,262,1643.268
16361,,1643.28,262,1643.28
16362,,1643.294,262,1643.294
16363,,1643.316,262,1643.316
16364,,1643.334,262,1643.334
16365,,1643.352,262,1643.352
16366,,1643.365,263,1643.365
16367,,1643.381,263,1643.381
16368,,1643.418,263,1643.418
16369,,1643.451,263,1643.451
16370,,1643.466,263,1643.466
16371,,1643.49,263,1643.49
16372,,1643.522,263,1643.522
16373,,1643.552,263,1643.552
16374,,1643.589,263,1643.589
16375,,1643.632,263,1643.632
16376,,1643.65,263,1643.65
16377,,1643.672,264,1643.672
16378,,1643.697,264,1643.697
16379,,1643.714,264,1643.714
16380,,1643.757,264,1643.757
16381,,1643.783,264,1643.783
16382,,1643.811,264,1643.811
16383,,1643.851,264,1643.851
16384,,1643.891,264,1643.891
16385,,1643.919,264,1643.919
16386,,1643.944,264,1643.944
16387,,1643.958,264,1643.958
16388,,1643.98,264,1643.98
16389,,1644.008,264,1644.008
16390,,1644.038,264,1644.038
16391,,1644.055,264,1644.055
16392,,1644.071,265,1644.071
16393,,1644.084,265,1644.084
16394,,1644.107,265,1644.107
16395,,1644.123,265,1644.123
16396,,1644.139,265,1644.139
16397,,1644.158,265,1644.158
16398,,1644.174,265,1644.174
16399,,1644.195,265,1644.195
16400,,1644.216,265,1644.216
16401,,1644.246,265,1644.246
16402,,1644.283,265,1644.283
16403,,1644.303,265,1644.303
16404,,1644.329,265,1644.329
16405,,1644.35,265,1644.35
16406,,1644.375,265,1644.375
16407,,1644.408,265,1644.408
16408,,1644.43,265,1644.43
16409,,1644.447,265,1644.447
16410,,1644.468,265,1644.468
16411,,1644.498,265,1644.498
16412,,1644.543,265,1644.543
16413,,1644.56,265,1644.56
16414,,1644.578,265,1644.578
16415,,1644.598,265,1644.598
16416,,1644.633,265,1644.633
16417,,1644.65,265,1644.65
16418,,1644.669,265,1644.669
16419,,1644.688,265,1644.688
16420,,1644.705,265,1644.705
16421,,1644.724,265,1644.724
16422,,1644.738,265,1644.738
16423,,1644.77,265,1644.77
16424,,1644.787,265,1644.787
16425,,1644.814,265,1644.814
16426,,1644.831,265,1644.831
16427,,1644.864,265,1644.864
16428,,1644.88,266,1644.88
16429,,1644.896,266,1644.896
16430,,1644.911,266,1644.911
16431,,1644.934,266,1644.934
16432,,1644.956,266,1644.956
16433,,1644.976,266,1644.976
16434,,1644.996,266,1644.996
16435,,1645.017,266,1645.017
16436,,1645.033,266,1645.033
16437,,1645.059,266,1645.059
16438,,1645.094,266,1645.094
16439,,1645.113,266,1645.113
16440,,1645.147,266,1645.147
16441,,1645.181,266,1645.181
16442,,1645.209,266,1645.209
16443,,1645.23,266,1645.23
16444,,1645.273,266,1645.273
16445,,1645.302,266,1645.302
16446,,1645.33,266,1645.33
16447,,1645.365,266,1645.365
16448,,1645.403,266,1645.403
16449,,1645.423,266,1645.423
16450,,1645.447,266,1645.447
16451,,1645.458,267,1645.458
16452,,1645.472,267,1645.472
16453,,1645.492,267,1645.492
16454,,1645.51,267,1645.51
16455,,1645.532,267,1645.532
16456,,1645.563,267,1645.563
16457,,1645.582,267,1645.582
16458,,1645.6,267,1645.6
16459,,1645.619,267,1645.619
16460,,1645.637,267,1645.637
16461,,1645.652,268,1645.652
16462,,1645.675,268,1645.675
16463,,1645.7,268,1645.7
16464,,1645.719,268,1645.719
16465,,1645.748,268,1645.748
16466,,1645.775,268,1645.775
16467,,1645.79,268,1645.79
16468,,1645.803,268,1645.803
16469,,1645.851,268,1645.851
16470,,1645.868,268,1645.868
16471,,1645.891,268,1645.891
16472,,1645.917,268,1645.917
16473,,1645.932,268,1645.932
16474,,1645.952,268,1645.952
16475,,1645.973,268,1645.973
16476,,1645.996,268,1645.996
16477,,1646.026,268,1646.026
16478,,1646.065,268,1646.065
16479,,1646.089,268,1646.089
16480,,1646.108,268,1646.108
16481,,1646.125,268,1646.125
16482,,1646.144,268,1646.144
16483,,1646.176,268,1646.176
16484,,1646.196,268,1646.196
16485,,1646.216,268,1646.216
16486,,1646.24,268,1646.24
16487,,1646.265,268,1646.265
16488,,1646.293,268,1646.293
16489,,1646.313,268,1646.313
16490,,1646.343,268,1646.343
16491,,1646.363,268,1646.363
16492,,1646.38,268,1646.38
16493,,1646.402,268,1646.402
16494,,1646.431,268,1646.431
16495,,1646.445,269,1646.445
16496,,1646.458,269,1646.458
16497,,1646.474,269,1646.474
16498,,1646.503,269,1646.503
16499,,1646.525,269,1646.525
16500,,1646.55,269,1646.55
16501,,1646.576,269,1646.576
16502,,1646.592,269,1646.592
16503,,1646.621,269,1646.621
16504,,1646.644,269,1646.644
16505,,1646.668,269,1646.668
16506,,1646.684,269,1646.684
16507,,1646.711,269,1646.711
16508,,1646.732,269,1646.732
16509,,1646.746,269,1646.746
16510,,1646.774,269,1646.774
16511,,1646.788,269,1646.788
16512,,1646.808,269,1646.808
16513,,1646.823,269,1646.823
16514,,1646.852,269,1646.852
16515,,1646.885,269,1646.885
16516,,1646.906,269,1646.906
16517,,1646.932,269,1646.932
16518,,1646.948,269,1646.948
16519,,1646.971,269,1646.971
16520,,1646.991,269,1646.991
16521,,1647.005,270,1647.005
16522,,1647.027,270,1647.027
16523,,1647.056,270,1647.056
16524,,1647.082,270,1647.082
16525,,1647.101,270,1647.101
16526,,1647.141,270,1647.141
16527,,1647.172,270,1647.172
16528,,1647.196,270,1647.196
16529,,1647.226,270,1647.226
16530,,1647.244,270,1647.244
16531,,1647.266,271,1647.266
16532,,1647.283,271,1647.283
16533,,1647.301,271,1647.301
16534,,1647.321,271,1647.321
16535,,1647.355,271,1647.355
16536,,1647.375,271,1647.375
16537,,1647.405,271,1647.405
16538,,1647.424,271,1647.424
16539,,1647.459,271,1647.459
16540,,1647.481,272,1647.481
16541,,1647.494,272,1647.494
16542,,1647.535,272,1647.535
16543,,1647.554,272,1647.554
16544,,1647.584,272,1647.584
16545,,1647.613,272,1647.613
16546,,1647.636,272,1647.636
16547,,1647.667,272,1647.667
16548,,1647.703,272,1647.703
16549,,1647.719,272,1647.719
16550,,1647.736,272,1647.736
16551,,1647.751,272,1647.751
16552,,1647.768,272,1647.768
16553,,1647.783,272,1647.783
16554,,1647.8,272,1647.8
16555,,1647.82,272,1647.82
16556,,1647.834,272,1647.834
16557,,1647.85,272,1647.85
16558,,1647.871,272,1647.871
16559,,1647.888,272,1647.888
16560,,1647.904,272,1647.904
16561,,1647.921,272,1647.921
16562,,1647.942,272,1647.942
16563,,1647.963,272,1647.963
16564,,1647.98,273,1647.98
16565,,1648.0,273,1648.0
16566,,1648.013,273,1648.013
16567,,1648.032,273,1648.032
16568,,1648.049,273,1648.049
16569,,1648.064,273,1648.064
16570,,1648.086,273,1648.086
16571,,1648.113,273,1648.113
16572,,1648.141,273,1648.141
16573,,1648.165,273,1648.165
16574,,1648.186,273,1648.186
16575,,1648.209,273,1648.209
16576,,1648.225,273,1648.225
16577,,1648.241,273,1648.241
16578,,1648.256,273,1648.256
16579,,1648.279,273,1648.279
16580,,1648.296,273,1648.296
16581,,1648.321,273,1648.321
16582,,1648.351,273,1648.351
16583,,1648.373,273,1648.373
16584,,1648.397,273,1648.397
16585,,1648.418,273,1648.418
16586,,1648.44,273,1648.44
16587,,1648.467,273,1648.467
16588,,1648.489,273,1648.489
16589,,1648.508,273,1648.508
16590,,1648.528,273,1648.528
16591,,1648.549,273,1648.549
16592,,1648.566,273,1648.566
16593,,1648.595,273,1648.595
16594,,1648.62,273,1648.62
16595,,1648.64,273,1648.64
16596,,1648.656,273,1648.656
16597,,1648.674,273,1648.674
16598,,1648.693,273,1648.693
16599,,1648.727,273,1648.727
16600,,1648.748,273,1648.748
16601,,1648.767,273,1648.767
16602,,1648.789,274,1648.789
16603,,1648.804,274,1648.804
16604,,1648.843,274,1648.843
16605,,1648.871,274,1648.871
16606,,1648.887,274,1648.887
16607,,1648.908,275,1648.908
16608,,1648.926,275,1648.926
16609,,1648.947,275,1648.947
16610,,1648.97,275,1648.97
16611,,1648.996,275,1648.996
16612,,1649.012,275,1649.012
16613,,1649.045,275,1649.045
16614,,1649.063,275,1649.063
16615,,1649.092,275,1649.092
16616,,1649.11,275,1649.11
16617,,1649.132,275,1649.132
16618,,1649.156,275,1649.156
16619,,1649.174,275,1649.174
16620,,1649.199,275,1649.199
16621,,1649.21,275,1649.21
16622,,1649.269,275,1649.269
16623,,1649.299,275,1649.299
16624,,1649.332,275,1649.332
16625,,1649.372,275,1649.372
16626,,1649.39,276,1649.39
16627,,1649.407,276,1649.407
16628,,1649.447,276,1649.447
16629,,1649.472,276,1649.472
16630,,1649.502,276,1649.502
16631,,1649.522,276,1649.522
16632,,1649.539,276,1649.539
16633,,1649.565,276,1649.565
16634,,1649.599,276,1649.599
16635,,1649.629,276,1649.629
16636,,1649.647,276,1649.647
16637,,1649.679,276,1649.679
16638,,1649.7,277,1649.7
16639,,1649.719,277,1649.719
16640,,1649.733,277,1649.733
16641,,1649.754,277,1649.754
16642,,1649.789,277,1649.789
16643,,1649.812,277,1649.812
16644,,1649.831,277,1649.831
16645,,1649.846,277,1649.846
16646,,1649.872,277,1649.872
16647,,1649.883,278,1649.883
16648,,1649.906,278,1649.906
16649,,1649.93,278,1649.93
16650,,1649.956,278,1649.956
16651,,1649.982,278,1649.982
16652,,1650.031,278,1650.031
16653,,1650.053,278,1650.053
16654,,1650.086,278,1650.086
16655,,1650.114,278,1650.114
16656,,1650.132,278,1650.132
16657,,1650.16,278,1650.16
16658,,1650.191,278,1650.191
16659,,1650.209,278,1650.209
16660,,1650.242,278,1650.242
16661,,1650.259,278,1650.259
16662,,1650.283,278,1650.283
16663,,1650.3,278,1650.3
16664,,1650.332,278,1650.332
16665,,1650.381,278,1650.381
16666,,1650.395,278,1650.395
16667,,1650.411,279,1650.411
16668,,1650.442,279,1650.442
16669,,1650.464,279,1650.464
16670,,1650.487,279,1650.487
16671,,1650.511,279,1650.511
16672,,1650.542,279,1650.542
16673,,1650.564,279,1650.564
16674,,1650.587,279,1650.587
16675,,1650.615,279,1650.615
16676,,1650.642,279,1650.642
16677,,1650.66,279,1650.66
16678,,1650.708,279,1650.708
16679,,1650.729,279,1650.729
16680,,1650.749,279,1650.749
16681,,1650.77,279,1650.77
16682,,1650.792,279,1650.792
16683,,1650.811,279,1650.811
16684,,1650.835,279,1650.835
16685,,1650.853,280,1650.853
16686,,1650.88,280,1650.88
16687,,1650.906,280,1650.906
16688,,1650.925,280,1650.925
16689,,1650.941,280,1650.941
16690,,1650.957,280,1650.957
16691,,1650.981,280,1650.981
16692,,1651.004,280,1651.004
16693,,1651.025,280,1651.025
16694,,1651.05,280,1651.05
16695,,1651.077,280,1651.077
16696,,1651.093,280,1651.093
16697,,1651.125,280,1651.125
16698,,1651.149,280,1651.149
16699,,1651.172,280,1651.172
16700,,1651.197,280,1651.197
16701,,1651.231,280,1651.231
16702,,1651.244,280,1651.244
16703,,1651.268,280,1651.268
16704,,1651.296,280,1651.296
16705,,1651.314,280,1651.314
16706,,1651.342,280,1651.342
16707,,1651.365,280,1651.365
16708,,1651.383,280,1651.383
16709,,1651.399,280,1651.399
16710,,1651.435,280,1651.435
16711,,1651.466,280,1651.466
16712,,1651.494,280,1651.494
16713,,1651.51,281,1651.51
16714,,1651.523,281,1651.523
16715,,1651.543,281,1651.543
16716,,1651.573,281,1651.573
16717,,1651.594,281,1651.594
16718,,1651.612,281,1651.612
16719,,1651.632,281,1651.632
16720,,1651.663,281,1651.663
16721,,1651.681,281,1651.681
16722,,1651.703,281,1651.703
16723,,1651.723,281,1651.723
16724,,1651.744,281,1651.744
16725,,1651.758,281,1651.758
16726,,1651.774,281,1651.774
16727,,1651.805,281,1651.805
16728,,1651.831,281,1651.831
16729,,1651.858,281,1651.858
16730,,1651.882,281,1651.882
16731,,1651.895,281,1651.895
16732,,1651.91,282,1651.91
16733,,1651.933,282,1651.933
16734,,1651.956,282,1651.956
16735,,1651.975,282,1651.975
16736,,1651.995,282,1651.995
16737,,1652.014,282,1652.014
16738,,1652.049,282,1652.049
16739,,1652.078,282,1652.078
16740,,1652.099,282,1652.099
16741,,1652.129,282,1652.129
16742,,1652.148,282,1652.148
16743,,1652.179,282,1652.179
16744,,1652.199,282,1652.199
16745,,1652.229,282,1652.229
16746,,1652.248,282,1652.248
16747,,1652.262,282,1652.262
16748,,1652.278,283,1652.278
16749,,1652.298,283,1652.298
16750,,1652.333,283,1652.333
16751,,1652.354,283,1652.354
16752,,1652.382,283,1652.382
16753,,1652.414,283,1652.414
16754,,1652.434,283,1652.434
16755,,1652.449,283,1652.449
16756,,1652.471,283,1652.471
16757,,1652.491,283,1652.491
16758,,1652.512,283,1652.512
16759,,1652.543,283,1652.543
16760,,1652.564,283,1652.564
16761,,1652.579,284,1652.579
16762,,1652.593,284,1652.593
16763,,1652.616,284,1652.616
16764,,1652.651,284,1652.651
16765,,1652.677,284,1652.677
16766,,1652.71,284,1652.71
16767,,1652.73,284,1652.73
16768,,1652.758,284,1652.758
16769,,1652.778,284,1652.778
16770,,1652.797,284,1652.797
16771,,1652.821,284,1652.821
