#ice dated horizons for WDC. From WAIS WD2014 Chronology. https://doi.pangaea.de/10.1594/PANGAEA.902577		
#depth (m) 	Cal age [a BP] (ice age)	Cal age std e
1554.601	7797	36.2
1554.743	7798	36.2
1554.853	7799	36.2
1554.984	7800	36.2
1555.17	7801	36.2
1555.268	7802	36.2
1555.389	7803	36.2
1555.498	7804	36.2
1555.64	7805	36.2
1555.782	7806	36.2
1555.881	7807	36.2
1556.023	7808	36.2
1556.154	7809	36.2
1556.275	7810	36.2
1556.406	7811	36.2
1556.515	7812	36.2
1556.636	7813	36.3
1556.745	7814	36.3
1556.855	7815	36.3
1556.986	7816	36.3
1557.128	7817	36.3
1557.238	7818	36.3
1557.358	7819	36.3
1557.489	7820	36.3
1557.62	7821	36.3
1557.708	7822	36.3
1557.85	7823	36.3
1557.949	7824	36.3
1558.091	7825	36.3
1558.222	7826	36.3
1558.31	7827	36.3
1558.419	7828	36.3
1558.518	7829	36.3
1558.66	7830	36.4
1558.791	7831	36.4
1558.89	7832	36.4
1559.054	7833	36.4
1559.196	7834	36.4
1559.327	7835	36.4
1559.459	7836	36.4
1559.557	7837	36.4
1559.71	7838	36.4
1559.82	7839	36.4
1559.896	7840	36.4
1559.983	7841	36.4
1560.06	7842	36.4
1560.159	7843	36.4
1560.268	7844	36.4
1560.411	7845	36.4
1560.553	7846	36.4
1560.673	7847	36.5
1560.793	7848	36.5
1560.936	7849	36.5
1561.078	7850	36.5
1561.176	7851	36.5
1561.275	7852	36.5
1561.45	7853	36.5
1561.559	7854	36.5
1561.68	7855	36.5
1561.811	7856	36.5
1561.942	7857	36.5
1562.041	7858	36.5
1562.15	7859	36.5
1562.292	7860	36.5
1562.38	7861	36.5
1562.489	7862	36.5
1562.621	7863	36.5
1562.763	7864	36.6
1562.916	7865	36.6
1563.058	7866	36.6
1563.2	7867	36.6
1563.364	7868	36.6
1563.507	7869	36.6
1563.605	7870	36.6
1563.715	7871	36.6
1563.846	7872	36.6
1563.966	7873	36.6
1564.065	7874	36.6
1564.163	7875	36.6
1564.295	7876	36.6
1564.448	7877	36.6
1564.59	7878	36.6
1564.743	7879	36.6
1564.852	7880	36.6
1564.951	7881	36.7
1565.104	7882	36.7
1565.235	7883	36.7
1565.345	7884	36.7
1565.454	7885	36.7
1565.542	7886	36.7
1565.662	7887	36.7
1565.761	7888	36.7
1565.914	7889	36.7
1566.034	7890	36.7
1566.13	7891	36.7
1566.264	7892	36.7
1566.395	7893	36.7
1566.515	7894	36.7
1566.636	7895	36.7
1566.767	7896	36.7
1566.898	7897	36.7
1567.019	7898	36.8
1567.128	7899	36.8
1567.259	7900	36.8
1567.424	7901	36.8
1567.577	7902	36.8
1567.708	7903	36.8
1567.818	7904	36.8
1567.949	7905	36.8
1568.091	7906	36.8
1568.211	7907	36.8
1568.365	7908	36.8
1568.463	7909	36.8
1568.594	7910	36.8
1568.693	7911	36.8
1568.835	7912	36.8
1568.944	7913	36.8
1569.054	7914	36.8
1569.163	7915	36.9
1569.253	7916	36.9
1569.338	7917	36.9
1569.513	7918	36.9
1569.623	7919	36.9
1569.787	7920	36.9
1569.907	7921	36.9
1570.028	7922	36.9
1570.126	7923	36.9
1570.257	7924	36.9
1570.41	7925	36.9
1570.531	7926	36.9
1570.629	7927	36.9
1570.739	7928	36.9
1570.848	7929	36.9
1571.034	7930	36.9
1571.154	7931	36.9
1571.275	7932	37
1571.428	7933	37
1571.537	7934	37
1571.68	7935	37
1571.789	7936	37
1571.898	7937	37
1572.041	7938	37
1572.216	7939	37
1572.347	7940	37
1572.424	7941	37
1572.566	7942	37
1572.686	7943	37
1572.818	7944	37
1572.905	7945	37
1573.036	7946	37
1573.135	7947	37
1573.244	7948	37
1573.376	7949	37.1
1573.463	7950	37.1
1573.627	7951	37.1
1573.769	7952	37.1
1573.901	7953	37.1
1573.999	7954	37.1
1574.174	7955	37.1
1574.294	7956	37.1
1574.393	7957	37.1
1574.513	7958	37.1
1574.645	7959	37.1
1574.798	7960	37.1
1574.94	7961	37.1
1575.06	7962	37.1
1575.181	7963	37.1
1575.301	7964	37.1
1575.41	7965	37.1
1575.531	7966	37.2
1575.684	7967	37.2
1575.793	7968	37.2
1575.903	7969	37.2
1576.045	7970	37.2
1576.176	7971	37.2
1576.275	7972	37.2
1576.406	7973	37.2
1576.494	7974	37.2
1576.614	7975	37.2
1576.723	7976	37.2
1576.811	7977	37.2
1576.942	7978	37.2
1577.084	7979	37.2
1577.216	7980	37.2
1577.336	7981	37.2
1577.446	7982	37.2
1577.588	7983	37.3
1577.697	7984	37.3
1577.839	7985	37.3
1577.96	7986	37.3
1578.08	7987	37.3
1578.2	7988	37.3
1578.299	7989	37.3
1578.408	7990	37.3
1578.583	7991	37.3
1578.693	7992	37.3
1578.78	7993	37.3
1578.868	7994	37.3
1578.999	7995	37.3
1579.109	7996	37.3
1579.24	7997	37.3
1579.349	7998	37.3
1579.47	7999	37.3
1579.612	8000	37.4
1579.743	8001	37.4
1579.863	8002	37.4
1579.995	8003	37.4
1580.148	8004	37.4
1580.246	8005	37.4
1580.4	8006	37.4
1580.564	8007	37.4
1580.651	8008	37.4
1580.782	8009	37.4
1580.936	8010	37.4
1581.045	8011	37.4
1581.176	8012	37.4
1581.319	8013	37.4
1581.483	8014	37.4
1581.581	8015	37.4
1581.691	8016	37.4
1581.811	8017	37.5
1581.898	8018	37.5
1582.008	8019	37.5
1582.117	8020	37.5
1582.216	8021	37.5
1582.303	8022	37.5
1582.434	8023	37.5
1582.599	8024	37.5
1582.763	8025	37.5
1582.883	8026	37.5
1583.047	8027	37.5
1583.189	8028	37.5
1583.299	8029	37.5
1583.452	8030	37.5
1583.561	8031	37.5
1583.671	8032	37.5
1583.813	8033	37.5
1583.944	8034	37.6
1584.076	8035	37.6
1584.185	8036	37.6
1584.273	8037	37.6
1584.404	8038	37.6
1584.502	8039	37.6
1584.634	8040	37.6
1584.754	8041	37.6
1584.896	8042	37.6
1584.984	8043	37.6
1585.082	8044	37.6
1585.192	8045	37.6
1585.367	8046	37.6
1585.509	8047	37.6
1585.684	8048	37.6
1585.848	8049	37.6
1585.958	8050	37.6
1586.111	8051	37.7
1586.209	8052	37.7
1586.33	8053	37.7
1586.483	8054	37.7
1586.614	8055	37.7
1586.701	8056	37.7
1586.822	8057	37.7
1586.975	8058	37.7
1587.062	8059	37.7
1587.172	8060	37.7
1587.292	8061	37.7
1587.413	8062	37.7
1587.566	8063	37.7
1587.664	8064	37.7
1587.785	8065	37.7
1587.883	8066	37.7
1588.014	8067	37.7
1588.146	8068	37.8
1588.255	8069	37.8
1588.375	8070	37.8
1588.507	8071	37.8
1588.605	8072	37.8
1588.693	8073	37.8
1588.802	8074	37.8
1588.933	8075	37.8
1589.043	8076	37.8
1589.147	8077	37.8
1589.261	8078	37.8
1589.404	8079	37.8
1589.524	8080	37.8
1589.667	8081	37.8
1589.765	8082	37.8
1589.874	8083	37.8
1589.962	8084	37.8
1590.093	8085	37.9
1590.235	8086	37.9
1590.334	8087	37.9
1590.465	8088	37.9
1590.585	8089	37.9
1590.695	8090	37.9
1590.826	8091	37.9
1590.99	8092	37.9
1591.078	8093	37.9
1591.198	8094	37.9
1591.297	8095	37.9
1591.461	8096	37.9
1591.603	8097	37.9
1591.679	8098	37.9
1591.811	8099	37.9
1591.972	8100	37.9
1592.162	8101	37.9
1592.314	8102	38
1592.435	8103	38
1592.533	8104	38
1592.653	8105	38
1592.807	8106	38
1592.938	8107	38
1593.058	8108	38
1593.2	8109	38
1593.31	8110	38
1593.452	8111	38
1593.561	8112	38
1593.682	8113	38
1593.813	8114	38
1593.923	8115	38
1594.032	8116	38
1594.163	8117	38
1594.283	8118	38
1594.382	8119	38.1
1594.513	8120	38.1
1594.677	8121	38.1
1594.798	8122	38.1
1594.918	8123	38.1
1595.049	8124	38.1
1595.203	8125	38.1
1595.367	8126	38.1
1595.509	8127	38.1
1595.618	8128	38.1
1595.695	8129	38.1
1595.826	8130	38.1
1595.947	8131	38.1
1596.056	8132	38.1
1596.209	8133	38.1
1596.329	8134	38.1
1596.439	8135	38.1
1596.559	8136	38.2
1596.702	8137	38.2
1596.789	8138	38.2
1596.931	8139	38.2
1597.041	8140	38.2
1597.139	8141	38.2
1597.303	8142	38.2
1597.456	8143	38.2
1597.577	8144	38.2
1597.675	8145	38.2
1597.774	8146	38.2
1597.938	8147	38.2
1598.069	8148	38.2
1598.211	8149	38.2
1598.31	8150	38.2
1598.441	8151	38.2
1598.594	8152	38.2
1598.748	8153	38.3
1598.879	8154	38.3
1598.966	8155	38.3
1599.098	8156	38.3
1599.196	8157	38.3
1599.338	8158	38.3
1599.459	8159	38.3
1599.59	8160	38.3
1599.721	8161	38.3
1599.809	8162	38.3
1599.907	8163	38.3
1600.071	8164	38.3
1600.236	8165	38.3
1600.345	8166	38.3
1600.465	8167	38.3
1600.575	8168	38.3
1600.717	8169	38.3
1600.848	8170	38.4
1600.957	8171	38.4
1601.078	8172	38.4
1601.187	8173	38.4
1601.308	8174	38.4
1601.45	8175	38.4
1601.57	8176	38.4
1601.702	8177	38.4
1601.8	8178	38.4
1601.899	8179	38.4
1602.041	8180	38.4
1602.139	8181	38.4
1602.281	8182	38.4
1602.402	8183	38.4
1602.555	8184	38.4
1602.73	8185	38.4
1602.839	8186	38.4
1602.96	8187	38.5
1603.135	8188	38.5
1603.277	8189	38.5
1603.397	8190	38.5
1603.54	8191	38.5
1603.638	8192	38.5
1603.758	8193	38.5
1603.89	8194	38.5
1604.032	8195	38.5
1604.174	8196	38.5
1604.251	8197	38.5
1604.36	8198	38.5
1604.503	8199	38.5
1604.645	8200	38.5
1604.765	8201	38.5
1604.907	8202	38.5
1605.006	8203	38.5
1605.137	8204	38.6
1605.224	8205	38.6
1605.356	8206	38.6
1605.498	8207	38.6
1605.64	8208	38.6
1605.771	8209	38.6
1605.87	8210	38.6
1605.979	8211	38.6
1606.089	8212	38.6
1606.198	8213	38.6
1606.297	8214	38.6
1606.395	8215	38.6
1606.537	8216	38.6
1606.68	8217	38.6
1606.8	8218	38.6
1606.888	8219	38.6
1606.997	8220	38.6
1607.095	8221	38.7
1607.238	8222	38.7
1607.358	8223	38.7
1607.456	8224	38.7
1607.555	8225	38.7
1607.697	8226	38.7
1607.828	8227	38.7
1607.938	8228	38.7
1608.058	8229	38.7
1608.233	8230	38.7
1608.364	8231	38.7
1608.485	8232	38.7
1608.627	8233	38.7
1608.758	8234	38.7
1608.879	8235	38.7
1608.988	8236	38.7
1609.097	8237	38.7
1609.251	8238	38.8
1609.36	8239	38.8
1609.491	8240	38.8
1609.573	8241	38.8
1609.678	8242	38.8
1609.791	8243	38.8
1609.965	8244	38.8
1610.082	8245	38.8
1610.236	8246	38.8
1610.356	8247	38.8
1610.454	8248	38.8
1610.618	8249	38.8
1610.739	8250	38.8
1610.848	8251	38.8
1611.001	8252	38.8
1611.122	8253	38.8
1611.231	8254	38.8
1611.362	8255	38.9
1611.461	8256	38.9
1611.614	8257	38.9
1611.734	8258	38.9
1611.855	8259	38.9
1611.975	8260	38.9
1612.095	8261	38.9
1612.249	8262	38.9
1612.347	8263	38.9
1612.489	8264	38.9
1612.588	8265	38.9
1612.697	8266	38.9
1612.807	8267	38.9
1612.916	8268	38.9
1613.036	8269	38.9
1613.146	8270	38.9
1613.299	8271	38.9
1613.43	8272	39
1613.55	8273	39
1613.638	8274	39
1613.737	8275	39
1613.89	8276	39
1614.01	8277	39
1614.098	8278	39
1614.196	8279	39
1614.338	8280	39
1614.437	8281	39
1614.535	8282	39
1614.634	8283	39
1614.743	8284	39
1614.863	8285	39
1614.951	8286	39
1615.039	8287	39
1615.17	8288	39
1615.312	8289	39.1
1615.41	8290	39.1
1615.564	8291	39.1
1615.706	8292	39.1
1615.848	8293	39.1
1615.958	8294	39.1
1616.056	8295	39.1
1616.176	8296	39.1
1616.297	8297	39.1
1616.472	8298	39.1
1616.603	8299	39.1
1616.712	8300	39.1
1616.822	8301	39.1
1616.975	8302	39.1
1617.074	8303	39.1
1617.161	8304	39.1
1617.292	8305	39.1
1617.369	8306	39.2
1617.489	8307	39.2
1617.577	8308	39.2
1617.73	8309	39.2
1617.883	8310	39.2
1618.003	8311	39.2
1618.113	8312	39.2
1618.222	8313	39.2
1618.343	8314	39.2
1618.474	8315	39.2
1618.616	8316	39.2
1618.758	8317	39.2
1618.868	8318	39.2
1619.043	8319	39.2
1619.174	8320	39.2
1619.305	8321	39.2
1619.426	8322	39.2
1619.535	8323	39.3
1619.71	8324	39.3
1619.863	8325	39.3
1619.984	8326	39.3
1620.137	8327	39.3
1620.235	8328	39.3
1620.378	8329	39.3
1620.498	8330	39.3
1620.596	8331	39.3
1620.739	8332	39.3
1620.837	8333	39.3
1620.946	8334	39.3
1621.045	8335	39.3
1621.165	8336	39.3
1621.264	8337	39.3
1621.384	8338	39.3
1621.516	8339	39.3
1621.614	8340	39.4
1621.734	8341	39.4
1621.844	8342	39.4
1621.942	8343	39.4
1622.041	8344	39.4
1622.164	8345	39.4
1622.265	8346	39.4
1622.382	8347	39.4
1622.489	8348	39.4
1622.599	8349	39.4
1622.719	8350	39.4
1622.839	8351	39.4
1622.96	8352	39.4
1623.091	8353	39.4
1623.179	8354	39.4
1623.31	8355	39.4
1623.419	8356	39.4
1623.529	8357	39.5
1623.649	8358	39.5
1623.747	8359	39.5
1623.879	8360	39.5
1623.966	8361	39.5
1624.098	8362	39.5
1624.218	8363	39.5
1624.327	8364	39.5
1624.48	8365	39.5
1624.645	8366	39.5
1624.765	8367	39.5
1624.896	8368	39.5
1625.038	8369	39.5
1625.126	8370	39.5
1625.246	8371	39.5
1625.356	8372	39.5
1625.454	8373	39.5
1625.607	8374	39.6
1625.717	8375	39.6
1625.837	8376	39.6
1625.957	8377	39.6
1626.067	8378	39.6
1626.154	8379	39.6
1626.286	8380	39.6
1626.395	8381	39.6
1626.483	8382	39.6
1626.592	8383	39.6
1626.712	8384	39.6
1626.811	8385	39.6
1626.92	8386	39.6
1627.03	8387	39.6
1627.128	8388	39.6
1627.249	8389	39.6
1627.377	8390	39.6
1627.485	8391	39.7
1627.588	8392	39.7
1627.708	8393	39.7
1627.817	8394	39.7
1627.905	8395	39.7
1628.047	8396	39.7
1628.157	8397	39.7
1628.266	8398	39.7
1628.375	8399	39.7
1628.463	8400	39.7
1628.572	8401	39.7
1628.693	8402	39.7
1628.835	8403	39.7
1628.944	8404	39.7
1629.065	8405	39.7
1629.185	8406	39.7
1629.284	8407	39.7
1629.404	8408	39.8
1629.502	8409	39.8
1629.645	8410	39.8
1629.765	8411	39.8
1629.885	8412	39.8
1630.017	8413	39.8
1630.115	8414	39.8
1630.257	8415	39.8
1630.356	8416	39.8
1630.454	8417	39.8
1630.607	8418	39.8
1630.706	8419	39.8
1630.815	8420	39.8
1630.936	8421	39.8
1631.012	8422	39.8
1631.144	8423	39.8
1631.264	8424	39.8
1631.395	8425	39.9
1631.526	8426	39.9
1631.658	8427	39.9
1631.778	8428	39.9
1631.898	8429	39.9
1631.986	8430	39.9
1632.095	8431	39.9
1632.216	8432	39.9
1632.38	8433	39.9
1632.5	8434	39.9
1632.643	8435	39.9
1632.796	8436	39.9
1632.883	8437	39.9
1633.047	8438	39.9
1633.157	8439	39.9
1633.299	8440	39.9
1633.386	8441	39.9
1633.529	8442	40
1633.616	8443	40
1633.716	8444	40
1633.838	8445	40
1633.933	8446	40
1634.087	8447	40
1634.174	8448	40
1634.251	8449	40
1634.382	8450	40
1634.502	8451	40
1634.623	8452	40
1634.699	8453	40
1634.831	8454	40
1634.929	8455	40
1635.071	8456	40
1635.181	8457	40
1635.301	8458	40
1635.443	8459	40.1
1635.531	8460	40.1
1635.662	8461	40.1
1635.772	8462	40.1
1635.914	8463	40.1
1636.023	8464	40.1
1636.122	8465	40.1
1636.22	8466	40.1
1636.308	8467	40.1
1636.472	8468	40.1
1636.614	8469	40.1
1636.723	8470	40.1
1636.855	8471	40.1
1637.008	8472	40.1
1637.106	8473	40.1
1637.227	8474	40.1
1637.325	8475	40.1
1637.424	8476	40.2
1637.544	8477	40.2
1637.664	8478	40.2
1637.796	8479	40.2
1637.927	8480	40.2
1638.025	8481	40.2
1638.125	8482	40.2
1638.23	8483	40.2
1638.332	8484	40.2
1638.441	8485	40.2
1638.537	8486	40.2
1638.618	8487	40.2
1638.715	8488	40.2
1638.824	8489	40.2
1638.944	8490	40.2
1639.087	8491	40.2
1639.185	8492	40.2
1639.305	8493	40.3
1639.426	8494	40.3
1639.568	8495	40.3
1639.677	8496	40.3
1639.776	8497	40.3
1639.863	8498	40.3
1640.017	8499	40.3
1640.115	8500	40.3
1640.236	8501	40.3
1640.332	8502	40.3
1640.421	8503	40.3
1640.542	8504	40.3
1640.651	8505	40.3
1640.75	8506	40.3
1640.87	8507	40.3
1640.958	8508	40.3
1641.056	8509	40.3
1641.176	8510	40.4
1641.286	8511	40.4
1641.373	8512	40.4
1641.527	8513	40.4
1641.614	8514	40.4
1641.723	8515	40.4
1641.822	8516	40.4
1641.964	8517	40.4
1642.063	8518	40.4
1642.183	8519	40.4
1642.27	8520	40.4
1642.38	8521	40.4
1642.456	8522	40.4
1642.566	8523	40.4
1642.686	8524	40.4
1642.806	8525	40.4
1642.894	8526	40.4
1643.014	8527	40.5
1643.113	8528	40.5
1643.222	8529	40.5
1643.31	8530	40.5
1643.441	8531	40.5
1643.551	8532	40.5
1643.715	8533	40.5
1643.846	8534	40.5
1643.955	8535	40.5
1644.054	8536	40.5
1644.174	8537	40.5
1644.273	8538	40.5
1644.382	8539	40.5
1644.48	8540	40.5
1644.579	8541	40.5
1644.677	8542	40.5
1644.831	8543	40.5
1644.951	8544	40.6
1645.049	8545	40.6
1645.203	8546	40.6
1645.323	8547	40.6
1645.41	8548	40.6
1645.553	8549	40.6
1645.695	8550	40.6
1645.794	8551	40.6
1645.936	8552	40.6
1646.089	8553	40.6
1646.187	8554	40.6
1646.297	8555	40.6
1646.373	8556	40.6
1646.527	8557	40.6
1646.632	8558	40.6
1646.753	8559	40.6
1646.855	8560	40.6
1646.975	8561	40.7
1647.084	8562	40.7
1647.205	8563	40.7
1647.303	8564	40.7
1647.402	8565	40.7
1647.524	8566	40.7
1647.675	8567	40.7
1647.816	8568	40.7
1647.918	8569	40.7
1648.023	8570	40.7
1648.157	8571	40.7
1648.255	8572	40.7
1648.365	8573	40.7
1648.474	8574	40.7
1648.616	8575	40.7
1648.78	8576	40.7
1648.868	8577	40.7
1648.966	8578	40.8
1649.076	8579	40.8
1649.185	8580	40.8
1649.327	8581	40.8
1649.448	8582	40.8
1649.59	8583	40.8
1649.71	8584	40.8
1649.82	8585	40.8
1649.918	8586	40.8
1650.049	8587	40.8
1650.148	8588	40.8
1650.257	8589	40.8
1650.399	8590	40.8
1650.498	8591	40.8
1650.64	8592	40.8
1650.761	8593	40.8
1650.837	8594	40.8
1650.98	8595	40.9
1651.122	8596	40.9
1651.209	8597	40.9
1651.297	8598	40.9
1651.45	8599	40.9
1651.57	8600	40.9
1651.69	8601	40.9
1651.822	8602	40.9
1651.92	8603	40.9
1652.03	8604	40.9
1652.172	8605	40.9
1652.281	8606	40.9
1652.38	8607	40.9
1652.489	8608	40.9
1652.599	8609	40.9
1652.708	8610	40.9
1652.807	8611	40.9
1652.936	8612	41
1653.033	8613	41
1653.157	8614	41
1653.266	8615	41
1653.365	8616	41
1653.485	8617	41
1653.605	8618	41
1653.747	8619	41
1653.868	8620	41
1653.955	8621	41
1654.076	8622	41
1654.218	8623	41
1654.327	8624	41
1654.418	8625	41
1654.502	8626	41
1654.634	8627	41
1654.765	8628	41
1654.907	8629	41.1
1654.984	8630	41.1
1655.104	8631	41.1
1655.181	8632	41.1
1655.334	8633	41.1
1655.41	8634	41.1
1655.542	8635	41.1
1655.651	8636	41.1
1655.772	8637	41.1
1655.887	8638	41.1
1656.032	8639	41.1
1656.154	8640	41.1
1656.297	8641	41.1
1656.417	8642	41.1
1656.548	8643	41.1
1656.669	8644	41.1
1656.756	8645	41.1
1656.877	8646	41.2
1656.975	8647	41.2
1657.084	8648	41.2
1657.216	8649	41.2
1657.325	8650	41.2
1657.424	8651	41.2
1657.522	8652	41.2
1657.621	8653	41.2
1657.752	8654	41.2
1657.861	8655	41.2
1657.96	8656	41.2
1658.047	8657	41.2
1658.135	8658	41.2
1658.277	8659	41.2
1658.354	8660	41.2
1658.485	8661	41.2
1658.583	8662	41.2
1658.682	8663	41.3
1658.769	8664	41.3
1658.879	8665	41.3
1658.977	8666	41.3
1659.098	8667	41.3
1659.207	8668	41.3
1659.305	8669	41.3
1659.426	8670	41.3
1659.513	8671	41.3
1659.678	8672	41.3
1659.787	8673	41.3
1659.896	8674	41.3
1660.028	8675	41.3
1660.137	8676	41.3
1660.246	8677	41.3
1660.334	8678	41.3
1660.465	8679	41.3
1660.575	8680	41.4
1660.706	8681	41.4
1660.827	8682	41.4
1660.952	8683	41.4
1661.033	8684	41.4
1661.128	8685	41.4
1661.231	8686	41.4
1661.362	8687	41.4
1661.527	8688	41.4
1661.614	8689	41.4
1661.734	8690	41.4
1661.844	8691	41.4
1661.959	8692	41.4
1662.095	8693	41.4
1662.216	8694	41.4
1662.303	8695	41.4
1662.445	8696	41.4
1662.555	8697	41.5
1662.664	8698	41.5
1662.774	8699	41.5
1662.883	8700	41.5
1662.971	8701	41.5
1663.058	8702	41.5
1663.178	8703	41.5
1663.277	8704	41.5
1663.365	8705	41.5
1663.496	8706	41.5
1663.638	8707	41.5
1663.737	8708	41.5
1663.868	8709	41.5
1663.988	8710	41.5
1664.097	8711	41.5
1664.185	8712	41.5
1664.305	8713	41.5
1664.415	8714	41.6
1664.513	8715	41.6
1664.634	8716	41.6
1664.754	8717	41.6
1664.885	8718	41.6
1665.006	8719	41.6
1665.104	8720	41.6
1665.235	8721	41.6
1665.334	8722	41.6
1665.443	8723	41.6
1665.585	8724	41.6
1665.706	8725	41.6
1665.87	8726	41.6
1666.034	8727	41.6
1666.143	8728	41.6
1666.297	8729	41.6
1666.395	8730	41.6
1666.515	8731	41.7
1666.614	8732	41.7
1666.745	8733	41.7
1666.833	8734	41.7
1666.92	8735	41.7
1667.052	8736	41.7
1667.161	8737	41.7
1667.271	8738	41.7
1667.38	8739	41.7
1667.511	8740	41.7
1667.621	8741	41.7
1667.73	8742	41.7
1667.85	8743	41.7
1667.938	8744	41.7
1668.047	8745	41.7
1668.179	8746	41.7
1668.299	8747	41.7
1668.408	8748	41.8
1668.485	8749	41.8
1668.583	8750	41.8
1668.704	8751	41.8
1668.802	8752	41.8
1668.944	8753	41.8
1669.054	8754	41.8
1669.196	8755	41.8
1669.295	8756	41.8
1669.437	8757	41.8
1669.546	8758	41.8
1669.656	8759	41.8
1669.765	8760	41.8
1669.907	8761	41.8
1669.984	8762	41.8
1670.115	8763	41.8
1670.225	8764	41.8
1670.334	8765	41.9
1670.421	8766	41.9
1670.531	8767	41.9
1670.651	8768	41.9
1670.75	8769	41.9
1670.892	8770	41.9
1670.979	8771	41.9
1671.078	8772	41.9
1671.22	8773	41.9
1671.351	8774	41.9
1671.483	8775	41.9
1671.636	8776	41.9
1671.756	8777	41.9
1671.844	8778	41.9
1671.92	8779	41.9
1672.019	8780	41.9
1672.139	8781	41.9
1672.216	8782	42
1672.325	8783	42
1672.456	8784	42
1672.577	8785	42
1672.686	8786	42
1672.828	8787	42
1672.949	8788	42
1673.08	8789	42
1673.2	8790	42
1673.321	8791	42
1673.419	8792	42
1673.507	8793	42
1673.605	8794	42
1673.726	8795	42
1673.824	8796	42
1673.944	8797	42
1674.065	8798	42
1674.163	8799	42.1
1674.327	8800	42.1
1674.437	8801	42.1
1674.568	8802	42.1
1674.699	8803	42.1
1674.841	8804	42.1
1674.984	8805	42.1
1675.082	8806	42.1
1675.159	8807	42.1
1675.29	8808	42.1
1675.389	8809	42.1
1675.509	8810	42.1
1675.629	8811	42.1
1675.76	8812	42.1
1675.914	8813	42.1
1676.001	8814	42.1
1676.111	8815	42.1
1676.242	8816	42.2
1676.373	8817	42.2
1676.461	8818	42.2
1676.581	8819	42.2
1676.691	8820	42.2
1676.778	8821	42.2
1676.866	8822	42.2
1676.964	8823	42.2
1677.128	8824	42.2
1677.216	8825	42.2
1677.303	8826	42.2
1677.38	8827	42.2
1677.5	8828	42.2
1677.61	8829	42.2
1677.697	8830	42.2
1677.774	8831	42.2
1677.894	8832	42.2
1677.977	8833	42.3
1678.08	8834	42.3
1678.179	8835	42.3
1678.321	8836	42.3
1678.43	8837	42.3
1678.528	8838	42.3
1678.66	8839	42.3
1678.78	8840	42.3
1678.933	8841	42.3
1679.021	8842	42.3
1679.141	8843	42.3
1679.262	8844	42.3
1679.404	8845	42.3
1679.48	8846	42.3
1679.546	8847	42.3
1679.634	8848	42.3
1679.754	8849	42.3
1679.853	8850	42.4
1679.995	8851	42.4
1680.104	8852	42.4
1680.214	8853	42.4
1680.323	8854	42.4
1680.421	8855	42.4
1680.531	8856	42.4
1680.64	8857	42.4
1680.739	8858	42.4
1680.815	8859	42.4
1680.947	8860	42.4
1681.045	8861	42.4
1681.154	8862	42.4
1681.275	8863	42.4
1681.373	8864	42.4
1681.483	8865	42.4
1681.614	8866	42.4
1681.732	8867	42.5
1681.872	8868	42.5
1681.967	8869	42.5
1682.052	8870	42.5
1682.183	8871	42.5
1682.292	8872	42.5
1682.445	8873	42.5
1682.599	8874	42.5
1682.719	8875	42.5
1682.883	8876	42.5
1683.025	8877	42.5
1683.113	8878	42.5
1683.244	8879	42.5
1683.354	8880	42.5
1683.496	8881	42.5
1683.616	8882	42.5
1683.704	8883	42.5
1683.846	8884	42.6
1683.955	8885	42.6
1684.054	8886	42.6
1684.141	8887	42.6
1684.218	8888	42.6
1684.316	8889	42.6
1684.404	8890	42.6
1684.502	8891	42.6
1684.601	8892	42.6
1684.688	8893	42.6
1684.776	8894	42.6
1684.885	8895	42.6
1684.984	8896	42.6
1685.093	8897	42.6
1685.181	8898	42.6
1685.323	8899	42.6
1685.41	8900	42.6
1685.498	8901	42.7
1685.64	8902	42.7
1685.739	8903	42.7
1685.848	8904	42.7
1685.925	8905	42.7
1686.045	8906	42.7
1686.144	8907	42.7
1686.242	8908	42.7
1686.362	8909	42.7
1686.45	8910	42.7
1686.538	8911	42.7
1686.636	8912	42.7
1686.734	8913	42.7
1686.866	8914	42.7
1686.953	8915	42.7
1687.096	8916	42.7
1687.194	8917	42.7
1687.325	8918	42.8
1687.424	8919	42.8
1687.544	8920	42.8
1687.664	8921	42.8
1687.818	8922	42.8
1687.927	8923	42.8
1688.047	8924	42.8
1688.157	8925	42.8
1688.255	8926	42.8
1688.364	8927	42.8
1688.507	8928	42.8
1688.627	8929	42.8
1688.747	8930	42.8
1688.846	8931	42.8
1688.944	8932	42.8
1689.01	8933	42.8
1689.098	8934	42.8
1689.229	8935	42.9
1689.327	8936	42.9
1689.426	8937	42.9
1689.579	8938	42.9
1689.699	8939	42.9
1689.82	8940	42.9
1689.918	8941	42.9
1690.028	8942	42.9
1690.159	8943	42.9
1690.279	8944	42.9
1690.399	8945	42.9
1690.487	8946	42.9
1690.575	8947	42.9
1690.706	8948	42.9
1690.772	8949	42.9
1690.859	8950	42.9
1690.968	8951	42.9
1691.068	8952	43
1691.176	8953	43
1691.297	8954	43
1691.396	8955	43
1691.515	8956	43
1691.636	8957	43
1691.723	8958	43
1691.822	8959	43
1691.909	8960	43
1692.019	8961	43
1692.139	8962	43
1692.259	8963	43
1692.369	8964	43
1692.5	8965	43
1692.632	8966	43
1692.741	8967	43
1692.894	8968	43
1692.982	8969	43.1
1693.058	8970	43.1
1693.124	8971	43.1
1693.222	8972	43.1
1693.321	8973	43.1
1693.441	8974	43.1
1693.583	8975	43.1
