#ice dated horizons for WDC. From WAIS WD2014 Chronology. https://doi.pangaea.de/10.1594/PANGAEA.902577		
#depth (m) 	Cal age [a BP] (ice age)	Cal age std e
2629.9	24394	243.9
2629.933	24395	244
2629.963	24396	244
2629.998	24397	244
2630.03	24398	244
2630.071	24399	244
2630.113	24400	244
2630.155	24401	244
2630.181	24402	244
2630.205	24403	244
2630.231	24404	244
2630.262	24405	244.1
2630.292	24406	244.1
2630.32	24407	244.1
2630.356	24408	244.1
2630.388	24409	244.1
2630.427	24410	244.1
2630.452	24411	244.1
2630.488	24412	244.1
2630.513	24413	244.1
2630.541	24414	244.1
2630.58	24415	244.2
2630.61	24416	244.2
2630.642	24417	244.2
2630.673	24418	244.2
2630.695	24419	244.2
2630.715	24420	244.2
2630.74	24421	244.2
2630.775	24422	244.2
2630.808	24423	244.2
2630.84	24424	244.2
2630.867	24425	244.3
2630.899	24426	244.3
2630.927	24427	244.3
2630.958	24428	244.3
2630.98	24429	244.3
2631.017	24430	244.3
2631.049	24431	244.3
2631.076	24432	244.3
2631.109	24433	244.3
2631.139	24434	244.3
2631.167	24435	244.4
2631.194	24436	244.4
2631.219	24437	244.4
2631.239	24438	244.4
2631.264	24439	244.4
2631.296	24440	244.4
2631.324	24441	244.4
2631.347	24442	244.4
2631.379	24443	244.4
2631.413	24444	244.4
2631.432	24445	244.5
2631.463	24446	244.5
2631.491	24447	244.5
2631.517	24448	244.5
2631.539	24449	244.5
2631.566	24450	244.5
2631.59	24451	244.5
2631.619	24452	244.5
2631.651	24453	244.5
2631.684	24454	244.5
2631.713	24455	244.6
2631.75	24456	244.6
2631.782	24457	244.6
2631.819	24458	244.6
2631.846	24459	244.6
2631.873	24460	244.6
2631.904	24461	244.6
2631.926	24462	244.6
2631.963	24463	244.6
2632	24464	244.6
2632.034	24465	244.7
2632.061	24466	244.7
2632.086	24467	244.7
2632.123	24468	244.7
2632.154	24469	244.7
2632.176	24470	244.7
2632.213	24471	244.7
2632.237	24472	244.7
2632.26	24473	244.7
2632.284	24474	244.7
2632.315	24475	244.8
2632.342	24476	244.8
2632.377	24477	244.8
2632.416	24478	244.8
2632.449	24479	244.8
2632.478	24480	244.8
2632.505	24481	244.8
2632.53	24482	244.8
2632.565	24483	244.8
2632.598	24484	244.8
2632.636	24485	244.9
2632.675	24486	244.9
2632.711	24487	244.9
2632.732	24488	244.9
2632.767	24489	244.9
2632.789	24490	244.9
2632.814	24491	244.9
2632.839	24492	244.9
2632.867	24493	244.9
2632.901	24494	244.9
2632.935	24495	245
2632.958	24496	245
2632.996	24497	245
2633.036	24498	245
2633.06	24499	245
2633.105	24500	245
2633.126	24501	245
2633.157	24502	245
2633.19	24503	245
2633.224	24504	245
2633.263	24505	245.1
2633.302	24506	245.1
2633.328	24507	245.1
2633.366	24508	245.1
2633.396	24509	245.1
2633.422	24510	245.1
2633.459	24511	245.1
2633.486	24512	245.1
2633.506	24513	245.1
2633.535	24514	245.1
2633.574	24515	245.2
2633.6	24516	245.2
2633.632	24517	245.2
2633.659	24518	245.2
2633.692	24519	245.2
2633.721	24520	245.2
2633.758	24521	245.2
2633.787	24522	245.2
2633.822	24523	245.2
2633.858	24524	245.2
2633.893	24525	245.3
2633.93	24526	245.3
2633.955	24527	245.3
2633.978	24528	245.3
2634.015	24529	245.3
2634.052	24530	245.3
2634.083	24531	245.3
2634.116	24532	245.3
2634.146	24533	245.3
2634.175	24534	245.3
2634.205	24535	245.4
2634.235	24536	245.4
2634.276	24537	245.4
2634.307	24538	245.4
2634.344	24539	245.4
2634.378	24540	245.4
2634.404	24541	245.4
2634.433	24542	245.4
2634.465	24543	245.4
2634.498	24544	245.4
2634.526	24545	245.5
2634.564	24546	245.5
2634.59	24547	245.5
2634.616	24548	245.5
2634.645	24549	245.5
2634.677	24550	245.5
2634.708	24551	245.5
2634.739	24552	245.5
2634.773	24553	245.5
2634.808	24554	245.5
2634.846	24555	245.6
2634.875	24556	245.6
2634.905	24557	245.6
2634.928	24558	245.6
2634.973	24559	245.6
2635.003	24560	245.6
2635.044	24561	245.6
2635.079	24562	245.6
2635.119	24563	245.6
2635.149	24564	245.6
2635.185	24565	245.7
2635.23	24566	245.7
2635.26	24567	245.7
2635.292	24568	245.7
2635.324	24569	245.7
2635.358	24570	245.7
2635.396	24571	245.7
2635.428	24572	245.7
2635.46	24573	245.7
2635.487	24574	245.7
2635.518	24575	245.8
2635.557	24576	245.8
2635.579	24577	245.8
2635.614	24578	245.8
2635.652	24579	245.8
2635.692	24580	245.8
2635.731	24581	245.8
2635.772	24582	245.8
2635.794	24583	245.8
2635.834	24584	245.8
2635.875	24585	245.9
2635.901	24586	245.9
2635.942	24587	245.9
2635.972	24588	245.9
2636.015	24589	245.9
2636.052	24590	245.9
2636.081	24591	245.9
2636.116	24592	245.9
2636.14	24593	245.9
2636.178	24594	245.9
2636.221	24595	246
2636.245	24596	246
2636.266	24597	246
2636.287	24598	246
2636.317	24599	246
2636.348	24600	246
2636.369	24601	246
2636.398	24602	246
2636.418	24603	246
2636.453	24604	246
2636.486	24605	246.1
2636.516	24606	246.1
2636.552	24607	246.1
2636.579	24608	246.1
2636.603	24609	246.1
2636.633	24610	246.1
2636.673	24611	246.1
2636.701	24612	246.1
2636.738	24613	246.1
2636.771	24614	246.1
2636.804	24615	246.2
2636.843	24616	246.2
2636.877	24617	246.2
2636.903	24618	246.2
2636.927	24619	246.2
2636.952	24620	246.2
2636.983	24621	246.2
2637.009	24622	246.2
2637.039	24623	246.2
2637.076	24624	246.2
2637.097	24625	246.3
2637.141	24626	246.3
2637.183	24627	246.3
2637.214	24628	246.3
2637.239	24629	246.3
2637.274	24630	246.3
2637.315	24631	246.3
2637.341	24632	246.3
2637.377	24633	246.3
2637.4	24634	246.3
2637.436	24635	246.4
2637.479	24636	246.4
2637.499	24637	246.4
2637.533	24638	246.4
2637.568	24639	246.4
2637.591	24640	246.4
2637.63	24641	246.4
2637.664	24642	246.4
2637.698	24643	246.4
2637.734	24644	246.4
2637.772	24645	246.5
2637.81	24646	246.5
2637.837	24647	246.5
2637.857	24648	246.5
2637.9	24649	246.5
2637.934	24650	246.5
2637.965	24651	246.5
2637.998	24652	246.5
2638.037	24653	246.5
2638.061	24654	246.5
2638.098	24655	246.6
2638.135	24656	246.6
2638.167	24657	246.6
2638.201	24658	246.6
2638.239	24659	246.6
2638.267	24660	246.6
2638.288	24661	246.6
2638.321	24662	246.6
2638.352	24663	246.6
2638.374	24664	246.6
2638.413	24665	246.7
2638.448	24666	246.7
2638.483	24667	246.7
2638.509	24668	246.7
2638.54	24669	246.7
2638.573	24670	246.7
2638.596	24671	246.7
2638.63	24672	246.7
2638.67	24673	246.7
2638.699	24674	246.7
2638.731	24675	246.8
2638.76	24676	246.8
2638.787	24677	246.8
2638.812	24678	246.8
2638.846	24679	246.8
2638.886	24680	246.8
2638.922	24681	246.8
2638.948	24682	246.8
2638.982	24683	246.8
2639.009	24684	246.8
2639.03	24685	246.9
2639.068	24686	246.9
2639.103	24687	246.9
2639.14	24688	246.9
2639.168	24689	246.9
2639.21	24690	246.9
2639.246	24691	246.9
2639.284	24692	246.9
2639.318	24693	246.9
2639.353	24694	246.9
2639.387	24695	247
2639.432	24696	247
2639.456	24697	247
2639.489	24698	247
2639.524	24699	247
2639.563	24700	247
2639.602	24701	247
2639.637	24702	247
2639.684	24703	247
2639.721	24704	247
2639.766	24705	247.1
2639.797	24706	247.1
2639.834	24707	247.1
2639.872	24708	247.1
2639.908	24709	247.1
2639.933	24710	247.1
2639.962	24711	247.1
2640	24712	247.1
2640.035	24713	247.1
2640.062	24714	247.1
2640.094	24715	247.2
2640.133	24716	247.2
2640.165	24717	247.2
2640.188	24718	247.2
2640.214	24719	247.2
2640.245	24720	247.2
2640.28	24721	247.2
2640.309	24722	247.2
2640.343	24723	247.2
2640.377	24724	247.2
2640.41	24725	247.3
2640.447	24726	247.3
2640.483	24727	247.3
2640.518	24728	247.3
2640.545	24729	247.3
2640.575	24730	247.3
2640.612	24731	247.3
2640.655	24732	247.3
2640.688	24733	247.3
2640.729	24734	247.3
2640.763	24735	247.4
2640.798	24736	247.4
2640.843	24737	247.4
2640.873	24738	247.4
2640.908	24739	247.4
2640.943	24740	247.4
2640.977	24741	247.4
2641.012	24742	247.4
2641.046	24743	247.4
2641.071	24744	247.4
2641.108	24745	247.5
2641.141	24746	247.5
2641.173	24747	247.5
2641.211	24748	247.5
2641.251	24749	247.5
2641.279	24750	247.5
2641.304	24751	247.5
2641.327	24752	247.5
2641.357	24753	247.5
2641.383	24754	247.5
2641.405	24755	247.6
2641.438	24756	247.6
2641.456	24757	247.6
2641.48	24758	247.6
2641.507	24759	247.6
2641.546	24760	247.6
2641.572	24761	247.6
2641.61	24762	247.6
2641.651	24763	247.6
2641.684	24764	247.6
2641.712	24765	247.7
2641.744	24766	247.7
2641.768	24767	247.7
2641.8	24768	247.7
2641.833	24769	247.7
2641.865	24770	247.7
2641.906	24771	247.7
2641.936	24772	247.7
2641.974	24773	247.7
2642.001	24774	247.7
2642.02	24775	247.8
2642.055	24776	247.8
2642.085	24777	247.8
2642.119	24778	247.8
2642.154	24779	247.8
2642.188	24780	247.8
2642.221	24781	247.8
2642.246	24782	247.8
2642.266	24783	247.8
2642.295	24784	247.8
2642.333	24785	247.9
2642.363	24786	247.9
2642.391	24787	247.9
2642.43	24788	247.9
2642.47	24789	247.9
2642.503	24790	247.9
2642.526	24791	247.9
2642.553	24792	247.9
2642.588	24793	247.9
2642.621	24794	247.9
2642.658	24795	248
2642.701	24796	248
2642.726	24797	248
2642.761	24798	248
2642.79	24799	248
2642.832	24800	248
2642.861	24801	248
2642.895	24802	248
2642.923	24803	248
2642.95	24804	248
2642.97	24805	248.1
2643.003	24806	248.1
2643.029	24807	248.1
2643.066	24808	248.1
2643.095	24809	248.1
2643.115	24810	248.1
2643.137	24811	248.1
2643.164	24812	248.1
2643.199	24813	248.1
2643.226	24814	248.1
2643.247	24815	248.2
2643.27	24816	248.2
2643.305	24817	248.2
2643.338	24818	248.2
2643.378	24819	248.2
2643.42	24820	248.2
2643.457	24821	248.2
2643.483	24822	248.2
2643.522	24823	248.2
2643.553	24824	248.2
2643.576	24825	248.3
2643.607	24826	248.3
2643.639	24827	248.3
2643.671	24828	248.3
2643.712	24829	248.3
2643.754	24830	248.3
2643.78	24831	248.3
2643.818	24832	248.3
2643.856	24833	248.3
2643.893	24834	248.3
2643.932	24835	248.4
2643.967	24836	248.4
2643.996	24837	248.4
2644.022	24838	248.4
2644.059	24839	248.4
2644.1	24840	248.4
2644.138	24841	248.4
2644.163	24842	248.4
2644.206	24843	248.4
2644.249	24844	248.4
2644.293	24845	248.5
2644.327	24846	248.5
2644.365	24847	248.5
2644.399	24848	248.5
2644.429	24849	248.5
2644.459	24850	248.5
2644.488	24851	248.5
2644.517	24852	248.5
2644.558	24853	248.5
2644.596	24854	248.5
2644.627	24855	248.6
2644.652	24856	248.6
2644.681	24857	248.6
2644.726	24858	248.6
2644.766	24859	248.6
2644.789	24860	248.6
2644.83	24861	248.6
2644.857	24862	248.6
2644.888	24863	248.6
2644.911	24864	248.6
2644.937	24865	248.7
2644.979	24866	248.7
2645	24867	248.7
2645.036	24868	248.7
2645.068	24869	248.7
2645.108	24870	248.7
2645.156	24871	248.7
2645.189	24872	248.7
2645.216	24873	248.7
2645.249	24874	248.7
2645.284	24875	248.8
2645.326	24876	248.8
2645.35	24877	248.8
2645.378	24878	248.8
2645.412	24879	248.8
2645.431	24880	248.8
2645.47	24881	248.8
2645.508	24882	248.8
2645.544	24883	248.8
2645.577	24884	248.8
2645.62	24885	248.9
2645.644	24886	248.9
2645.677	24887	248.9
2645.713	24888	248.9
2645.757	24889	248.9
2645.788	24890	248.9
2645.816	24891	248.9
2645.846	24892	248.9
2645.872	24893	248.9
2645.915	24894	248.9
2645.947	24895	249
2645.971	24896	249
2646.01	24897	249
2646.04	24898	249
2646.079	24899	249
2646.116	24900	249
2646.151	24901	249
2646.181	24902	249
2646.218	24903	249
2646.247	24904	249
2646.283	24905	249.1
2646.317	24906	249.1
2646.355	24907	249.1
2646.387	24908	249.1
2646.426	24909	249.1
2646.461	24910	249.1
2646.501	24911	249.1
2646.54	24912	249.1
2646.567	24913	249.1
2646.608	24914	249.1
2646.647	24915	249.2
2646.683	24916	249.2
2646.716	24917	249.2
2646.754	24918	249.2
2646.79	24919	249.2
2646.825	24920	249.2
2646.864	24921	249.2
2646.908	24922	249.2
2646.936	24923	249.2
2646.971	24924	249.2
2647.002	24925	249.3
2647.045	24926	249.3
2647.077	24927	249.3
2647.119	24928	249.3
2647.156	24929	249.3
2647.182	24930	249.3
2647.208	24931	249.3
2647.244	24932	249.3
2647.278	24933	249.3
2647.309	24934	249.3
2647.351	24935	249.4
2647.376	24936	249.4
2647.421	24937	249.4
2647.466	24938	249.4
2647.513	24939	249.4
2647.544	24940	249.4
2647.57	24941	249.4
2647.608	24942	249.4
2647.633	24943	249.4
2647.662	24944	249.4
2647.709	24945	249.5
2647.754	24946	249.5
2647.787	24947	249.5
2647.821	24948	249.5
2647.855	24949	249.5
2647.889	24950	249.5
2647.932	24951	249.5
2647.961	24952	249.5
2647.994	24953	249.5
2648.033	24954	249.5
2648.066	24955	249.6
2648.11	24956	249.6
2648.15	24957	249.6
2648.189	24958	249.6
2648.222	24959	249.6
2648.266	24960	249.6
2648.302	24961	249.6
2648.337	24962	249.6
2648.374	24963	249.6
2648.414	24964	249.6
2648.445	24965	249.7
2648.483	24966	249.7
2648.519	24967	249.7
2648.545	24968	249.7
2648.577	24969	249.7
2648.604	24970	249.7
2648.623	24971	249.7
2648.656	24972	249.7
2648.699	24973	249.7
2648.744	24974	249.7
2648.769	24975	249.8
2648.793	24976	249.8
2648.833	24977	249.8
2648.868	24978	249.8
2648.907	24979	249.8
2648.938	24980	249.8
2648.978	24981	249.8
2649.015	24982	249.8
2649.043	24983	249.8
2649.066	24984	249.8
2649.094	24985	249.9
2649.12	24986	249.9
2649.152	24987	249.9
2649.193	24988	249.9
2649.216	24989	249.9
2649.239	24990	249.9
2649.278	24991	249.9
2649.315	24992	249.9
2649.352	24993	249.9
2649.386	24994	249.9
2649.412	24995	250
2649.449	24996	250
2649.483	24997	250
2649.509	24998	250
2649.546	24999	250
2649.579	25000	250
2649.606	25001	250
2649.644	25002	250
2649.664	25003	250
2649.687	25004	250
2649.726	25005	250.1
2649.761	25006	250.1
2649.785	25007	250.1
2649.814	25008	250.1
2649.857	25009	250.1
2649.897	25010	250.1
2649.939	25011	250.1
2649.975	25012	250.1
2650.01	25013	250.1
2650.043	25014	250.1
2650.072	25015	250.2
2650.118	25016	250.2
2650.156	25017	250.2
2650.193	25018	250.2
2650.224	25019	250.2
2650.247	25020	250.2
2650.285	25021	250.2
2650.317	25022	250.2
2650.346	25023	250.2
2650.368	25024	250.2
2650.4	25025	250.3
2650.436	25026	250.3
2650.479	25027	250.3
2650.522	25028	250.3
2650.565	25029	250.3
2650.612	25030	250.3
2650.635	25031	250.3
2650.671	25032	250.3
2650.712	25033	250.3
2650.75	25034	250.3
2650.775	25035	250.4
2650.807	25036	250.4
2650.844	25037	250.4
2650.872	25038	250.4
2650.9	25039	250.4
2650.929	25040	250.4
2650.96	25041	250.4
2650.995	25042	250.4
2651.03	25043	250.4
2651.074	25044	250.4
2651.109	25045	250.5
2651.15	25046	250.5
2651.171	25047	250.5
2651.207	25048	250.5
2651.226	25049	250.5
2651.255	25050	250.5
2651.282	25051	250.5
2651.302	25052	250.5
2651.327	25053	250.5
2651.356	25054	250.5
2651.384	25055	250.6
2651.421	25056	250.6
2651.456	25057	250.6
2651.488	25058	250.6
2651.525	25059	250.6
2651.564	25060	250.6
2651.606	25061	250.6
2651.637	25062	250.6
2651.676	25063	250.6
2651.708	25064	250.6
2651.731	25065	250.7
2651.766	25066	250.7
2651.807	25067	250.7
2651.84	25068	250.7
2651.868	25069	250.7
2651.911	25070	250.7
2651.93	25071	250.7
2651.956	25072	250.7
2651.989	25073	250.7
2652.021	25074	250.7
2652.045	25075	250.8
2652.069	25076	250.8
2652.104	25077	250.8
2652.144	25078	250.8
2652.164	25079	250.8
2652.197	25080	250.8
2652.227	25081	250.8
2652.256	25082	250.8
2652.282	25083	250.8
2652.307	25084	250.8
2652.344	25085	250.9
2652.386	25086	250.9
2652.426	25087	250.9
2652.456	25088	250.9
2652.499	25089	250.9
2652.538	25090	250.9
2652.566	25091	250.9
2652.601	25092	250.9
2652.642	25093	250.9
2652.671	25094	250.9
2652.715	25095	251
2652.739	25096	251
2652.774	25097	251
2652.805	25098	251
2652.845	25099	251
2652.888	25100	251
2652.922	25101	251
2652.955	25102	251
2652.989	25103	251
2653.02	25104	251
2653.06	25105	251.1
2653.1	25106	251.1
2653.136	25107	251.1
2653.182	25108	251.1
2653.214	25109	251.1
2653.236	25110	251.1
2653.274	25111	251.1
2653.301	25112	251.1
2653.326	25113	251.1
2653.354	25114	251.1
2653.394	25115	251.2
2653.431	25116	251.2
2653.463	25117	251.2
2653.505	25118	251.2
2653.548	25119	251.2
2653.579	25120	251.2
2653.624	25121	251.2
2653.67	25122	251.2
2653.711	25123	251.2
2653.746	25124	251.2
2653.775	25125	251.3
2653.818	25126	251.3
2653.855	25127	251.3
2653.882	25128	251.3
2653.916	25129	251.3
2653.949	25130	251.3
2653.986	25131	251.3
2654.027	25132	251.3
2654.053	25133	251.3
2654.087	25134	251.3
2654.118	25135	251.4
2654.155	25136	251.4
2654.189	25137	251.4
2654.231	25138	251.4
2654.265	25139	251.4
2654.292	25140	251.4
2654.329	25141	251.4
2654.37	25142	251.4
2654.399	25143	251.4
2654.428	25144	251.4
2654.456	25145	251.5
2654.486	25146	251.5
2654.522	25147	251.5
2654.561	25148	251.5
2654.603	25149	251.5
2654.638	25150	251.5
2654.671	25151	251.5
2654.706	25152	251.5
2654.738	25153	251.5
2654.76	25154	251.5
2654.791	25155	251.6
2654.824	25156	251.6
2654.854	25157	251.6
2654.884	25158	251.6
2654.919	25159	251.6
2654.948	25160	251.6
2654.995	25161	251.6
2655.04	25162	251.6
2655.074	25163	251.6
2655.102	25164	251.6
2655.124	25165	251.7
2655.162	25166	251.7
2655.185	25167	251.7
2655.213	25168	251.7
2655.243	25169	251.7
2655.285	25170	251.7
2655.311	25171	251.7
2655.337	25172	251.7
2655.37	25173	251.7
2655.398	25174	251.7
2655.438	25175	251.8
2655.47	25176	251.8
2655.496	25177	251.8
2655.534	25178	251.8
2655.564	25179	251.8
2655.605	25180	251.8
2655.639	25181	251.8
2655.669	25182	251.8
2655.695	25183	251.8
2655.735	25184	251.8
2655.775	25185	251.9
2655.816	25186	251.9
2655.849	25187	251.9
2655.881	25188	251.9
2655.904	25189	251.9
2655.939	25190	251.9
2655.974	25191	251.9
2656.007	25192	251.9
2656.05	25193	251.9
2656.083	25194	251.9
2656.131	25195	252
2656.164	25196	252
2656.189	25197	252
2656.216	25198	252
2656.247	25199	252
2656.292	25200	252
2656.33	25201	252
2656.36	25202	252
2656.398	25203	252
2656.432	25204	252
2656.473	25205	252.1
2656.516	25206	252.1
2656.549	25207	252.1
2656.585	25208	252.1
2656.619	25209	252.1
2656.653	25210	252.1
2656.685	25211	252.1
2656.721	25212	252.1
2656.748	25213	252.1
2656.783	25214	252.1
2656.821	25215	252.2
2656.859	25216	252.2
2656.905	25217	252.2
2656.952	25218	252.2
2656.992	25219	252.2
2657.028	25220	252.2
2657.062	25221	252.2
2657.096	25222	252.2
2657.124	25223	252.2
2657.157	25224	252.2
2657.194	25225	252.3
2657.234	25226	252.3
2657.264	25227	252.3
2657.311	25228	252.3
2657.344	25229	252.3
2657.374	25230	252.3
2657.415	25231	252.3
2657.447	25232	252.3
2657.482	25233	252.3
2657.513	25234	252.3
2657.55	25235	252.4
2657.585	25236	252.4
2657.618	25237	252.4
2657.653	25238	252.4
2657.688	25239	252.4
2657.733	25240	252.4
2657.768	25241	252.4
2657.8	25242	252.4
2657.831	25243	252.4
2657.872	25244	252.4
2657.906	25245	252.5
2657.938	25246	252.5
2657.974	25247	252.5
2658.011	25248	252.5
2658.035	25249	252.5
2658.064	25250	252.5
2658.091	25251	252.5
2658.129	25252	252.5
2658.171	25253	252.5
2658.2	25254	252.5
2658.24	25255	252.6
2658.263	25256	252.6
2658.284	25257	252.6
2658.31	25258	252.6
2658.346	25259	252.6
2658.384	25260	252.6
2658.413	25261	252.6
2658.447	25262	252.6
2658.49	25263	252.6
2658.515	25264	252.6
2658.55	25265	252.7
2658.592	25266	252.7
2658.631	25267	252.7
2658.652	25268	252.7
2658.697	25269	252.7
2658.727	25270	252.7
2658.764	25271	252.7
2658.79	25272	252.7
2658.827	25273	252.7
2658.853	25274	252.7
2658.876	25275	252.8
2658.909	25276	252.8
2658.941	25277	252.8
2658.97	25278	252.8
2659.012	25279	252.8
2659.038	25280	252.8
2659.071	25281	252.8
2659.108	25282	252.8
2659.137	25283	252.8
2659.182	25284	252.8
2659.213	25285	252.9
2659.234	25286	252.9
2659.271	25287	252.9
2659.303	25288	252.9
2659.344	25289	252.9
2659.378	25290	252.9
2659.423	25291	252.9
2659.459	25292	252.9
2659.49	25293	252.9
2659.532	25294	252.9
2659.566	25295	253
2659.609	25296	253
2659.652	25297	253
2659.685	25298	253
2659.727	25299	253
2659.751	25300	253
2659.785	25301	253
2659.813	25302	253
2659.849	25303	253
2659.881	25304	253
2659.911	25305	253.1
2659.947	25306	253.1
2659.968	25307	253.1
2660.012	25308	253.1
2660.035	25309	253.1
2660.065	25310	253.1
2660.096	25311	253.1
2660.126	25312	253.1
2660.151	25313	253.1
2660.178	25314	253.1
2660.203	25315	253.2
2660.237	25316	253.2
2660.269	25317	253.2
2660.301	25318	253.2
2660.33	25319	253.2
2660.36	25320	253.2
2660.391	25321	253.2
2660.421	25322	253.2
2660.452	25323	253.2
2660.488	25324	253.2
2660.519	25325	253.3
2660.558	25326	253.3
2660.597	25327	253.3
2660.634	25328	253.3
2660.665	25329	253.3
2660.704	25330	253.3
2660.732	25331	253.3
2660.765	25332	253.3
2660.801	25333	253.3
2660.834	25334	253.3
2660.871	25335	253.4
2660.908	25336	253.4
2660.947	25337	253.4
2660.973	25338	253.4
2661.006	25339	253.4
2661.029	25340	253.4
2661.068	25341	253.4
2661.097	25342	253.4
2661.128	25343	253.4
2661.156	25344	253.4
2661.186	25345	253.5
2661.215	25346	253.5
2661.248	25347	253.5
2661.287	25348	253.5
2661.319	25349	253.5
2661.345	25350	253.5
2661.376	25351	253.5
2661.406	25352	253.5
2661.437	25353	253.5
2661.473	25354	253.5
2661.499	25355	253.6
2661.53	25356	253.6
2661.568	25357	253.6
2661.591	25358	253.6
2661.632	25359	253.6
2661.671	25360	253.6
2661.705	25361	253.6
2661.748	25362	253.6
2661.793	25363	253.6
2661.826	25364	253.6
2661.869	25365	253.7
2661.911	25366	253.7
2661.954	25367	253.7
2661.975	25368	253.7
2662.008	25369	253.7
2662.028	25370	253.7
2662.064	25371	253.7
2662.091	25372	253.7
2662.127	25373	253.7
2662.166	25374	253.7
2662.204	25375	253.8
2662.238	25376	253.8
2662.275	25377	253.8
2662.301	25378	253.8
2662.332	25379	253.8
2662.368	25380	253.8
2662.391	25381	253.8
2662.421	25382	253.8
2662.452	25383	253.8
2662.497	25384	253.8
2662.527	25385	253.9
2662.549	25386	253.9
2662.577	25387	253.9
2662.605	25388	253.9
2662.637	25389	253.9
2662.656	25390	253.9
2662.684	25391	253.9
2662.724	25392	253.9
2662.758	25393	253.9
2662.796	25394	253.9
2662.827	25395	254
2662.851	25396	254
2662.891	25397	254
2662.929	25398	254
2662.96	25399	254
2663.001	25400	254
2663.034	25401	254
2663.072	25402	254
2663.106	25403	254
2663.138	25404	254
2663.166	25405	254.1
2663.187	25406	254.1
2663.216	25407	254.1
2663.242	25408	254.1
2663.272	25409	254.1
2663.301	25410	254.1
2663.328	25411	254.1
2663.358	25412	254.1
2663.393	25413	254.1
2663.429	25414	254.1
2663.463	25415	254.2
2663.497	25416	254.2
2663.519	25417	254.2
2663.548	25418	254.2
2663.573	25419	254.2
2663.601	25420	254.2
2663.624	25421	254.2
2663.655	25422	254.2
2663.679	25423	254.2
2663.716	25424	254.2
2663.758	25425	254.3
2663.805	25426	254.3
2663.848	25427	254.3
2663.884	25428	254.3
2663.922	25429	254.3
2663.952	25430	254.3
2663.994	25431	254.3
2664.023	25432	254.3
2664.056	25433	254.3
2664.096	25434	254.3
2664.132	25435	254.4
2664.175	25436	254.4
2664.208	25437	254.4
2664.24	25438	254.4
2664.272	25439	254.4
2664.31	25440	254.4
2664.336	25441	254.4
2664.365	25442	254.4
2664.399	25443	254.4
2664.431	25444	254.4
2664.47	25445	254.5
2664.501	25446	254.5
2664.542	25447	254.5
2664.569	25448	254.5
2664.602	25449	254.5
2664.636	25450	254.5
2664.662	25451	254.5
2664.705	25452	254.5
2664.73	25453	254.5
2664.769	25454	254.5
2664.791	25455	254.6
2664.831	25456	254.6
2664.85	25457	254.6
2664.88	25458	254.6
2664.909	25459	254.6
2664.947	25460	254.6
2664.975	25461	254.6
2665.002	25462	254.6
2665.032	25463	254.6
2665.068	25464	254.6
2665.098	25465	254.7
2665.118	25466	254.7
2665.149	25467	254.7
2665.192	25468	254.7
2665.225	25469	254.7
2665.262	25470	254.7
2665.289	25471	254.7
2665.316	25472	254.7
2665.339	25473	254.7
2665.365	25474	254.7
2665.387	25475	254.8
2665.411	25476	254.8
2665.434	25477	254.8
2665.459	25478	254.8
2665.483	25479	254.8
2665.523	25480	254.8
2665.564	25481	254.8
2665.595	25482	254.8
2665.625	25483	254.8
2665.663	25484	254.8
2665.702	25485	254.9
2665.736	25486	254.9
2665.766	25487	254.9
2665.801	25488	254.9
2665.83	25489	254.9
2665.87	25490	254.9
2665.899	25491	254.9
2665.941	25492	254.9
2665.968	25493	254.9
2666.004	25494	254.9
2666.044	25495	255
2666.081	25496	255
2666.107	25497	255
2666.138	25498	255
2666.181	25499	255
2666.215	25500	255
2666.242	25501	255
2666.276	25502	255
2666.313	25503	255
2666.355	25504	255
2666.389	25505	255.1
2666.418	25506	255.1
2666.447	25507	255.1
2666.473	25508	255.1
2666.503	25509	255.1
2666.543	25510	255.1
2666.584	25511	255.1
2666.611	25512	255.1
2666.64	25513	255.1
2666.681	25514	255.1
2666.703	25515	255.2
2666.722	25516	255.2
2666.748	25517	255.2
2666.785	25518	255.2
2666.811	25519	255.2
2666.837	25520	255.2
2666.855	25521	255.2
2666.888	25522	255.2
2666.928	25523	255.2
2666.962	25524	255.2
2666.989	25525	255.3
2667.014	25526	255.3
2667.056	25527	255.3
2667.09	25528	255.3
2667.122	25529	255.3
2667.157	25530	255.3
2667.195	25531	255.3
2667.235	25532	255.3
2667.269	25533	255.3
2667.291	25534	255.3
2667.328	25535	255.4
2667.355	25536	255.4
2667.388	25537	255.4
2667.418	25538	255.4
2667.452	25539	255.4
2667.487	25540	255.4
2667.525	25541	255.4
2667.552	25542	255.4
2667.584	25543	255.4
2667.607	25544	255.4
2667.634	25545	255.5
2667.675	25546	255.5
2667.714	25547	255.5
2667.754	25548	255.5
2667.782	25549	255.5
2667.808	25550	255.5
2667.845	25551	255.5
2667.866	25552	255.5
2667.89	25553	255.5
2667.922	25554	255.5
2667.964	25555	255.6
2668.003	25556	255.6
2668.027	25557	255.6
2668.06	25558	255.6
2668.093	25559	255.6
2668.126	25560	255.6
2668.157	25561	255.6
2668.189	25562	255.6
2668.212	25563	255.6
2668.235	25564	255.6
2668.269	25565	255.7
2668.293	25566	255.7
2668.325	25567	255.7
2668.357	25568	255.7
2668.393	25569	255.7
2668.423	25570	255.7
2668.452	25571	255.7
2668.492	25572	255.7
2668.529	25573	255.7
