#This data file has 4 columns:			
#column 1:	Depth in m below the surface		
#column 2:	"Ice age following the WD2014 chronology, in years before 1950 C.E."		
#column 3:	"Accumulation reconstructed using an inverse firn densification model, in m ice equivalent per year"		
#column 4:	2 sigma accumulation uncertainty from monte-carlo simulation		
			
#Depth	Ice age	Accumulation	2 sigma uncertainty
#(m)	(years bp)	(m ice a-1)	(m ice a-1)
2408.982	17265	0.1124	0.028
2409.365	17275	0.1154	0.028
2409.735	17285	0.1063	0.027
2410.125	17295	0.1072	0.027
2410.473	17305	0.1078	0.028
2410.829	17315	0.1057	0.028
2411.221	17325	0.1101	0.028
2411.606	17335	0.1087	0.028
2411.981	17345	0.1073	0.028
2412.345	17355	0.106	0.028
2412.687	17365	0.1087	0.028
2413.059	17375	0.1109	0.028
2413.476	17385	0.1166	0.028
2413.877	17395	0.1167	0.028
2414.29	17405	0.1174	0.028
2414.652	17415	0.1146	0.028
2415.079	17425	0.1123	0.028
2415.459	17435	0.1119	0.028
2415.83	17445	0.1106	0.028
2416.216	17455	0.1117	0.028
2416.596	17465	0.1072	0.028
2416.944	17475	0.1068	0.028
2417.318	17485	0.107	0.028
2417.691	17495	0.1123	0.028
2418.056	17505	0.1107	0.028
2418.437	17515	0.1136	0.028
2418.839	17525	0.1147	0.028
2419.253	17535	0.1177	0.028
2419.637	17545	0.1147	0.028
2420.016	17555	0.1109	0.028
2420.396	17565	0.1072	0.027
2420.745	17575	0.1061	0.027
2421.085	17585	0.1059	0.027
2421.475	17595	0.1068	0.027
2421.846	17605	0.1091	0.027
2422.196	17615	0.1045	0.026
2422.589	17625	0.1057	0.026
2422.906	17635	0.1027	0.026
2423.246	17645	0.0946	0.026
2423.594	17655	0.0932	0.027
2423.896	17665	0.0937	0.027
2424.2	17675	0.0947	0.027
2424.52	17685	0.1006	0.027
2424.888	17695	0.1032	0.027
2425.232	17705	0.1138	0.027
2425.57	17715	0.1154	0.027
2426.05	17725	0.1238	0.028
2426.446	17735	0.1268	0.028
2426.886	17745	0.1189	0.028
2427.314	17755	0.1162	0.028
2427.64	17765	0.1097	0.028
2427.997	17775	0.1032	0.029
2428.342	17785	0.1085	0.029
2428.713	17795	0.1068	0.028
2429.101	17805	0.1077	0.028
2429.453	17815	0.1053	0.028
2429.796	17825	0.1044	0.028
2430.144	17835	0.1055	0.028
2430.489	17845	0.104	0.028
2430.862	17855	0.1093	0.028
2431.224	17865	0.1087	0.028
2431.599	17875	0.1063	0.028
2431.955	17885	0.1075	0.028
2432.297	17895	0.1055	0.028
2432.689	17905	0.1095	0.028
2433.041	17915	0.1105	0.028
2433.42	17925	0.1086	0.028
2433.793	17935	0.1107	0.028
2434.144	17945	0.1044	0.028
2434.503	17955	0.1026	0.028
2434.823	17965	0.1068	0.028
2435.195	17975	0.1087	0.028
2435.565	17985	0.1118	0.028
2435.942	17995	0.1129	0.028
2436.322	18005	0.1117	0.028
2436.686	18015	0.1061	0.028
2437.035	18025	0.0988	0.028
2437.336	18035	0.0975	0.028
2437.646	18045	0.0981	0.028
2438.001	18055	0.0992	0.028
2438.334	18065	0.1024	0.028
2438.668	18075	0.1042	0.028
2438.995	18085	0.1089	0.027
2439.396	18095	0.1112	0.027
2439.763	18105	0.1142	0.027
2440.126	18115	0.1067	0.027
2440.505	18125	0.1048	0.027
2440.811	18135	0.1031	0.027
2441.157	18145	0.0954	0.027
2441.464	18155	0.0952	0.027
2441.753	18165	0.0962	0.027
2442.087	18175	0.097	0.027
2442.443	18185	0.0988	0.026
2442.756	18195	0.1009	0.026
2443.074	18205	0.0989	0.026
2443.423	18215	0.095	0.026
2443.732	18225	0.0942	0.026
2444.016	18235	0.0912	0.026
2444.319	18245	0.093	0.026
2444.61	18255	0.0949	0.026
2444.935	18265	0.0979	0.026
2445.284	18275	0.1023	0.026
2445.632	18285	0.1038	0.026
2445.972	18295	0.0965	0.026
2446.274	18305	0.0894	0.026
2446.547	18315	0.0863	0.026
2446.841	18325	0.0874	0.026
2447.121	18335	0.0899	0.026
2447.413	18345	0.0939	0.026
2447.731	18355	0.096	0.026
2448.057	18365	0.0963	0.026
2448.368	18375	0.099	0.026
2448.673	18385	0.0968	0.026
2449.044	18395	0.0959	0.026
2449.338	18405	0.095	0.026
2449.613	18415	0.0958	0.026
2449.947	18425	0.097	0.027
2450.286	18435	0.0999	0.027
2450.597	18445	0.0963	0.027
2450.917	18455	0.0959	0.027
2451.21	18465	0.0958	0.027
2451.534	18475	0.0935	0.027
2451.853	18485	0.1	0.027
2452.142	18495	0.0991	0.027
2452.514	18505	0.1	0.027
2452.81	18515	0.0991	0.027
2453.137	18525	0.0943	0.027
2453.431	18535	0.0936	0.027
2453.747	18545	0.0907	0.027
2454.039	18555	0.0946	0.027
2454.328	18565	0.0894	0.027
2454.649	18575	0.0957	0.027
2454.946	18585	0.0988	0.027
2455.283	18595	0.1016	0.027
2455.624	18605	0.1055	0.027
2455.969	18615	0.1047	0.027
2456.305	18625	0.0994	0.027
2456.625	18635	0.0949	0.027
2456.908	18645	0.0943	0.028
2457.216	18655	0.0912	0.028
2457.52	18665	0.0926	0.027
2457.811	18675	0.0945	0.027
2458.131	18685	0.0953	0.027
2458.444	18695	0.0995	0.027
2458.762	18705	0.0976	0.027
2459.098	18715	0.0963	0.027
2459.388	18725	0.0924	0.027
2459.68	18735	0.0896	0.028
2459.98	18745	0.0928	0.028
2460.272	18755	0.0931	0.028
2460.58	18765	0.097	0.028
2460.878	18775	0.0972	0.028
2461.211	18785	0.1002	0.028
2461.544	18795	0.1026	0.028
2461.879	18805	0.1025	0.028
2462.208	18815	0.1004	0.028
2462.511	18825	0.0996	0.028
2462.84	18835	0.0989	0.028
2463.159	18845	0.0975	0.028
2463.444	18855	0.095	0.028
2463.749	18865	0.0977	0.028
2464.082	18875	0.1005	0.028
2464.401	18885	0.1002	0.028
2464.718	18895	0.0955	0.028
2465.016	18905	0.0925	0.028
2465.288	18915	0.0931	0.028
2465.591	18925	0.0955	0.028
2465.916	18935	0.1001	0.028
2466.244	18945	0.0969	0.028
2466.543	18955	0.0972	0.028
2466.829	18965	0.096	0.028
2467.158	18975	0.0964	0.028
2467.453	18985	0.1001	0.028
2467.765	18995	0.0966	0.028
2468.109	19005	0.0992	0.028
2468.39	19015	0.095	0.028
2468.697	19025	0.0919	0.028
2468.968	19035	0.091	0.028
2469.28	19045	0.0933	0.028
2469.553	19055	0.0975	0.028
2469.872	19065	0.0976	0.028
2470.194	19075	0.1012	0.028
2470.517	19085	0.1015	0.028
2470.836	19095	0.1007	0.028
2471.157	19105	0.1028	0.028
2471.481	19115	0.0978	0.028
2471.793	19125	0.0982	0.028
2472.077	19135	0.0934	0.028
2472.373	19145	0.0928	0.028
2472.663	19155	0.0936	0.028
2472.974	19165	0.0972	0.028
2473.269	19175	0.0995	0.028
2473.583	19185	0.0973	0.028
2473.905	19195	0.0966	0.027
2474.189	19205	0.0951	0.027
2474.475	19215	0.0959	0.027
2474.777	19225	0.0937	0.027
2475.087	19235	0.0979	0.027
2475.379	19245	0.0929	0.027
2475.672	19255	0.0932	0.027
2475.963	19265	0.0942	0.027
2476.246	19275	0.0961	0.028
2476.568	19285	0.0935	0.028
2476.863	19295	0.0958	0.028
2477.138	19305	0.0959	0.028
2477.458	19315	0.098	0.028
2477.77	19325	0.0987	0.028
2478.053	19335	0.0997	0.028
2478.382	19345	0.1002	0.028
2478.703	19355	0.1021	0.028
2479.029	19365	0.0991	0.028
2479.322	19375	0.0941	0.028
2479.614	19385	0.0949	0.029
2479.896	19395	0.0971	0.029
2480.208	19405	0.0996	0.029
2480.525	19415	0.102	0.029
2480.842	19425	0.1038	0.029
2481.17	19435	0.1039	0.029
2481.504	19445	0.1069	0.029
2481.835	19455	0.109	0.029
2482.174	19465	0.1117	0.029
2482.514	19475	0.1074	0.029
2482.856	19485	0.1057	0.029
2483.183	19495	0.1034	0.029
2483.466	19505	0.0987	0.029
2483.778	19515	0.0963	0.029
2484.052	19525	0.1019	0.029
2484.368	19535	0.1032	0.029
2484.735	19545	0.1069	0.029
2485.049	19555	0.1045	0.029
2485.363	19565	0.0995	0.029
2485.667	19575	0.0963	0.029
2485.955	19585	0.0946	0.029
2486.229	19595	0.0967	0.029
2486.531	19605	0.0977	0.029
2486.85	19615	0.1029	0.029
2487.158	19625	0.1051	0.029
2487.495	19635	0.1072	0.029
2487.823	19645	0.1069	0.029
2488.14	19655	0.1055	0.029
2488.468	19665	0.1036	0.029
2488.782	19675	0.1033	0.030
2489.084	19685	0.1036	0.030
2489.401	19695	0.1041	0.030
2489.724	19705	0.11	0.030
2490.063	19715	0.1108	0.029
2490.436	19725	0.1114	0.029
2490.733	19735	0.1103	0.029
2491.069	19745	0.1069	0.029
2491.396	19755	0.1063	0.029
2491.723	19765	0.1	0.029
2491.996	19775	0.0992	0.029
2492.289	19785	0.1014	0.029
2492.608	19795	0.1005	0.029
2492.929	19805	0.1022	0.029
2493.222	19815	0.1003	0.028
2493.522	19825	0.0983	0.028
2493.82	19835	0.0994	0.028
2494.115	19845	0.1003	0.028
2494.434	19855	0.1024	0.028
2494.72	19865	0.1031	0.028
2495.05	19875	0.1001	0.028
2495.349	19885	0.1018	0.028
2495.639	19895	0.1016	0.028
2495.948	19905	0.1013	0.028
2496.257	19915	0.0995	0.028
2496.54	19925	0.0989	0.029
2496.849	19935	0.0971	0.029
2497.12	19945	0.0982	0.029
2497.43	19955	0.1004	0.030
2497.735	19965	0.1029	0.030
2498.041	19975	0.1059	0.030
2498.36	19985	0.1119	0.030
2498.706	19995	0.1199	0.030
2499.068	20005	0.1209	0.030
2499.442	20015	0.1181	0.030
2499.787	20025	0.1139	0.030
2500.14	20035	0.1126	0.030
2500.442	20045	0.1103	0.030
2500.766	20055	0.1033	0.030
2501.084	20065	0.1008	0.030
2501.36	20075	0.0992	0.030
2501.645	20085	0.101	0.029
2501.97	20095	0.1024	0.029
2502.276	20105	0.1031	0.029
2502.573	20115	0.1013	0.029
2502.876	20125	0.101	0.029
2503.17	20135	0.1025	0.029
2503.482	20145	0.1017	0.029
2503.765	20155	0.1042	0.029
2504.071	20165	0.1065	0.029
2504.401	20175	0.1074	0.029
2504.726	20185	0.1061	0.029
2505.029	20195	0.1049	0.030
2505.315	20205	0.1013	0.030
2505.619	20215	0.1018	0.030
2505.929	20225	0.1093	0.030
2506.243	20235	0.1135	0.030
2506.608	20245	0.1155	0.030
2506.949	20255	0.1148	0.030
2507.271	20265	0.1119	0.030
2507.585	20275	0.1098	0.030
2507.925	20285	0.109	0.030
2508.244	20295	0.1074	0.030
2508.564	20305	0.1068	0.030
2508.852	20315	0.1072	0.030
2509.173	20325	0.1027	0.030
2509.501	20335	0.107	0.029
2509.762	20345	0.1	0.029
2510.084	20355	0.1026	0.029
2510.371	20365	0.1046	0.030
2510.665	20375	0.1061	0.030
2510.979	20385	0.1055	0.030
2511.323	20395	0.1083	0.030
2511.615	20405	0.1069	0.030
2511.904	20415	0.1096	0.030
2512.24	20425	0.1135	0.030
2512.606	20435	0.1161	0.030
2512.924	20445	0.1131	0.030
2513.247	20455	0.1082	0.030
2513.56	20465	0.104	0.030
2513.868	20475	0.1055	0.030
2514.136	20485	0.1041	0.030
2514.488	20495	0.1049	0.030
2514.766	20505	0.1078	0.030
2515.087	20515	0.1065	0.030
2515.383	20525	0.1086	0.030
2515.7	20535	0.1066	0.030
2515.994	20545	0.1075	0.030
2516.305	20555	0.1123	0.031
2516.635	20565	0.1167	0.031
2516.981	20575	0.1187	0.031
2517.332	20585	0.1186	0.031
2517.672	20595	0.1189	0.031
2518.008	20605	0.1172	0.031
2518.331	20615	0.1166	0.031
2518.672	20625	0.1128	0.031
2518.983	20635	0.1119	0.031
2519.311	20645	0.1092	0.031
2519.612	20655	0.1123	0.031
2519.946	20665	0.1127	0.031
2520.276	20675	0.1151	0.031
2520.614	20685	0.1133	0.031
2520.936	20695	0.1134	0.031
2521.245	20705	0.112	0.031
2521.576	20715	0.1122	0.031
2521.886	20725	0.1174	0.031
2522.214	20735	0.117	0.031
2522.56	20745	0.1213	0.031
2522.919	20755	0.1237	0.031
2523.258	20765	0.1161	0.031
2523.583	20775	0.1123	0.031
2523.904	20785	0.1123	0.031
2524.23	20795	0.1142	0.031
2524.552	20805	0.1106	0.031
2524.868	20815	0.1084	0.030
2525.16	20825	0.1064	0.030
2525.454	20835	0.109	0.030
2525.761	20845	0.11	0.030
2526.087	20855	0.1123	0.030
2526.398	20865	0.1135	0.029
2526.729	20875	0.1081	0.029
2527.037	20885	0.1111	0.029
2527.31	20895	0.1074	0.029
2527.635	20905	0.1068	0.029
2527.93	20915	0.1077	0.029
2528.232	20925	0.1096	0.029
2528.537	20935	0.1085	0.029
2528.852	20945	0.1078	0.029
2529.142	20955	0.1062	0.028
2529.447	20965	0.1043	0.028
2529.743	20975	0.1081	0.028
2530.01	20985	0.1082	0.028
2530.351	20995	0.1062	0.028
2530.643	21005	0.1038	0.028
2530.911	21015	0.0982	0.028
2531.169	21025	0.0984	0.028
2531.475	21035	0.1031	0.028
2531.767	21045	0.1037	0.028
2532.043	21055	0.1022	0.028
2532.318	21065	0.1032	0.028
2532.606	21075	0.109	0.028
2532.917	21085	0.107	0.028
2533.225	21095	0.1074	0.028
2533.517	21105	0.1078	0.028
2533.804	21115	0.1096	0.028
2534.126	21125	0.1091	0.029
2534.416	21135	0.1093	0.029
2534.721	21145	0.1059	0.029
2534.998	21155	0.107	0.029
2535.297	21165	0.1036	0.029
2535.598	21175	0.1089	0.029
2535.885	21185	0.1103	0.029
2536.211	21195	0.1148	0.029
2536.518	21205	0.1164	0.029
2536.842	21215	0.111	0.029
2537.152	21225	0.1066	0.029
2537.419	21235	0.102	0.029
2537.704	21245	0.1036	0.028
2537.995	21255	0.1072	0.028
2538.305	21265	0.1099	0.028
2538.608	21275	0.1133	0.028
2538.917	21285	0.1102	0.028
2539.221	21295	0.1042	0.027
2539.495	21305	0.1028	0.027
2539.749	21315	0.0994	0.027
2540.042	21325	0.1012	0.027
2540.333	21335	0.1002	0.027
2540.578	21345	0.0976	0.027
2540.834	21355	0.0962	0.027
2541.106	21365	0.0998	0.027
2541.375	21375	0.1022	0.027
2541.683	21385	0.1062	0.027
2541.957	21395	0.1091	0.027
2542.263	21405	0.1052	0.027
2542.539	21415	0.1021	0.027
2542.807	21425	0.0986	0.027
2543.058	21435	0.0987	0.027
2543.343	21445	0.1014	0.027
2543.632	21455	0.1027	0.027
2543.923	21465	0.1018	0.027
2544.171	21475	0.103	0.027
2544.453	21485	0.1042	0.028
2544.745	21495	0.1091	0.028
2545.051	21505	0.1089	0.028
2545.332	21515	0.107	0.028
2545.618	21525	0.1039	0.028
2545.923	21535	0.1091	0.028
2546.189	21545	0.1109	0.028
2546.515	21555	0.1098	0.028
2546.806	21565	0.1146	0.028
2547.097	21575	0.1106	0.028
2547.413	21585	0.1108	0.028
2547.68	21595	0.109	0.028
2547.988	21605	0.1097	0.028
2548.282	21615	0.1083	0.028
2548.575	21625	0.1056	0.028
2548.847	21635	0.1035	0.028
2549.127	21645	0.1077	0.028
2549.419	21655	0.1084	0.028
2549.717	21665	0.1074	0.028
2549.995	21675	0.1071	0.028
2550.259	21685	0.1022	0.028
2550.557	21695	0.1054	0.028
2550.823	21705	0.1096	0.028
2551.127	21715	0.1103	0.028
2551.442	21725	0.1088	0.028
2551.707	21735	0.107	0.028
2551.986	21745	0.1079	0.028
2552.295	21755	0.1147	0.028
2552.586	21765	0.1177	0.028
2552.925	21775	0.1131	0.029
2553.214	21785	0.1068	0.029
2553.489	21795	0.1015	0.029
2553.746	21805	0.1018	0.029
2554.01	21815	0.1049	0.029
2554.292	21825	0.109	0.029
2554.592	21835	0.1147	0.029
2554.902	21845	0.1131	0.029
2555.209	21855	0.111	0.029
2555.494	21865	0.1111	0.029
2555.787	21875	0.1122	0.029
2556.081	21885	0.1191	0.029
2556.409	21895	0.1158	0.029
2556.731	21905	0.1179	0.029
2557.005	21915	0.1095	0.029
2557.308	21925	0.1074	0.029
2557.576	21935	0.109	0.028
2557.863	21945	0.1074	0.029
2558.147	21955	0.1058	0.029
2558.435	21965	0.1019	0.028
2558.702	21975	0.0989	0.028
2558.955	21985	0.1014	0.028
2559.212	21995	0.1057	0.028
2559.497	22005	0.11	0.028
2559.795	22015	0.1161	0.028
2560.117	22025	0.1161	0.028
2560.425	22035	0.1144	0.028
2560.695	22045	0.1078	0.028
2560.971	22055	0.1061	0.029
2561.242	22065	0.1061	0.029
2561.53	22075	0.1059	0.029
2561.804	22085	0.1097	0.029
2562.111	22095	0.1108	0.029
2562.389	22105	0.1094	0.028
2562.669	22115	0.1112	0.028
2562.976	22125	0.1149	0.028
2563.29	22135	0.1141	0.028
2563.573	22145	0.1085	0.029
2563.875	22155	0.105	0.029
2564.112	22165	0.1033	0.029
2564.401	22175	0.1043	0.029
2564.674	22185	0.109	0.029
2564.972	22195	0.1068	0.029
2565.25	22205	0.1103	0.029
2565.511	22215	0.1093	0.029
2565.819	22225	0.1149	0.029
2566.131	22235	0.1192	0.029
2566.453	22245	0.1166	0.029
2566.738	22255	0.1063	0.030
2567.003	22265	0.1057	0.030
2567.26	22275	0.1072	0.030
2567.562	22285	0.1108	0.030
2567.851	22295	0.1171	0.030
2568.151	22305	0.1206	0.030
2568.496	22315	0.1238	0.030
2568.82	22325	0.126	0.030
2569.137	22335	0.1215	0.030
2569.485	22345	0.1218	0.030
2569.789	22355	0.1159	0.030
2570.082	22365	0.1117	0.030
2570.339	22375	0.1102	0.030
2570.66	22385	0.11	0.030
2570.948	22395	0.1103	0.030
2571.223	22405	0.1082	0.030
2571.517	22415	0.1068	0.029
2571.786	22425	0.1116	0.029
2572.082	22435	0.1125	0.029
2572.392	22445	0.1163	0.029
2572.697	22455	0.1162	0.029
2572.985	22465	0.1118	0.029
2573.293	22475	0.114	0.029
2573.562	22485	0.1124	0.029
2573.878	22495	0.1138	0.029
2574.186	22505	0.1139	0.029
2574.473	22515	0.1127	0.029
2574.743	22525	0.1141	0.029
2575.045	22535	0.1139	0.029
2575.369	22545	0.1186	0.029
2575.66	22555	0.1149	0.029
2575.965	22565	0.1103	0.029
2576.233	22575	0.1099	0.029
2576.512	22585	0.1096	0.029
2576.83	22595	0.109	0.029
2577.091	22605	0.1115	0.030
2577.376	22615	0.109	0.030
2577.666	22625	0.112	0.030
2577.982	22635	0.1155	0.029
2578.264	22645	0.1183	0.029
2578.574	22655	0.1191	0.029
2578.89	22665	0.1244	0.030
2579.214	22675	0.1191	0.030
2579.543	22685	0.1198	0.030
2579.823	22695	0.1122	0.030
2580.141	22705	0.109	0.030
2580.42	22715	0.1108	0.030
2580.689	22725	0.1111	0.030
2580.993	22735	0.1124	0.030
2581.299	22745	0.1194	0.030
2581.6	22755	0.1203	0.030
2581.942	22765	0.1166	0.029
2582.228	22775	0.1188	0.029
2582.529	22785	0.1138	0.029
2582.826	22795	0.1183	0.029
2583.145	22805	0.114	0.029
2583.446	22815	0.1117	0.029
2583.718	22825	0.1081	0.029
2584.002	22835	0.1099	0.029
2584.296	22845	0.1101	0.028
2584.606	22855	0.1111	0.028
2584.868	22865	0.1065	0.028
2585.15	22875	0.1038	0.028
2585.427	22885	0.105	0.028
2585.693	22895	0.1027	0.028
2585.969	22905	0.1058	0.028
2586.214	22915	0.1079	0.028
2586.547	22925	0.1119	0.029
2586.833	22935	0.1138	0.029
2587.12	22945	0.1112	0.029
2587.404	22955	0.1114	0.029
2587.721	22965	0.1152	0.029
2588.012	22975	0.116	0.029
2588.318	22985	0.12	0.029
2588.638	22995	0.1191	0.029
2588.968	23005	0.1215	0.029
2589.281	23015	0.1151	0.029
2589.587	23025	0.1102	0.029
2589.847	23035	0.1121	0.029
2590.153	23045	0.1138	0.029
2590.464	23055	0.1148	0.029
2590.779	23065	0.1095	0.029
2591.03	23075	0.1049	0.028
2591.318	23085	0.0977	0.028
2591.565	23095	0.102	0.028
2591.826	23105	0.1068	0.028
2592.122	23115	0.1117	0.028
2592.417	23125	0.1112	0.028
2592.721	23135	0.1116	0.028
2592.997	23145	0.11	0.028
2593.303	23155	0.111	0.028
2593.564	23165	0.1103	0.028
2593.876	23175	0.1095	0.028
2594.155	23185	0.1111	0.028
2594.449	23195	0.109	0.028
2594.747	23205	0.109	0.028
2595.02	23215	0.1039	0.028
2595.309	23225	0.1058	0.028
2595.559	23235	0.103	0.028
2595.846	23245	0.1027	0.028
2596.094	23255	0.1056	0.028
2596.393	23265	0.1064	0.028
2596.663	23275	0.1084	0.027
2596.969	23285	0.1111	0.028
2597.248	23295	0.1106	0.028
2597.568	23305	0.1111	0.028
2597.825	23315	0.1076	0.028
2598.132	23325	0.1052	0.028
2598.411	23335	0.1059	0.028
2598.675	23345	0.1102	0.028
2598.965	23355	0.1096	0.028
2599.273	23365	0.1091	0.028
2599.544	23375	0.1072	0.028
2599.829	23385	0.1082	0.027
2600.141	23395	0.1091	0.027
2600.419	23405	0.1103	0.027
2600.697	23415	0.1065	0.027
2600.986	23425	0.1066	0.027
2601.271	23435	0.103	0.027
2601.542	23445	0.1028	0.027
2601.786	23455	0.1002	0.027
2602.077	23465	0.1035	0.027
2602.338	23475	0.1049	0.027
2602.634	23485	0.1054	0.027
2602.901	23495	0.1041	0.027
2603.202	23505	0.1031	0.027
2603.448	23515	0.1043	0.027
2603.742	23525	0.1006	0.027
2604.01	23535	0.102	0.027
2604.256	23545	0.1046	0.028
2604.553	23555	0.1087	0.028
2604.855	23565	0.1121	0.028
2605.156	23575	0.1138	0.028
2605.449	23585	0.1123	0.028
2605.758	23595	0.1112	0.028
2606.047	23605	0.1103	0.028
2606.329	23615	0.1069	0.028
2606.611	23625	0.1084	0.028
2606.91	23635	0.1116	0.028
2607.202	23645	0.1124	0.028
2607.509	23655	0.1108	0.029
2607.8	23665	0.1082	0.028
2608.071	23675	0.1075	0.028
2608.366	23685	0.1084	0.028
2608.65	23695	0.1132	0.028
2608.953	23705	0.1153	0.028
2609.275	23715	0.1179	0.028
2609.596	23725	0.1162	0.028
2609.902	23735	0.1125	0.028
2610.188	23745	0.1113	0.028
2610.48	23755	0.1082	0.028
2610.779	23765	0.1116	0.028
2611.059	23775	0.109	0.028
2611.364	23785	0.1092	0.028
2611.661	23795	0.1085	0.028
2611.925	23805	0.1052	0.028
2612.199	23815	0.1044	0.028
2612.493	23825	0.1063	0.028
2612.771	23835	0.1115	0.028
2613.079	23845	0.1168	0.028
2613.393	23855	0.1181	0.028
2613.73	23865	0.1164	0.028
2614.024	23875	0.1165	0.029
2614.327	23885	0.1128	0.029
2614.635	23895	0.1127	0.029
2614.928	23905	0.1152	0.029
2615.229	23915	0.1124	0.029
2615.534	23925	0.1107	0.029
2615.823	23935	0.1119	0.029
2616.106	23945	0.1114	0.029
2616.432	23955	0.1142	0.029
2616.717	23965	0.1147	0.029
2617.02	23975	0.1152	0.029
2617.337	23985	0.113	0.029
2617.652	23995	0.1127	0.029
2617.93	24005	0.1126	0.029
2618.227	24015	0.1096	0.029
2618.533	24025	0.1117	0.029
2618.822	24035	0.115	0.029
2619.127	24045	0.1176	0.029
2619.458	24055	0.1211	0.029
2619.804	24065	0.1177	0.028
2620.098	24075	0.1133	0.028
2620.376	24085	0.107	0.028
2620.647	24095	0.1068	0.028
2620.956	24105	0.1075	0.028
2621.253	24115	0.1095	0.028
2621.536	24125	0.1071	0.028
2621.814	24135	0.107	0.028
2622.116	24145	0.1133	0.028
2622.415	24155	0.113	0.028
2622.732	24165	0.1107	0.028
2623.015	24175	0.1084	0.028
2623.301	24185	0.1108	0.028
2623.574	24195	0.1127	0.029
2623.899	24205	0.1139	0.029
2624.218	24215	0.1185	0.029
2624.532	24225	0.1154	0.029
2624.841	24235	0.1118	0.029
2625.139	24245	0.1089	0.030
2625.43	24255	0.1123	0.030
2625.717	24265	0.1173	0.030
2626.037	24275	0.1224	0.030
2626.394	24285	0.1247	0.030
2626.746	24295	0.1263	0.030
2627.058	24305	0.1177	0.030
2627.381	24315	0.1138	0.030
2627.657	24325	0.1143	0.030
2627.961	24335	0.121	0.031
2628.314	24345	0.1269	0.030
2628.657	24355	0.1254	0.030
2629.004	24365	0.1189	0.030
2629.303	24375	0.1182	0.030
2629.603	24385	0.1179	0.030
2629.933	24395	0.1204	0.030
2630.262	24405	0.1171	0.029
2630.58	24415	0.1149	0.029
2630.867	24425	0.1092	0.029
2631.167	24435	0.104	0.029
2631.432	24445	0.1066	0.029
2631.713	24455	0.1085	0.029
2632.034	24465	0.1111	0.029
2632.315	24475	0.112	0.029
2632.636	24485	0.1138	0.029
2632.935	24495	0.1169	0.029
2633.263	24505	0.1152	0.030
2633.574	24515	0.1186	0.030
2633.893	24525	0.1172	0.030
2634.205	24535	0.1181	0.030
2634.526	24545	0.1204	0.030
2634.846	24555	0.1225	0.030
2635.185	24565	0.1255	0.030
2635.518	24575	0.1288	0.031
2635.875	24585	0.1204	0.031
2636.221	24595	0.1194	0.031
2636.486	24605	0.1134	0.031
2636.804	24615	0.115	0.031
2637.097	24625	0.1186	0.031
2637.436	24635	0.1198	0.031
2637.772	24645	0.121	0.031
2638.098	24655	0.1205	0.031
2638.413	24665	0.1188	0.031
2638.731	24675	0.1187	0.031
2639.03	24685	0.1237	0.031
2639.387	24695	0.1294	0.031
2639.766	24705	0.128	0.031
2640.094	24715	0.1274	0.031
2640.41	24725	0.125	0.031
2640.763	24735	0.1238	0.031
2641.108	24745	0.1201	0.031
2641.405	24755	0.1166	0.031
2641.712	24765	0.113	0.031
2642.02	24775	0.1171	0.031
2642.333	24785	0.1195	0.031
2642.658	24795	0.1147	0.031
2642.97	24805	0.116	0.031
2643.247	24815	0.1161	0.031
2643.576	24825	0.1208	0.031
2643.932	24835	0.1292	0.031
2644.293	24845	0.1293	0.031
2644.627	24855	0.1267	0.032
2644.937	24865	0.1215	0.032
2645.284	24875	0.1227	0.032
2645.62	24885	0.1255	0.032
2645.947	24895	0.1263	0.033
2646.283	24905	0.1303	0.033
2646.647	24915	0.1313	0.033
2647.002	24925	0.1327	0.032
2647.351	24935	0.132	0.032
2647.709	24945	0.1336	0.033
2648.066	24955	0.1311	0.033
2648.445	24965	0.1302	0.033
2648.769	24975	0.1237	0.032
2649.094	24985	0.1192	0.032
2649.412	24995	0.1213	0.032
2649.726	25005	0.1231	0.032
2650.072	25015	0.127	0.032
2650.4	25025	0.1288	0.032
2650.775	25035	0.1211	0.032
2651.109	25045	0.1228	0.032
2651.384	25055	0.1184	0.032
2651.731	25065	0.1148	0.032
2652.045	25075	0.1222	0.032
2652.344	25085	0.1221	0.032
2652.715	25095	0.1264	0.032
2653.06	25105	0.1328	0.032
2653.394	25115	0.1329	0.032
2653.775	25125	0.1303	0.032
2654.118	25135	0.1316	0.032
2654.456	25145	0.1263	0.033
2654.791	25155	0.1216	0.033
2655.124	25165	0.1212	0.033
2655.438	25175	0.1232	0.033
2655.775	25185	0.1254	0.033
2656.131	25195	0.1297	0.033
2656.473	25205	0.1324	0.032
2656.821	25215	0.1342	0.032
2657.194	25225	0.1328	0.032
2657.55	25235	0.1299	0.032
2657.906	25245	0.1256	0.032
2658.24	25255	0.1248	0.032
2658.55	25265	0.1202	0.032
2658.876	25275	0.1253	0.032
2659.213	25285	0.1265	0.032
2659.566	25295	0.1258	0.032
2659.911	25305	0.1223	0.032
2660.203	25315	0.1186	0.031
2660.519	25325	0.1195	0.031
2660.871	25335	0.121	0.031
2661.186	25345	0.123	0.031
2661.499	25355	0.1224	0.031
2661.869	25365	0.1245	0.031
2662.204	25375	0.1236	0.031
2662.527	25385	0.1197	0.031
2662.827	25395	0.1158	0.031
2663.166	25405	0.1145	0.031
2663.463	25415	0.1203	0.031
2663.758	25425	0.1227	0.031
