depth	LID
2158	66.68
2159	67.03
2160	67.34
2161	67.62
2162	67.76
2163	67.76
2164	67.57
2165	67.26
2166	66.88
2167	66.41
2168	65.99
2169	65.53
2170	65.05
2171	64.59
2172	64.16
2173	63.76
2174	63.37
2175	62.96
2176	62.57
2177	62.21
2178	61.89
2179	61.58
2180	61.29
2181	61.03
2182	60.79
2183	60.57
2184	60.36
2185	60.28
2186	60.19
2187	60.06
2188	59.91
2189	59.83
2190	59.74
2191	59.64
2192	59.54
2193	59.41
2194	59.26
2195	59.09
2196	58.93
2197	58.77
2198	58.64
2199	58.66
2200	58.69
2201	58.72
2202	58.76
2203	58.8
2204	58.84
2205	58.89
2206	58.95
2207	59.03
2208	59.12
2209	59.21
2210	59.32
2211	59.44
2212	59.57
2213	59.72
2214	59.87
2215	60.04
2216	60.24
2217	60.46
2218	60.59
2219	60.72
2220	61.08
2221	61.47
2222	61.9
2223	62.49
2224	63.16
2225	63.86
2226	64.53
2227	65.15
2228	65.77
2229	66.32
2230	66.81
2231	67.2
2232	67.48
2233	67.64
2234	67.68
2235	67.75
2236	67.69
2237	67.39
2238	66.99
2239	66.51
2240	65.98
2241	65.46
2242	64.93
2243	64.44
2244	64.03
2245	63.66
2246	63.31
2247	63.04
2248	62.81
2249	62.64
2250	62.52
2251	62.45
2252	62.41
2253	62.41
2254	62.44
2255	62.28
2256	62.14
2257	61.99
2258	61.84
2259	61.7
2260	61.57
2261	61.42
2262	61.26
2263	61.1
2264	60.91
2265	60.71
2266	60.47
2267	60.22
2268	59.95
2269	59.69
2270	59.42
2271	59.19
2272	58.95
2273	58.71
2274	58.48
2275	58.25
2276	58.04
2277	57.84
2278	57.64
2279	57.5
2280	57.41
2281	57.31
2282	57.22
2283	57.12
2284	57.03
2285	56.93
2286	56.83
2287	56.74
2288	56.63
2289	56.53
2290	56.42
2291	56.3
2292	56.17
2293	56.03
2294	55.9
2295	55.77
2296	55.73
2297	55.69
2298	55.65
2299	55.59
2300	55.53
2301	55.48
2302	55.45
2303	55.43
2304	55.41
2305	55.39
2306	55.38
2307	55.38
2308	55.38
2309	55.41
2310	55.43
2311	55.46
2312	55.49
2313	55.52
2314	55.55
2315	55.58
2316	55.61
2317	55.64
2318	55.67
2319	55.7
2320	55.73
2321	55.77
2322	55.8
2323	55.9
2324	56.03
2325	56.21
2326	56.39
2327	56.57
2328	56.75
2329	56.92
2330	57.1
2331	57.28
2332	57.46
2333	57.64
2334	57.82
2335	58.0
2336	58.19
2337	58.36
2338	58.54
2339	58.72
2340	58.92
2341	59.11
2342	59.39
2343	59.81
2344	60.23
2345	60.6
2346	61.06
2347	61.61
2348	62.17
2349	62.72
2350	63.19
2351	63.57
2352	63.85
2353	64.02
2354	64.11
2355	64.2
2356	64.27
2357	64.27
2358	64.27
2359	64.35
2360	64.46
2361	64.66
2362	64.89
2363	65.13
2364	65.14
2365	65.17
2366	65.19
2367	65.23
2368	65.3
2369	65.34
2370	65.36
2371	65.32
2372	65.23
2373	65.1
2374	64.94
2375	64.75
2376	64.56
2377	64.38
2378	64.21
2379	64.04
2380	63.84
2381	63.66
2382	63.49
2383	63.49
2384	63.23
2385	63.0
2386	62.79
2387	62.62
2388	62.48
2389	62.38
2390	62.3
2391	62.26
2392	62.23
2393	62.22
2394	62.23
2395	62.25
2396	62.27
2397	62.29
2398	62.32
2399	62.31
2400	62.33
2401	62.39
2402	62.42
2403	62.43
2404	62.42
2405	62.39
2406	62.36
2407	62.34
2408	62.34
2409	62.34
2410	62.34
2411	62.37
2412	62.43
2413	62.51
2414	62.6
2415	62.7
2416	62.84
2417	63.04
2418	63.28
2419	63.33
2420	63.3
2421	63.22
2422	63.16
2423	63.32
2424	63.43
2425	63.47
2426	63.49
2427	63.48
2428	63.43
2429	63.36
2430	63.27
2431	63.17
2432	63.05
2433	62.92
2434	62.77
2435	62.61
2436	62.44
2437	62.27
2438	62.09
2439	61.92
2440	61.75
2441	61.56
2442	61.36
2443	61.15
2444	60.95
2445	60.73
2446	60.5
2447	60.26
2448	60.02
2449	59.76
2450	59.49
2451	59.2
2452	58.91
2453	58.61
2454	58.3
2455	58.01
2456	57.74
2457	57.63
2458	57.6
2459	57.57
2460	57.56
2461	57.56
2462	57.57
2463	57.59
2464	57.62
2465	57.64
2466	57.67
2467	57.7
2468	57.74
2469	57.78
2470	57.81
2471	57.84
2472	57.85
2473	57.86
2474	57.86
2475	57.85
2476	57.88
2477	57.94
2478	57.99
2479	58.03
2480	58.07
2481	58.1
2482	58.12
2483	58.14
2484	58.16
2485	58.17
2486	58.18
2487	58.19
2488	58.19
2489	58.2
2490	58.21
2491	58.22
2492	58.24
2493	58.26
2494	58.28
2495	58.32
2496	58.35
2497	58.37
2498	58.38
2499	58.37
2500	58.35
2501	58.33
2502	58.31
2503	58.29
2504	58.27
2505	58.26
2506	58.18
2507	58.08
2508	57.96
2509	57.83
2510	57.7
2511	57.56
2512	57.4
2513	57.22
2514	57.0
2515	56.79
2516	56.6
2517	56.43
2518	56.28
2519	56.15
2520	56.04
2521	55.95
2522	55.87
2523	55.82
2524	55.79
2525	55.78
2526	55.79
2527	55.81
2528	55.85
2529	55.9
2530	55.96
2531	56.03
2532	56.1
2533	56.16
2534	56.22
2535	56.26
2536	56.32
2537	56.34
2538	56.37
2539	56.42
2540	56.47
2541	56.51
2542	56.5
2543	56.5
2544	56.55
2545	56.58
2546	56.56
2547	56.52
2548	56.44
2549	56.34
2550	56.24
2551	56.12
2552	56.07
2553	56.01
2554	55.95
2555	55.89
2556	55.85
2557	55.81
2558	55.78
2559	55.77
2560	55.76
2561	55.76
2562	55.77
2563	55.8
2564	55.86
2565	55.92
2566	56.0
2567	56.09
2568	56.19
2569	56.3
2570	56.42
2571	56.55
2572	56.69
2573	56.84
2574	57.0
2575	57.16
2576	57.32
2577	57.48
2578	57.67
2579	57.88
2580	58.11
2581	58.32
2582	58.45
2583	58.52
2584	58.52
2585	58.44
2586	58.34
2587	58.2
2588	58.03
2589	57.84
2590	57.66
2591	57.51
2592	57.36
2593	57.23
2594	57.09
2595	56.95
2596	56.82
2597	56.69
2598	56.58
2599	56.47
2600	56.36
2601	56.25
2602	56.15
2603	56.06
2604	55.98
2605	55.9
2606	55.82
2607	55.74
2608	55.67
2609	55.59
2610	55.51
2611	55.43
2612	55.35
2613	55.27
2614	55.19
2615	55.11
2616	55.02
2617	54.93
2618	54.84
2619	54.76
2620	54.66
2621	54.57
2622	54.51
2623	54.45
2624	54.39
2625	54.33
2626	54.29
2627	54.25
2628	54.21
2629	54.18
2630	54.15
2631	54.12
2632	54.09
2633	54.07
2634	54.04
2635	54.01
2636	53.98
2637	53.96
2638	53.93
2639	53.91
2640	53.89
2641	53.87
2642	53.85
2643	53.84
2644	53.83
2645	53.82
2646	53.81
2647	53.8
2648	53.8
2649	53.79
2650	53.79
2651	53.79
2652	53.79
2653	53.79
2654	53.79
2655	53.79
2656	53.8
2657	53.8
2658	53.8
2659	53.8
2660	53.81
2661	53.82
2662	53.82
2663	53.83
2664	53.85
2665	53.86
2666	53.88
2667	53.9
2668	53.93
2669	53.96
2670	53.99
2671	54.03
2672	54.08
2673	54.13
2674	54.19
2675	54.26
2676	54.33
2677	54.4
2678	54.47
2679	54.55
2680	54.64
2681	54.74
2682	54.84
2683	54.95
2684	55.06
2685	55.16
2686	55.27
2687	55.37
2688	55.47
2689	55.56
2690	55.66
2691	55.75
2692	55.83
2693	55.9
2694	55.95
2695	55.98
2696	56.01
2697	56.03
2698	56.03
2699	56.02
2700	56.0
2701	55.97
2702	55.93
2703	55.88
2704	55.82
2705	55.75
2706	55.68
2707	55.59
2708	55.49
2709	55.38
2710	55.27
2711	55.15
2712	55.02
2713	54.89
2714	54.76
2715	54.63
2716	54.51
2717	54.39
2718	54.27
2719	54.15
2720	54.03
2721	53.9
2722	53.82
2723	53.74
2724	53.67
2725	53.59
2726	53.53
2727	53.47
2728	53.42
2729	53.38
2730	53.35
2731	53.33
2732	53.31
2733	53.31
2734	53.3
2735	53.31
2736	53.32
2737	53.35
2738	53.38
2739	53.42
2740	53.46
2741	53.51
2742	53.56
2743	53.62
2744	53.69
2745	53.75
2746	53.82
2747	53.89
2748	53.94
2749	53.98
2750	54.04
2751	54.09
2752	54.15
2753	54.21
2754	54.26
2755	54.32
2756	54.37
2757	54.42
2758	54.46
2759	54.51
2760	54.56
2761	54.6
2762	54.65
2763	54.68
2764	54.72
2765	54.74
2766	54.74
2767	54.75
2768	54.75
2769	54.75
2770	54.75
2771	54.75
2772	54.74
2773	54.74
2774	54.74
2775	54.73
2776	54.73
2777	54.72
2778	54.71
2779	54.7
2780	54.69
2781	54.68
2782	54.67
2783	54.65
2784	54.64
2785	54.62
2786	54.6
2787	54.59
2788	54.56
2789	54.54
2790	54.52
2791	54.5
2792	54.47
2793	54.44
2794	54.42
2795	54.39
2796	54.36
2797	54.33
2798	54.29
2799	54.26
2800	54.23
2801	54.2
2802	54.17
2803	54.14
2804	54.11
2805	54.09
2806	54.06
2807	54.04
2808	54.01
2809	53.99
2810	53.97
2811	53.94
2812	53.92
2813	53.9
2814	53.88
2815	53.86
2816	53.84
2817	53.82
2818	53.79
2819	53.77
2820	53.75
2821	53.72
2822	53.7
2823	53.67
2824	53.65
2825	53.62
2826	53.59
2827	53.57
2828	53.54
2829	53.51
2830	53.48
2831	53.46
2832	53.43
2833	53.4
2834	53.38
2835	53.35
2836	53.32
2837	53.3
2838	53.28
2839	53.25
2840	53.23
2841	53.21
2842	53.19
2843	53.17
2844	53.15
2845	53.15
2846	53.14
2847	53.13
2848	53.12
2849	53.1
2850	53.05
2851	53.01
2852	52.97
2853	52.93
2854	52.89
2855	52.85
2856	52.81
2857	52.77
2858	52.73
2859	52.69
2860	52.64
2861	52.6
2862	52.55
2863	52.51
2864	52.46
2865	52.42
2866	52.38
2867	52.34
2868	52.31
2869	52.28
2870	52.26
2871	52.24
2872	52.22
2873	52.21
2874	52.2
2875	52.2
2876	52.21
2877	52.22
2878	52.24
2879	52.26
2880	52.3
2881	52.34
2882	52.39
2883	52.44
2884	52.5
2885	52.57
2886	52.64
2887	52.72
2888	52.8
2889	52.87
2890	52.92
2891	52.96
2892	53.13
2893	53.3
2894	53.45
2895	53.67
2896	53.89
2897	54.1
2898	54.3
2899	54.49
2900	54.67
2901	54.84
2902	55.0
2903	55.15
2904	55.28
2905	55.39
2906	55.48
2907	55.56
2908	55.64
2909	55.7
2910	55.76
2911	55.82
2912	55.87
2913	55.93
2914	55.99
2915	56.06
2916	56.13
2917	56.21
2918	56.29
2919	56.38
2920	56.48
2921	56.6
2922	56.72
2923	56.84
2924	56.98
2925	57.13
2926	57.3
2927	57.48
2928	57.66
2929	57.86
2930	58.06
2931	58.27
2932	58.5
2933	58.75
2934	59.0
2935	59.26
2936	59.28
2937	59.28
2938	59.26
2939	59.14
2940	59.01
2941	59.12
2942	59.21
2943	59.17
2944	59.02
2945	58.81
2946	58.56
2947	58.28
2948	58.04
2949	57.81
2950	57.55
2951	57.25
2952	56.92
2953	56.59
2954	56.37
2955	56.18
2956	55.98
2957	55.77
2958	55.53
2959	55.26
2960	55.0
2961	54.75
2962	54.5
2963	54.26
2964	54.02
2965	53.78
2966	53.55
2967	53.43
2968	53.35
2969	53.27
2970	53.2
2971	53.13
2972	53.07
2973	53.01
2974	52.96
2975	52.91
2976	52.87
2977	52.83
2978	52.8
2979	52.77
2980	52.74
2981	52.72
2982	52.7
2983	52.68
2984	52.67
2985	52.65
2986	52.63
2987	52.61
2988	52.6
2989	52.58
2990	52.57
2991	52.57
2992	52.57
2993	52.57
2994	52.58
2995	52.59
2996	52.6
2997	52.62
2998	52.64
2999	52.67
3000	52.71
3001	52.76
3002	52.8
3003	52.85
3004	52.9
3005	52.94
3006	52.98
3007	53.0
3008	53.02
3009	53.03
3010	53.04
3011	53.03
3012	53.03
3013	53.01
3014	52.99
3015	52.97
3016	52.93
3017	52.89
3018	52.85
3019	52.8
3020	52.75
3021	52.69
3022	52.63
3023	52.56
3024	52.48
3025	52.41
3026	52.32
3027	52.24
3028	52.14
3029	52.04
3030	51.94
3031	51.83
3032	51.71
3033	51.59
3034	51.46
3035	51.33
3036	51.19
3037	51.04
3038	50.88
3039	50.71
3040	50.53
3041	50.36
3042	50.18
3043	50.01
3044	49.83
3045	49.65
3046	49.47
3047	49.29
3048	49.12
3049	48.94
3050	48.79
3051	48.63
3052	48.47
3053	48.32
3054	48.17
3055	48.02
3056	47.88
3057	47.74
3058	47.6
3059	47.46
3060	47.33
3061	47.21
3062	47.09
3063	46.97
3064	46.86
3065	46.76
3066	46.66
3067	46.57
3068	46.49
3069	46.41
3070	46.34
3071	46.28
3072	46.23
3073	46.18
3074	46.14
3075	46.1
3076	46.07
3077	46.04
3078	46.02
3079	46.01
3080	46.0
3081	45.99
3082	45.98
